Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,10-06-2017,,,,,,,,
Gegevens beschikbaar:,31-07-1958,tot:,17-10-2016,,,,,,,,
Datum: ,10-06-2017,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B25E0186,001,25EP0186,127100,496100,-117,01-01-1958,24-06-1958,01-03-1961,-64,53,-2667,-2767
B25E0186,001,25EP0186,127100,496100,-117,01-01-1958,01-03-1961,01-01-1962,-66,51,-2667,-2767
B25E0186,001,25EP0186,127100,496100,-117,01-01-1958,01-01-1962,17-10-2016,-63,54,-2667,-2767


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B25E0186,001,31-07-1958,265,212,-329,,,,,,
B25E0186,001,19-08-1958,260,207,-324,,,,,,
B25E0186,001,18-09-1958,261,208,-325,,,,,,
B25E0186,001,30-09-1958,256,203,-320,,,,,,
B25E0186,001,15-10-1958,258,205,-322,,,,,,
B25E0186,001,29-10-1958,255,202,-319,,,,,,
B25E0186,001,14-11-1958,256,203,-320,,,,,,
B25E0186,001,10-12-1958,250,197,-314,,,,,,
B25E0186,001,23-12-1958,242,189,-306,,,,,,
B25E0186,001,29-01-1959,244,191,-308,,,,,,
B25E0186,001,06-02-1959,253,200,-317,,,,,,
B25E0186,001,16-02-1959,245,192,-309,,,,,,
B25E0186,001,27-02-1959,247,194,-311,,,,,,
B25E0186,001,13-03-1959,256,203,-320,,,,,,
B25E0186,001,27-03-1959,253,200,-317,,,,,,
B25E0186,001,15-04-1959,251,198,-315,,,,,,
B25E0186,001,28-04-1959,249,196,-313,,,,,,
B25E0186,001,14-05-1959,251,198,-315,,,,,,
B25E0186,001,28-05-1959,255,202,-319,,,,,,
B25E0186,001,10-06-1959,263,210,-327,,,,,,
B25E0186,001,22-06-1959,270,217,-334,,,,,,
B25E0186,001,10-07-1959,270,217,-334,,,,,,
B25E0186,001,23-07-1959,273,220,-337,,,,,,
B25E0186,001,26-08-1959,270,217,-334,,,,,,
B25E0186,001,22-09-1959,280,227,-344,,,,,,
B25E0186,001,12-10-1959,270,217,-334,,,,,,
B25E0186,001,26-10-1959,266,213,-330,,,,,,
B25E0186,001,10-11-1959,264,211,-328,,,,,,
B25E0186,001,18-11-1959,267,214,-331,,,,,,
B25E0186,001,27-11-1959,265,212,-329,,,,,,
B25E0186,001,09-12-1959,260,207,-324,,,,,,
B25E0186,001,05-01-1960,257,204,-321,,,,,,
B25E0186,001,25-01-1960,253,200,-317,,,,,,
B25E0186,001,08-02-1960,251,198,-315,,,,,,
B25E0186,001,17-02-1960,249,196,-313,,,,,,
B25E0186,001,26-02-1960,246,193,-310,,,,,,
B25E0186,001,11-03-1960,248,195,-312,,,,,,
B25E0186,001,22-03-1960,245,192,-309,,,,,,
B25E0186,001,01-04-1960,249,196,-313,,,,,,
B25E0186,001,13-04-1960,251,198,-315,,,,,,
B25E0186,001,28-04-1960,254,201,-318,,,,,,
B25E0186,001,12-05-1960,255,202,-319,,,,,,
B25E0186,001,27-05-1960,253,200,-317,,,,,,
B25E0186,001,20-06-1960,255,202,-319,,,,,,
B25E0186,001,28-06-1960,262,209,-326,,,,,,
B25E0186,001,08-07-1960,260,207,-324,,,,,,
B25E0186,001,19-07-1960,258,205,-322,,,,,,
B25E0186,001,03-08-1960,256,203,-320,,,,,,
B25E0186,001,22-08-1960,254,201,-318,,,,,,
B25E0186,001,06-09-1960,251,198,-315,,,,,,
B25E0186,001,15-09-1960,248,195,-312,,,,,,
B25E0186,001,26-09-1960,247,194,-311,,,,,,
B25E0186,001,10-10-1960,242,189,-306,,,,,,
B25E0186,001,24-10-1960,240,187,-304,,,,,,
B25E0186,001,03-11-1960,238,185,-302,,,,,,
