Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,10-06-2017,,,,,,,,
Gegevens beschikbaar:,11-09-1957,tot:,28-07-1988,,,,,,,,
Datum: ,10-06-2017,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B25B0289,001,25BP0289,113800,497775,-120,01-01-1957,09-04-1957,01-01-1962,-92,28,-1520,-1620
B25B0289,001,25BP0289,113800,497775,-120,01-01-1957,01-01-1962,14-01-1991,-89,31,-1520,-1620


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B25B0289,001,11-09-1957,110,82,-202,,,,,,
B25B0289,001,24-09-1957,101,73,-193,,,,,,
B25B0289,001,24-10-1957,107,79,-199,,,,,,
B25B0289,001,08-11-1957,107,79,-199,,,,,,
B25B0289,001,19-11-1957,107,79,-199,,,,,,
B25B0289,001,16-12-1957,104,76,-196,,,,,,
B25B0289,001,13-01-1958,100,72,-192,,,,,,
B25B0289,001,31-01-1958,103,75,-195,,,,,,
B25B0289,001,12-02-1958,100,72,-192,,,,,,
B25B0289,001,03-03-1958,102,74,-194,,,,,,
B25B0289,001,20-03-1958,110,82,-202,,,,,,
B25B0289,001,31-03-1958,107,79,-199,,,,,,
B25B0289,001,11-04-1958,106,78,-198,,,,,,
B25B0289,001,13-05-1958,114,86,-206,,,,,,
B25B0289,001,09-06-1958,110,82,-202,,,,,,
B25B0289,001,20-06-1958,108,80,-200,,,,,,
B25B0289,001,26-06-1958,106,78,-198,,,,,,
B25B0289,001,09-07-1958,112,84,-204,,,,,,
B25B0289,001,25-07-1958,115,87,-207,,,,,,
B25B0289,001,05-08-1958,112,84,-204,,,,,,
B25B0289,001,22-08-1958,110,82,-202,,,,,,
B25B0289,001,12-09-1958,110,82,-202,,,,,,
B25B0289,001,25-09-1958,106,78,-198,,,,,,
B25B0289,001,09-10-1958,108,80,-200,,,,,,
B25B0289,001,22-10-1958,111,83,-203,,,,,,
B25B0289,001,07-11-1958,100,72,-192,,,,,,
B25B0289,001,05-12-1958,98,70,-190,,,,,,
B25B0289,001,18-12-1958,94,66,-186,,,,,,
B25B0289,001,23-01-1959,96,68,-188,,,,,,
B25B0289,001,06-02-1959,100,72,-192,,,,,,
B25B0289,001,23-02-1959,102,74,-194,,,,,,
B25B0289,001,06-03-1959,103,75,-195,,,,,,
B25B0289,001,23-03-1959,101,73,-193,,,,,,
B25B0289,001,08-04-1959,101,73,-193,,,,,,
B25B0289,001,22-04-1959,99,71,-191,,,,,,
B25B0289,001,12-05-1959,100,72,-192,,,,,,
B25B0289,001,26-05-1959,102,74,-194,,,,,,
B25B0289,001,05-06-1959,104,76,-196,,,,,,
B25B0289,001,18-06-1959,109,81,-201,,,,,,
B25B0289,001,29-06-1959,114,86,-206,,,,,,
B25B0289,001,08-07-1959,112,84,-204,,,,,,
B25B0289,001,21-07-1959,118,90,-210,,,,,,
