Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,08-06-2017,,,,,,,,
Gegevens beschikbaar:,14-08-1970,tot:,31-03-2003,,,,,,,,
Datum: ,08-06-2017,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B25A0857,002,25AP0857,108260,487630,-398,18-11-1969,27-11-1969,14-04-2003,-343,55,-2478,-2578


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B25A0857,002,14-08-1970,93,38,-436,,,,,,
B25A0857,002,28-08-1970,95,40,-438,,,,,,
B25A0857,002,14-09-1970,89,34,-432,,,,,,
B25A0857,002,28-09-1970,98,43,-441,,,,,,
B25A0857,002,14-10-1970,98,43,-441,,,,,,
B25A0857,002,28-10-1970,78,23,-421,,,,,,
B25A0857,002,13-11-1970,83,28,-426,,,,,,
B25A0857,002,27-11-1970,85,30,-428,,,,,,
B25A0857,002,14-12-1970,79,24,-422,,,,,,
B25A0857,002,14-01-1971,82,27,-425,,,,,,
B25A0857,002,28-01-1971,74,19,-417,,,,,,
B25A0857,002,15-02-1971,80,25,-423,,,,,,
B25A0857,002,01-03-1971,88,33,-431,,,,,,
B25A0857,002,15-03-1971,80,25,-423,,,,,,
B25A0857,002,29-03-1971,83,28,-426,,,,,,
B25A0857,002,14-04-1971,104,49,-447,,,,,,
B25A0857,002,28-04-1971,100,45,-443,,,,,,
B25A0857,002,14-05-1971,103,48,-446,,,,,,
B25A0857,002,28-05-1971,104,49,-447,,,,,,
B25A0857,002,14-06-1971,100,45,-443,,,,,,
B25A0857,002,28-06-1971,98,43,-441,,,,,,
B25A0857,002,14-07-1971,104,49,-447,,,,,,
B25A0857,002,28-07-1971,102,47,-445,,,,,,
B25A0857,002,13-08-1971,100,45,-443,,,,,,
B25A0857,002,27-08-1971,100,45,-443,,,,,,
B25A0857,002,14-09-1971,111,56,-454,,,,,,
B25A0857,002,28-09-1971,107,52,-450,,,,,,
B25A0857,002,14-10-1971,95,40,-438,,,,,,
B25A0857,002,28-10-1971,118,63,-461,,,,,,
B25A0857,002,15-11-1971,100,45,-443,,,,,,
B25A0857,002,29-11-1971,79,24,-422,,,,,,
B25A0857,002,14-12-1971,102,47,-445,,,,,,
B25A0857,002,28-12-1971,83,28,-426,,,,,,
B25A0857,002,14-01-1972,110,55,-453,,,,,,
B25A0857,002,28-01-1972,98,43,-441,,,,,,
B25A0857,002,14-02-1972,111,56,-454,,,,,,
B25A0857,002,28-02-1972,81,26,-424,,,,,,
B25A0857,002,14-03-1972,123,68,-466,,,,,,
B25A0857,002,28-03-1972,79,24,-422,,,,,,
B25A0857,002,14-04-1972,112,57,-455,,,,,,
B25A0857,002,28-04-1972,124,69,-467,,,,,,
B25A0857,002,14-05-1972,114,59,-457,,,,,,
B25A0857,002,29-05-1972,115,60,-458,,,,,,
B25A0857,002,14-06-1972,119,64,-462,,,,,,
B25A0857,002,28-06-1972,123,68,-466,,,,,,
B25A0857,002,14-07-1972,113,58,-456,,,,,,
B25A0857,002,28-07-1972,73,18,-416,,,,,,
B25A0857,002,31-07-1972,73,18,-416,,,,,,
B25A0857,002,14-08-1972,108,53,-451,,,,,,
B25A0857,002,28-08-1972,128,73,-471,,,,,,
B25A0857,002,14-09-1972,113,58,-456,,,,,,
B25A0857,002,13-10-1972,133,78,-476,,,,,,
B25A0857,002,27-10-1972,90,35,-433,,,,,,
B25A0857,002,14-11-1972,76,21,-419,,,,,,
B25A0857,002,28-11-1972,80,25,-423,,,,,,
B25A0857,002,28-12-1972,104,49,-447,,,,,,
B25A0857,002,14-01-1973,100,45,-443,,,,,,
