Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,10-06-2017,,,,,,,,
Gegevens beschikbaar:,13-01-1981,tot:,17-08-2010,,,,,,,,
Datum: ,10-06-2017,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B25D0294,002,25DP0015,114575,484904,-55,01-01-1946,13-01-1981,01-01-1984,-3,52,-1911,-2011
B25D0294,002,25DP0015,114575,484904,-62,01-01-1984,01-01-1984,18-08-1995,-5,57,-1911,-2011
B25D0294,002,25DP0015,114575,484904,-62,01-01-1984,18-08-1995,30-06-2005,-70,-8,-1911,-2011
B25D0294,002,25DP0015,114575,484904,-62,01-01-1984,30-06-2005,17-08-2010,-72,-10,-1911,-2011


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B25D0294,002,13-01-1981,328,276,-331,,,,,,
B25D0294,002,04-02-1981,337,285,-340,,,,,,
B25D0294,002,01-03-1981,340,288,-343,,,,,,
B25D0294,002,13-03-1981,330,278,-333,,,,,,
B25D0294,002,30-03-1981,339,287,-342,,,,,,
B25D0294,002,15-04-1981,348,296,-351,,,,,,
B25D0294,002,29-04-1981,348,296,-351,,,,,,
B25D0294,002,15-05-1981,360,308,-363,,,,,,
B25D0294,002,27-05-1981,355,303,-358,,,,,,
B25D0294,002,16-06-1981,357,305,-360,,,,,,
B25D0294,002,30-06-1981,354,302,-357,,,,,,
B25D0294,002,22-07-1981,357,305,-360,,,,,,
B25D0294,002,31-07-1981,355,303,-358,,,,,,
B25D0294,002,19-08-1981,360,308,-363,,,,,,
B25D0294,002,28-08-1981,363,311,-366,,,,,,
B25D0294,002,15-09-1981,360,308,-363,,,,,,
B25D0294,002,30-09-1981,360,308,-363,,,,,,
B25D0294,002,12-11-1981,338,286,-341,,,,,,
B25D0294,002,10-12-1981,325,273,-328,,,,,,
B25D0294,002,29-12-1981,321,269,-324,,,,,,
B25D0294,002,13-01-1982,327,275,-330,,,,,,
B25D0294,002,01-02-1982,334,282,-337,,,,,,
B25D0294,002,12-02-1982,334,282,-337,,,,,,
B25D0294,002,01-03-1982,332,280,-335,,,,,,
B25D0294,002,17-03-1982,330,278,-333,,,,,,
B25D0294,002,31-03-1982,335,283,-338,,,,,,
B25D0294,002,28-04-1982,350,298,-353,,,,,,
B25D0294,002,14-05-1982,357,305,-360,,,,,,
B25D0294,002,28-05-1982,352,300,-355,,,,,,
B25D0294,002,28-06-1982,346,294,-349,,,,,,
B25D0294,002,14-07-1982,365,313,-368,,,,,,
B25D0294,002,28-07-1982,365,313,-368,,,,,,
B25D0294,002,12-08-1982,360,308,-363,,,,,,
B25D0294,002,27-08-1982,348,296,-351,,,,,,
B25D0294,002,15-09-1982,342,290,-345,,,,,,
B25D0294,002,30-09-1982,350,298,-353,,,,,,
B25D0294,002,28-10-1982,341,289,-344,,,,,,
B25D0294,002,13-11-1982,329,277,-332,,,,,,
B25D0294,002,27-11-1982,325,273,-328,,,,,,
B25D0294,002,14-12-1982,326,274,-329,,,,,,
B25D0294,002,14-01-1983,330,278,-333,,,,,,
B25D0294,002,10-02-1983,322,270,-325,,,,,,
B25D0294,002,16-03-1983,334,282,-337,,,,,,
B25D0294,002,12-04-1983,330,278,-333,,,,,,
B25D0294,002,17-05-1983,331,279,-334,,,,,,
B25D0294,002,15-06-1983,344,292,-347,,,,,,
B25D0294,002,12-07-1983,357,305,-360,,,,,,
B25D0294,002,15-08-1983,358,306,-361,,,,,,
B25D0294,002,12-09-1983,345,293,-348,,,,,,
B25D0294,002,17-10-1983,330,278,-333,,,,,,
B25D0294,002,14-11-1983,338,286,-341,,,,,,
B25D0294,002,12-12-1983,326,274,-329,,,,,,
B25D0294,002,16-01-1984,328,271,-333,,,,,,
B25D0294,002,13-02-1984,338,281,-343,,,,,,
B25D0294,002,19-03-1984,338,281,-343,,,,,,
B25D0294,002,16-04-1984,344,287,-349,,,,,,
B25D0294,002,15-05-1984,336,279,-341,,,,,,
B25D0294,002,15-06-1984,337,280,-342,,,,,,
B25D0294,002,10-07-1984,343,286,-348,,,,,,
B25D0294,002,15-08-1984,352,295,-357,,,,,,
B25D0294,002,12-09-1984,343,286,-348,,,,,,
B25D0294,002,15-10-1984,331,274,-336,,,,,,
B25D0294,002,16-11-1984,330,273,-335,,,,,,
B25D0294,002,17-12-1984,327,270,-332,,,,,,
B25D0294,002,11-02-1985,326,269,-331,,,,,,
B25D0294,002,13-03-1985,337,280,-342,,,,,,
B25D0294,002,17-04-1985,344,287,-349,,,,,,
B25D0294,002,13-05-1985,339,282,-344,,,,,,
B25D0294,002,12-06-1985,332,275,-337,,,,,,
B25D0294,002,08-07-1985,343,286,-348,,,,,,
B25D0294,002,14-08-1985,335,278,-340,,,,,,
B25D0294,002,17-09-1985,335,278,-340,,,,,,
B25D0294,002,10-10-1985,338,281,-343,,,,,,
B25D0294,002,11-11-1985,328,271,-333,,,,,,
B25D0294,002,13-12-1985,327,270,-332,,,,,,
B25D0294,002,16-01-1986,321,264,-326,,,,,,
B25D0294,002,18-02-1986,325,268,-330,,,,,,
B25D0294,002,18-03-1986,335,278,-340,,,,,,
B25D0294,002,14-04-1986,331,274,-336,,,,,,
B25D0294,002,15-05-1986,334,277,-339,,,,,,
B25D0294,002,16-06-1986,345,288,-350,,,,,,
B25D0294,002,21-07-1986,357,300,-362,,,,,,
B25D0294,002,13-08-1986,360,303,-365,,,,,,
B25D0294,002,10-09-1986,346,289,-351,,,,,,
B25D0294,002,14-10-1986,345,288,-350,,,,,,
B25D0294,002,11-11-1986,329,272,-334,,,,,,
B25D0294,002,12-12-1986,331,274,-336,,,,,,
B25D0294,002,09-02-1987,330,273,-335,,,,,,
B25D0294,002,09-03-1987,334,277,-339,,,,,,
B25D0294,002,13-04-1987,335,278,-340,,,,,,
B25D0294,002,19-05-1987,336,279,-341,,,,,,
B25D0294,002,16-06-1987,335,278,-340,,,,,,
B25D0294,002,20-07-1987,335,278,-340,,,,,,
B25D0294,002,18-08-1987,336,279,-341,,,,,,
B25D0294,002,15-09-1987,336,279,-341,,,,,,
