Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,08-06-2017,,,,,,,,
Gegevens beschikbaar:,14-10-1952,tot:,14-10-1955,,,,,,,,
Datum: ,08-06-2017,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B25C0404,001,25CL0011,104120,485350,-74,14-10-1952,14-10-1952,28-04-1955,-78,-4,,
B25C0404,001,25CL0011,104120,485350,-74,14-10-1952,28-04-1955,14-10-1955,-76,-2,,
B25C0404,001,25CL0011,104120,485350,-74,14-10-1952,14-10-1955,14-08-1958,-77,-3,,


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B25C0404,001,14-10-1952,24,28,-102,,,,,,
B25C0404,001,15-12-1952,11,15,-89,,,,,,
B25C0404,001,27-04-1953,63,67,-141,,,,,,
B25C0404,001,27-08-1953,43,47,-121,,,,,,
B25C0404,001,14-10-1953,60,64,-138,,,,,,
B25C0404,001,14-12-1953,65,69,-143,,,,,,
B25C0404,001,28-04-1954,62,66,-140,,,,,,
B25C0404,001,28-08-1954,41,45,-119,,,,,,
B25C0404,001,14-10-1954,37,41,-115,,,,,,
B25C0404,001,14-12-1954,-2,2,-76,,,,,,
B25C0404,001,28-04-1955,48,50,-124,,,,,,
B25C0404,001,14-10-1955,37,40,-114,,,,,,
