Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,10-06-2017,,,,,,,,
Gegevens beschikbaar:,28-03-1960,tot:,13-10-1978,,,,,,,,
Datum: ,10-06-2017,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B24F0101,001,24FL0008,99440,491000,252,28-03-1960,28-03-1960,14-06-1963,272,20,-128,-178
B24F0101,001,24FL0008,99440,491000,252,28-03-1960,14-06-1963,14-12-1978,269,17,-131,-181


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B24F0101,001,28-03-1960,205,185,67,,,,,,
B24F0101,001,14-04-1960,210,190,62,,,,,,
B24F0101,001,28-04-1960,197,177,75,,,,,,
B24F0101,001,14-05-1960,219,199,53,,,,,,
B24F0101,001,28-05-1960,223,203,49,,,,,,
B24F0101,001,14-06-1960,227,207,45,,,,,,
B24F0101,001,28-06-1960,230,210,42,,,,,,
B24F0101,001,14-07-1960,232,212,40,,,,,,
B24F0101,001,28-07-1960,231,211,41,,,,,,
B24F0101,001,15-08-1960,230,210,42,,,,,,
B24F0101,001,29-08-1960,226,206,46,,,,,,
B24F0101,001,14-09-1960,212,192,60,,,,,,
B24F0101,001,28-09-1960,211,191,61,,,,,,
B24F0101,001,14-10-1960,210,190,62,,,,,,
B24F0101,001,28-10-1960,215,195,57,,,,,,
B24F0101,001,14-11-1960,203,183,69,,,,,,
B24F0101,001,28-11-1960,183,163,89,,,,,,
B24F0101,001,14-12-1960,156,136,116,,,,,,
B24F0101,001,28-12-1960,153,133,119,,,,,,
B24F0101,001,14-01-1961,152,132,120,,,,,,
B24F0101,001,28-01-1961,155,135,117,,,,,,
B24F0101,001,14-02-1961,147,127,125,,,,,,
B24F0101,001,28-02-1961,153,133,119,,,,,,
B24F0101,001,14-03-1961,160,140,112,,,,,,
B24F0101,001,28-03-1961,158,138,114,,,,,,
B24F0101,001,14-04-1961,159,139,113,,,,,,
B24F0101,001,28-04-1961,162,142,110,,,,,,
B24F0101,001,16-05-1961,174,154,98,,,,,,
B24F0101,001,29-05-1961,178,158,94,,,,,,
B24F0101,001,14-06-1961,184,164,88,,,,,,
B24F0101,001,28-06-1961,190,170,82,,,,,,
B24F0101,001,14-07-1961,196,176,76,,,,,,
B24F0101,001,28-07-1961,199,179,73,,,,,,
B24F0101,001,14-08-1961,201,181,71,,,,,,
B24F0101,001,28-08-1961,203,183,69,,,,,,
B24F0101,001,14-09-1961,200,180,72,,,,,,
B24F0101,001,28-09-1961,196,176,76,,,,,,
B24F0101,001,14-10-1961,198,178,74,,,,,,
B24F0101,001,30-10-1961,185,165,87,,,,,,
B24F0101,001,14-11-1961,171,151,101,,,,,,
B24F0101,001,30-11-1961,173,153,99,,,,,,
B24F0101,001,14-12-1961,159,139,113,,,,,,
B24F0101,001,29-12-1961,153,133,119,,,,,,
B24F0101,001,15-01-1962,151,131,121,,,,,,
B24F0101,001,29-01-1962,153,133,119,,,,,,
B24F0101,001,14-02-1962,149,129,123,,,,,,
B24F0101,001,28-02-1962,154,134,118,,,,,,
B24F0101,001,14-03-1962,163,143,109,,,,,,
B24F0101,001,28-03-1962,161,141,111,,,,,,
B24F0101,001,14-04-1962,159,139,113,,,,,,
B24F0101,001,28-04-1962,165,145,107,,,,,,
B24F0101,001,14-05-1962,168,148,104,,,,,,
B24F0101,001,28-05-1962,172,152,100,,,,,,
B24F0101,001,14-06-1962,181,161,91,,,,,,
B24F0101,001,28-06-1962,187,167,85,,,,,,
B24F0101,001,14-07-1962,189,169,83,,,,,,
B24F0101,001,28-07-1962,193,173,79,,,,,,
B24F0101,001,14-08-1962,189,169,83,,,,,,
B24F0101,001,28-08-1962,196,176,76,,,,,,
B24F0101,001,14-09-1962,193,173,79,,,,,,
