Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,08-06-2017,,,,,,,,
Gegevens beschikbaar:,16-05-1988,tot:,25-10-2016,,,,,,,,
Datum: ,08-06-2017,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B25C0352,001,25CP0352,105290,484620,7,01-11-1987,16-05-1988,10-06-1993,-1,-8,-1193,-1293
B25C0352,001,25CP0352,105290,484620,7,01-11-1987,10-06-1993,25-10-2016,-8,-15,-1193,-1293


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B25C0352,001,16-05-1988,264,272,-265,,,,,,
B25C0352,001,27-05-1988,262,270,-263,,,,,,
B25C0352,001,14-06-1988,267,275,-268,,,,,,
B25C0352,001,28-06-1988,265,273,-266,,,,,,
B25C0352,001,28-07-1988,259,267,-260,,,,,,
B25C0352,001,15-08-1988,266,274,-267,,,,,,
B25C0352,001,30-08-1988,259,267,-260,,,,,,
B25C0352,001,14-09-1988,265,273,-266,,,,,,
B25C0352,001,28-09-1988,255,263,-256,,,,,,
B25C0352,001,17-10-1988,260,268,-261,,,,,,
B25C0352,001,28-10-1988,261,269,-262,,,,,,
B25C0352,001,14-11-1988,269,277,-270,,,,,,
B25C0352,001,28-11-1988,261,269,-262,,,,,,
B25C0352,001,14-12-1988,256,264,-257,,,,,,
B25C0352,001,28-12-1988,259,267,-260,,,,,,
B25C0352,001,13-01-1989,260,268,-261,,,,,,
B25C0352,001,27-01-1989,261,269,-262,,,,,,
B25C0352,001,14-02-1989,269,277,-270,,,,,,
B25C0352,001,28-02-1989,253,261,-254,,,,,,
B25C0352,001,14-03-1989,254,262,-255,,,,,,
B25C0352,001,29-03-1989,260,268,-261,,,,,,
B25C0352,001,14-04-1989,263,271,-264,,,,,,
B25C0352,001,28-04-1989,261,269,-262,,,,,,
B25C0352,001,16-05-1989,266,274,-267,,,,,,
B25C0352,001,29-05-1989,280,288,-281,,,,,,
B25C0352,001,14-06-1989,279,287,-280,,,,,,
B25C0352,001,28-06-1989,283,291,-284,,,,,,
B25C0352,001,14-07-1989,276,284,-277,,,,,,
B25C0352,001,01-08-1989,281,289,-282,,,,,,
B25C0352,001,15-08-1989,274,282,-275,,,,,,
B25C0352,001,28-08-1989,280,288,-281,,,,,,
B25C0352,001,14-09-1989,278,286,-279,,,,,,
B25C0352,001,28-09-1989,276,284,-277,,,,,,
B25C0352,001,13-10-1989,270,278,-271,,,,,,
B25C0352,001,27-10-1989,265,273,-266,,,,,,
B25C0352,001,14-11-1989,256,264,-257,,,,,,
B25C0352,001,28-11-1989,259,267,-260,,,,,,
B25C0352,001,14-12-1989,257,265,-258,,,,,,
B25C0352,001,28-12-1989,249,257,-250,,,,,,
B25C0352,001,15-01-1990,256,264,-257,,,,,,
B25C0352,001,28-02-1990,261,269,-262,,,,,,
B25C0352,001,14-03-1990,266,274,-267,,,,,,
B25C0352,001,29-03-1990,271,279,-272,,,,,,
B25C0352,001,12-04-1990,276,284,-277,,,,,,
B25C0352,001,14-04-1990,274,282,-275,,,,,,
B25C0352,001,27-04-1990,275,283,-276,,,,,,
B25C0352,001,14-05-1990,267,275,-268,,,,,,
B25C0352,001,28-05-1990,272,280,-273,,,,,,
B25C0352,001,28-06-1990,278,286,-279,,,,,,
B25C0352,001,12-07-1990,276,284,-277,,,,,,
B25C0352,001,28-08-1990,270,278,-271,,,,,,
B25C0352,001,14-09-1990,268,276,-269,,,,,,
B25C0352,001,01-10-1990,261,269,-262,,,,,,
B25C0352,001,26-10-1990,263,271,-264,,,,,,
B25C0352,001,14-11-1990,257,265,-258,,,,,,
B25C0352,001,15-11-1990,271,279,-272,,,,,,
B25C0352,001,28-11-1990,251,259,-252,,,,,,
B25C0352,001,17-12-1990,256,264,-257,,,,,,
B25C0352,001,01-03-1991,260,268,-261,,,,,,
B25C0352,001,14-03-1991,267,275,-268,,,,,,
B25C0352,001,28-03-1991,274,282,-275,,,,,,
B25C0352,001,15-04-1991,274,282,-275,,,,,,
B25C0352,001,14-05-1991,276,284,-277,,,,,,
B25C0352,001,28-05-1991,269,277,-270,,,,,,
B25C0352,001,14-06-1991,267,275,-268,,,,,,
B25C0352,001,26-06-1991,250,258,-251,,,,,,
B25C0352,001,15-07-1991,260,268,-261,,,,,,
B25C0352,001,30-07-1991,267,275,-268,,,,,,
B25C0352,001,14-08-1991,272,280,-273,,,,,,
B25C0352,001,28-08-1991,269,277,-270,,,,,,
B25C0352,001,13-09-1991,267,275,-268,,,,,,
B25C0352,001,27-09-1991,269,277,-270,,,,,,
B25C0352,001,14-10-1991,268,276,-269,,,,,,
B25C0352,001,18-11-1991,261,269,-262,,,,,,
B25C0352,001,04-12-1991,268,276,-269,,,,,,
B25C0352,001,16-12-1991,271,279,-272,,,,,,
B25C0352,001,14-01-1992,265,273,-266,,,,,,
B25C0352,001,28-01-1992,269,277,-270,,,,,,
B25C0352,001,14-02-1992,273,281,-274,,,,,,
B25C0352,001,27-02-1992,274,282,-275,,,,,,
B25C0352,001,17-03-1992,269,277,-270,,,,,,
B25C0352,001,27-03-1992,266,274,-267,,,,,,
B25C0352,001,14-04-1992,268,276,-269,,,,,,
B25C0352,001,28-04-1992,268,276,-269,,,,,,
B25C0352,001,14-05-1992,268,276,-269,,,,,,
B25C0352,001,27-05-1992,271,279,-272,,,,,,
B25C0352,001,15-06-1992,272,280,-273,,,,,,
B25C0352,001,29-06-1992,277,285,-278,,,,,,
B25C0352,001,13-07-1992,270,278,-271,,,,,,
B25C0352,001,27-07-1992,270,278,-271,,,,,,
B25C0352,001,14-08-1992,270,278,-271,,,,,,
B25C0352,001,28-08-1992,267,275,-268,,,,,,
B25C0352,001,14-09-1992,270,278,-271,,,,,,
B25C0352,001,28-09-1992,271,279,-272,,,,,,
B25C0352,001,14-10-1992,276,284,-277,,,,,,
B25C0352,001,28-10-1992,258,266,-259,,,,,,
B25C0352,001,30-11-1992,254,262,-255,,,,,,
B25C0352,001,14-12-1992,256,264,-257,,,,,,
B25C0352,001,28-12-1992,264,272,-265,,,,,,
B25C0352,001,14-01-1993,259,267,-260,,,,,,
B25C0352,001,28-01-1993,262,270,-263,,,,,,
B25C0352,001,15-02-1993,271,279,-272,,,,,,
B25C0352,001,01-03-1993,273,281,-274,,,,,,
B25C0352,001,15-03-1993,274,282,-275,,,,,,
B25C0352,001,29-03-1993,272,280,-273,,,,,,
B25C0352,001,14-04-1993,274,282,-275,,,,,,
