Titel: 
Gebruikersnaam: 
Periode aangevraagd: 01/01/1800-10/06/2017
Datum: 10/06/2017
Referentie: Maaiveld (MV)


LOCATIE,FILTERNUMMER,EXTERNE AANDUIDING,X-COORDINAAT,Y-COORDINAAT,MAAIVELD NAP,GESCHAT,MEETPUNT NAP,BOVENKANT FILTER,ONDERKANT FILTER,START DATUM,EIND DATUM
B24F0043,001,24FP0043,99880,497070,405,,437,-2195,-2295,1968/02/20,2005/04/14

LOCATIE,FILTERNUMMER,PEIL DATUM TIJD,STAND (MV),BIJZONDERHEID
B24F0043,001,1977/11/28 00:00:00,436,
B24F0043,001,1977/12/14 00:00:00,423,
B24F0043,001,1977/12/28 00:00:00,353,
B24F0043,001,1978/01/13 00:00:00,442,
B24F0043,001,1978/01/27 00:00:00,408,
B24F0043,001,1978/02/14 00:00:00,403,
B24F0043,001,1978/02/28 00:00:00,403,
B24F0043,001,1978/03/14 00:00:00,398,
B24F0043,001,1978/03/28 00:00:00,418,
B24F0043,001,1978/04/14 00:00:00,392,
B24F0043,001,1978/04/28 00:00:00,439,
B24F0043,001,1978/05/16 00:00:00,430,
B24F0043,001,1978/05/29 00:00:00,405,
B24F0043,001,1978/06/14 00:00:00,418,
B24F0043,001,1978/06/28 00:00:00,408,
B24F0043,001,1978/07/14 00:00:00,408,
B24F0043,001,1978/07/28 00:00:00,423,
B24F0043,001,1978/08/14 00:00:00,400,
B24F0043,001,1978/08/28 00:00:00,424,
B24F0043,001,1978/09/14 00:00:00,438,
B24F0043,001,1978/09/29 00:00:00,421,
B24F0043,001,1978/10/13 00:00:00,446,
B24F0043,001,1978/10/27 00:00:00,446,
B24F0043,001,1978/11/14 00:00:00,438,
B24F0043,001,1978/11/28 00:00:00,398,
B24F0043,001,1978/12/14 00:00:00,386,
B24F0043,001,1978/12/28 00:00:00,411,
B24F0043,001,1979/01/15 00:00:00,421,
B24F0043,001,1979/01/29 00:00:00,413,
B24F0043,001,1979/02/15 00:00:00,463,
B24F0043,001,1979/03/01 00:00:00,428,
B24F0043,001,1979/03/14 00:00:00,438,
B24F0043,001,1979/03/28 00:00:00,420,
B24F0043,001,1979/04/13 00:00:00,426,
B24F0043,001,1979/04/27 00:00:00,469,
B24F0043,001,1979/05/14 00:00:00,409,
B24F0043,001,1979/05/28 00:00:00,388,
B24F0043,001,1979/06/14 00:00:00,398,
B24F0043,001,1979/06/28 00:00:00,399,
B24F0043,001,1979/07/13 00:00:00,405,
B24F0043,001,1979/07/27 00:00:00,421,
B24F0043,001,1979/08/14 00:00:00,387,
B24F0043,001,1979/08/29 00:00:00,393,
B24F0043,001,1979/09/14 00:00:00,398,
B24F0043,001,1979/09/28 00:00:00,383,
B24F0043,001,1979/10/15 00:00:00,394,
B24F0043,001,1979/10/29 00:00:00,401,
B24F0043,001,1979/11/14 00:00:00,415,
B24F0043,001,1979/11/29 00:00:00,409,
B24F0043,001,1979/12/14 00:00:00,385,
B24F0043,001,1980/01/14 00:00:00,410,
B24F0043,001,1980/01/28 00:00:00,415,
B24F0043,001,1980/02/15 00:00:00,417,
B24F0043,001,1980/02/28 00:00:00,420,
B24F0043,001,1980/03/14 00:00:00,420,
B24F0043,001,1980/03/28 00:00:00,419,
B24F0043,001,1980/04/14 00:00:00,403,
B24F0043,001,1980/04/28 00:00:00,394,
B24F0043,001,1980/05/14 00:00:00,445,
B24F0043,001,1980/05/28 00:00:00,433,
B24F0043,001,1980/06/13 00:00:00,414,
B24F0043,001,1980/06/27 00:00:00,396,
B24F0043,001,1980/07/14 00:00:00,412,
B24F0043,001,1980/07/28 00:00:00,402,
B24F0043,001,1980/08/14 00:00:00,383,
B24F0043,001,1980/08/28 00:00:00,396,
B24F0043,001,1980/09/17 00:00:00,389,
B24F0043,001,1980/09/29 00:00:00,385,
B24F0043,001,1980/10/14 00:00:00,396,
B24F0043,001,1980/10/28 00:00:00,380,
B24F0043,001,1980/11/14 00:00:00,360,
B24F0043,001,1980/11/28 00:00:00,359,
B24F0043,001,1980/12/15 00:00:00,348,
B24F0043,001,1980/12/29 00:00:00,377,
B24F0043,001,1981/01/14 00:00:00,381,
B24F0043,001,1981/01/28 00:00:00,402,
B24F0043,001,1981/02/13 00:00:00,411,
B24F0043,001,1981/02/27 00:00:00,411,
B24F0043,001,1981/03/13 00:00:00,368,
B24F0043,001,1981/03/27 00:00:00,381,
B24F0043,001,1981/04/14 00:00:00,440,
B24F0043,001,1981/04/28 00:00:00,438,
B24F0043,001,1981/05/14 00:00:00,400,
B24F0043,001,1981/05/27 00:00:00,414,
B24F0043,001,1981/06/15 00:00:00,412,
B24F0043,001,1981/06/29 00:00:00,483,
B24F0043,001,1981/07/14 00:00:00,408,
B24F0043,001,1981/07/28 00:00:00,418,
B24F0043,001,1981/08/14 00:00:00,413,
B24F0043,001,1981/08/28 00:00:00,408,
B24F0043,001,1981/09/14 00:00:00,370,
B24F0043,001,1981/09/28 00:00:00,386,
B24F0043,001,1981/10/14 00:00:00,375,
B24F0043,001,1981/10/27 00:00:00,373,
B24F0043,001,1981/11/13 00:00:00,365,
B24F0043,001,1981/11/27 00:00:00,352,
B24F0043,001,1981/12/14 00:00:00,359,
B24F0043,001,1981/12/28 00:00:00,361,
B24F0043,001,1982/01/14 00:00:00,394,
B24F0043,001,1982/01/28 00:00:00,404,
B24F0043,001,1982/02/15 00:00:00,365,
B24F0043,001,1982/03/01 00:00:00,358,
B24F0043,001,1982/03/15 00:00:00,353,
B24F0043,001,1982/03/29 00:00:00,356,
B24F0043,001,1982/04/15 00:00:00,377,
B24F0043,001,1982/04/28 00:00:00,410,
B24F0043,001,1982/05/14 00:00:00,422,
B24F0043,001,1982/06/14 00:00:00,388,
B24F0043,001,1982/06/28 00:00:00,399,
B24F0043,001,1982/07/14 00:00:00,410,
B24F0043,001,1982/07/28 00:00:00,403,
B24F0043,001,1982/08/13 00:00:00,401,
B24F0043,001,1982/08/27 00:00:00,430,
B24F0043,001,1982/09/15 00:00:00,434,
B24F0043,001,1982/09/28 00:00:00,429,
B24F0043,001,1982/10/14 00:00:00,384,
B24F0043,001,1982/10/28 00:00:00,413,
B24F0043,001,1982/11/15 00:00:00,352,
B24F0043,001,1982/11/29 00:00:00,389,
B24F0043,001,1982/12/15 00:00:00,349,
B24F0043,001,1982/12/28 00:00:00,370,
B24F0043,001,1983/01/17 00:00:00,351,
B24F0043,001,1983/01/28 00:00:00,397,
B24F0043,001,1983/02/14 00:00:00,395,
B24F0043,001,1983/02/28 00:00:00,372,
B24F0043,001,1983/03/14 00:00:00,387,
B24F0043,001,1983/03/29 00:00:00,417,
B24F0043,001,1983/04/14 00:00:00,393,
B24F0043,001,1983/04/27 00:00:00,412,
B24F0043,001,1983/05/16 00:00:00,348,
B24F0043,001,1983/05/27 00:00:00,377,
B24F0043,001,1983/06/28 00:00:00,429,
B24F0043,001,1983/07/14 00:00:00,410,
B24F0043,001,1983/08/16 00:00:00,435,
B24F0043,001,1983/08/29 00:00:00,406,
B24F0043,001,1983/09/15 00:00:00,405,
B24F0043,001,1983/10/14 00:00:00,392,
B24F0043,001,1983/10/28 00:00:00,365,
B24F0043,001,1983/11/14 00:00:00,413,
B24F0043,001,1983/11/28 00:00:00,354,
B24F0043,001,1983/12/14 00:00:00,411,
B24F0043,001,1983/12/28 00:00:00,390,
B24F0043,001,1984/01/13 00:00:00,382,
B24F0043,001,1984/01/27 00:00:00,392,
B24F0043,001,1984/02/14 00:00:00,389,
B24F0043,001,1984/02/28 00:00:00,408,
B24F0043,001,1984/03/14 00:00:00,436,
B24F0043,001,1984/03/29 00:00:00,398,
B24F0043,001,1984/04/27 00:00:00,443,
B24F0043,001,1984/05/14 00:00:00,422,
B24F0043,001,1984/05/28 00:00:00,419,
B24F0043,001,1984/06/14 00:00:00,448,
B24F0043,001,1984/06/28 00:00:00,438,
B24F0043,001,1984/07/13 00:00:00,417,
B24F0043,001,1984/07/27 00:00:00,440,
B24F0043,001,1984/08/14 00:00:00,403,
B24F0043,001,1984/08/28 00:00:00,406,
B24F0043,001,1984/09/14 00:00:00,424,
B24F0043,001,1984/09/28 00:00:00,385,
B24F0043,001,1984/10/15 00:00:00,391,
B24F0043,001,1984/10/29 00:00:00,374,
B24F0043,001,1984/11/14 00:00:00,385,
B24F0043,001,1984/11/28 00:00:00,374,
B24F0043,001,1984/12/14 00:00:00,388,
B24F0043,001,1984/12/28 00:00:00,381,
B24F0043,001,1985/01/14 00:00:00,390,
B24F0043,001,1985/01/28 00:00:00,391,
B24F0043,001,1985/02/15 00:00:00,442,
B24F0043,001,1985/02/28 00:00:00,406,
B24F0043,001,1985/03/15 00:00:00,404,
B24F0043,001,1985/03/28 00:00:00,366,
B24F0043,001,1985/04/15 00:00:00,395,
B24F0043,001,1985/05/14 00:00:00,442,
B24F0043,001,1985/06/14 00:00:00,385,
B24F0043,001,1985/06/28 00:00:00,429,
B24F0043,001,1985/07/15 00:00:00,373,
B24F0043,001,1985/07/28 00:00:00,377,
B24F0043,001,1985/08/14 00:00:00,410,
B24F0043,001,1985/08/28 00:00:00,408,
B24F0043,001,1985/10/14 00:00:00,378,
B24F0043,001,1985/10/28 00:00:00,389,
B24F0043,001,1985/11/15 00:00:00,393,
B24F0043,001,1985/11/29 00:00:00,418,
B24F0043,001,1985/12/30 00:00:00,372,
B24F0043,001,1986/01/15 00:00:00,336,
B24F0043,001,1986/01/28 00:00:00,411,
B24F0043,001,1986/03/03 00:00:00,389,
B24F0043,001,1986/03/14 00:00:00,412,
B24F0043,001,1986/03/27 00:00:00,401,
B24F0043,001,1986/04/28 00:00:00,362,
B24F0043,001,1986/05/15 00:00:00,381,
B24F0043,001,1986/05/29 00:00:00,419,
B24F0043,001,1986/06/16 00:00:00,442,
B24F0043,001,1986/06/27 00:00:00,428,
B24F0043,001,1986/07/14 00:00:00,425,
B24F0043,001,1986/07/28 00:00:00,395,
B24F0043,001,1986/08/14 00:00:00,424,
B24F0043,001,1986/08/28 00:00:00,399,
B24F0043,001,1986/09/15 00:00:00,395,
B24F0043,001,1986/09/29 00:00:00,398,
B24F0043,001,1986/10/14 00:00:00,423,
B24F0043,001,1986/10/28 00:00:00,384,
B24F0043,001,1986/11/14 00:00:00,420,
B24F0043,001,1986/12/01 00:00:00,378,
B24F0043,001,1986/12/15 08:00:00,381,
B24F0043,001,1986/12/29 08:45:00,346,
B24F0043,001,1987/02/13 00:00:00,386,
B24F0043,001,1987/02/27 00:00:00,417,
B24F0043,001,1987/03/13 00:00:00,429,
B24F0043,001,1987/03/30 00:00:00,393,
B24F0043,001,1987/04/14 00:00:00,400,
B24F0043,001,1987/04/28 00:00:00,418,
B24F0043,001,1987/05/14 08:15:00,392,
B24F0043,001,1987/05/27 15:00:00,431,
B24F0043,001,1987/06/16 10:30:00,380,
B24F0043,001,1987/06/30 08:15:00,408,
B24F0043,001,1987/07/14 14:15:00,439,
B24F0043,001,1987/07/28 14:15:00,393,
B24F0043,001,1987/08/14 13:15:00,383,
B24F0043,001,1987/08/31 08:45:00,403,
B24F0043,001,1987/09/28 10:45:00,372,
B24F0043,001,1987/10/14 08:30:00,398,
B24F0043,001,1987/10/28 10:30:00,389,
B24F0043,001,1987/11/13 15:00:00,377,
B24F0043,001,1987/11/27 11:00:00,386,
B24F0043,001,1987/12/14 15:00:00,389,
B24F0043,001,1987/12/28 10:30:00,400,
B24F0043,001,1988/01/14 08:30:00,382,
B24F0043,001,1988/02/15 10:15:00,409,
B24F0043,001,1988/02/29 08:15:00,331,
B24F0043,001,1988/03/14 11:00:00,398,
B24F0043,001,1988/03/28 08:45:00,398,
B24F0043,001,1988/04/15 08:30:00,411,
B24F0043,001,1988/04/28 15:00:00,384,
B24F0043,001,1988/05/16 11:00:00,393,
B24F0043,001,1988/05/27 11:15:00,399,
B24F0043,001,1988/06/14 15:30:00,411,
B24F0043,001,1988/06/30 10:30:00,403,
B24F0043,001,1988/07/17 13:30:00,408,
B24F0043,001,1988/07/28 10:30:00,377,
B24F0043,001,1988/08/15 10:15:00,377,
B24F0043,001,1988/08/29 08:30:00,351,
B24F0043,001,1988/09/14 11:15:00,380,
B24F0043,001,1988/09/29 13:00:00,379,
B24F0043,001,1988/10/14 13:00:00,419,
B24F0043,001,1988/10/31 11:00:00,377,
B24F0043,001,1988/11/14 08:30:00,353,
B24F0043,001,1988/11/28 11:35:00,380,
B24F0043,001,1988/12/14 13:30:00,411,
B24F0043,001,1988/12/29 11:30:00,377,
B24F0043,001,1989/01/14 09:00:00,358,
B24F0043,001,1989/01/27 10:00:00,388,
B24F0043,001,1989/02/16 12:00:00,348,
B24F0043,001,1989/03/15 11:30:00,368,
B24F0043,001,1989/04/14 00:00:00,393,
B24F0043,001,1989/04/28 00:00:00,428,
B24F0043,001,1989/05/16 00:00:00,433,
B24F0043,001,1989/05/29 00:00:00,435,
B24F0043,001,1989/06/14 00:00:00,460,
B24F0043,001,1989/06/28 00:00:00,456,
B24F0043,001,1989/07/14 00:00:00,428,
B24F0043,001,1989/07/28 00:00:00,465,
B24F0043,001,1989/08/28 00:00:00,501,
B24F0043,001,1989/09/14 00:00:00,490,
B24F0043,001,1989/09/28 00:00:00,623,
B24F0043,001,1989/10/13 00:00:00,432,
B24F0043,001,1989/10/27 00:00:00,457,
B24F0043,001,1989/11/14 00:00:00,442,
B24F0043,001,1989/11/28 00:00:00,424,
B24F0043,001,1989/12/14 00:00:00,389,
B24F0043,001,1989/12/28 00:00:00,440,
B24F0043,001,1990/01/15 00:00:00,432,
B24F0043,001,1990/01/29 00:00:00,402,
B24F0043,001,1990/02/14 00:00:00,376,
B24F0043,001,1990/02/28 00:00:00,344,
B24F0043,001,1990/03/14 00:00:00,466,
B24F0043,001,1990/03/28 00:00:00,468,
B24F0043,001,1990/04/12 00:00:00,469,
B24F0043,001,1990/04/27 00:00:00,550,
B24F0043,001,1990/05/14 00:00:00,458,
B24F0043,001,1990/05/28 00:00:00,452,
B24F0043,001,1990/08/14 00:00:00,462,
B24F0043,001,1990/08/28 00:00:00,624,
B24F0043,001,1990/09/14 00:00:00,445,
B24F0043,001,1990/09/28 00:00:00,523,
B24F0043,001,1990/10/15 00:00:00,414,
B24F0043,001,1990/10/29 00:00:00,424,
B24F0043,001,1990/11/14 00:00:00,434,
B24F0043,001,1990/11/28 00:00:00,429,
B24F0043,001,1990/12/14 00:00:00,435,
B24F0043,001,1990/12/28 00:00:00,380,
B24F0043,001,1991/01/14 00:00:00,474,
B24F0043,001,1991/01/28 00:00:00,431,
B24F0043,001,1991/02/14 00:00:00,448,
B24F0043,001,1991/02/28 00:00:00,476,
B24F0043,001,1991/03/14 00:00:00,424,
B24F0043,001,1991/03/28 00:00:00,433,
B24F0043,001,1991/04/15 00:00:00,439,
B24F0043,001,1991/04/26 00:00:00,421,
B24F0043,001,1991/05/14 00:00:00,427,
B24F0043,001,1991/05/28 00:00:00,423,
B24F0043,001,1991/06/14 00:00:00,430,
B24F0043,001,1991/06/28 00:00:00,437,
B24F0043,001,1991/07/14 00:00:00,458,
B24F0043,001,1991/07/29 00:00:00,416,
B24F0043,001,1991/08/14 00:00:00,422,
B24F0043,001,1991/08/28 00:00:00,438,
B24F0043,001,1991/09/14 00:00:00,458,
B24F0043,001,1991/09/27 00:00:00,407,
B24F0043,001,1991/10/14 00:00:00,358,
B24F0043,001,1991/10/28 00:00:00,436,
B24F0043,001,1991/11/14 00:00:00,403,
B24F0043,001,1991/11/28 00:00:00,390,
B24F0043,001,1991/12/14 00:00:00,444,
B24F0043,001,1991/12/24 00:00:00,354,
B24F0043,001,1992/01/14 00:00:00,410,
B24F0043,001,1992/01/28 00:00:00,398,
B24F0043,001,1992/02/14 00:00:00,345,
B24F0043,001,1992/02/28 00:00:00,362,
B24F0043,001,1992/03/14 00:00:00,326,
B24F0043,001,1992/03/28 00:00:00,379,
B24F0043,001,1992/04/14 00:00:00,379,
B24F0043,001,1992/04/28 00:00:00,352,
B24F0043,001,1992/05/14 00:00:00,403,
B24F0043,001,1992/05/28 00:00:00,404,
B24F0043,001,1992/06/15 00:00:00,405,
B24F0043,001,1992/06/30 00:00:00,453,
B24F0043,001,1992/08/28 00:00:00,413,
B24F0043,001,1992/09/15 00:00:00,420,
B24F0043,001,1992/09/29 00:00:00,441,
B24F0043,001,1992/10/14 00:00:00,389,
B24F0043,001,1992/10/29 00:00:00,401,
B24F0043,001,1992/11/13 00:00:00,371,
B24F0043,001,1992/11/26 00:00:00,373,
B24F0043,001,1992/12/15 00:00:00,398,
B24F0043,001,1992/12/29 00:00:00,433,
B24F0043,001,1993/01/15 00:00:00,350,
B24F0043,001,1993/01/29 00:00:00,350,
B24F0043,001,1993/02/16 00:00:00,358,
B24F0043,001,1993/03/02 00:00:00,373,
B24F0043,001,1993/03/16 00:00:00,349,
B24F0043,001,1993/03/30 00:00:00,405,
B24F0043,001,1993/04/15 00:00:00,364,
B24F0043,001,1993/04/28 00:00:00,374,
B24F0043,001,1993/05/14 00:00:00,385,
B24F0043,001,1993/05/28 00:00:00,375,
B24F0043,001,1993/06/15 00:00:00,392,
B24F0043,001,1993/06/29 00:00:00,391,
B24F0043,001,1993/07/15 00:00:00,400,
B24F0043,001,1993/07/29 00:00:00,404,
B24F0043,001,1993/08/12 00:00:00,388,
B24F0043,001,1993/08/25 00:00:00,413,
B24F0043,001,1993/09/15 00:00:00,438,
B24F0043,001,1993/09/29 00:00:00,420,
B24F0043,001,1993/10/15 00:00:00,386,
B24F0043,001,1993/10/29 00:00:00,427,
B24F0043,001,1993/11/16 00:00:00,439,
B24F0043,001,1993/11/30 00:00:00,430,
B24F0043,001,1993/12/14 00:00:00,314,
B24F0043,001,1993/12/29 00:00:00,357,
B24F0043,001,1994/01/13 00:00:00,450,
B24F0043,001,1994/01/28 00:00:00,333,
B24F0043,001,1994/02/15 00:00:00,438,
B24F0043,001,1994/03/01 00:00:00,378,
B24F0043,001,1994/03/15 00:00:00,353,
B24F0043,001,1994/03/29 00:00:00,376,
B24F0043,001,1994/04/15 00:00:00,359,
B24F0043,001,1994/04/28 00:00:00,399,
B24F0043,001,1994/05/17 00:00:00,360,
B24F0043,001,1994/05/27 00:00:00,394,
B24F0043,001,1994/06/14 00:00:00,394,
B24F0043,001,1994/06/28 00:00:00,393,
B24F0043,001,1994/07/15 00:00:00,401,
B24F0043,001,1994/07/29 00:00:00,411,
B24F0043,001,1994/08/16 00:00:00,414,
B24F0043,001,1994/08/30 00:00:00,409,
B24F0043,001,1994/09/15 00:00:00,389,
B24F0043,001,1994/09/29 00:00:00,378,
B24F0043,001,1994/10/14 00:00:00,407,
B24F0043,001,1994/10/28 00:00:00,362,
B24F0043,001,1994/11/15 00:00:00,342,
B24F0043,001,1994/11/29 00:00:00,376,
B24F0043,001,1994/12/14 00:00:00,374,
B24F0043,001,1994/12/28 00:00:00,336,
B24F0043,001,1995/01/13 00:00:00,381,
B24F0043,001,1995/01/27 00:00:00,329,
B24F0043,001,1995/02/14 00:00:00,370,
B24F0043,001,1995/02/28 00:00:00,358,
B24F0043,001,1995/03/14 00:00:00,396,
B24F0043,001,1995/03/28 00:00:00,340,
B24F0043,001,1995/04/13 00:00:00,390,
B24F0043,001,1995/04/28 00:00:00,379,
B24F0043,001,1995/05/16 00:00:00,370,
B24F0043,001,1995/05/30 00:00:00,385,
B24F0043,001,1995/06/14 00:00:00,366,
B24F0043,001,1995/06/28 00:00:00,388,
B24F0043,001,1995/07/14 00:00:00,396,
B24F0043,001,1995/07/28 00:00:00,396,
B24F0043,001,1995/08/15 00:00:00,383,
B24F0043,001,1995/08/29 00:00:00,376,
B24F0043,001,1995/09/15 00:00:00,380,
B24F0043,001,1995/09/29 00:00:00,348,
B24F0043,001,1995/10/13 00:00:00,388,
B24F0043,001,1995/10/27 00:00:00,362,
B24F0043,001,1995/11/14 00:00:00,375,
B24F0043,001,1995/11/28 00:00:00,368,
B24F0043,001,1995/12/14 00:00:00,387,
B24F0043,001,1995/12/29 00:00:00,355,
B24F0043,001,1996/01/16 00:00:00,344,
B24F0043,001,1996/01/30 00:00:00,378,
B24F0043,001,1996/02/15 00:00:00,363,
B24F0043,001,1996/02/29 00:00:00,352,
B24F0043,001,1996/03/15 00:00:00,370,
B24F0043,001,1996/03/29 00:00:00,340,
B24F0043,001,1996/04/16 00:00:00,378,
B24F0043,001,1996/05/02 00:00:00,390,
B24F0043,001,1996/05/15 00:00:00,398,
B24F0043,001,1996/05/29 00:00:00,378,
B24F0043,001,1996/06/14 00:00:00,427,
B24F0043,001,1996/06/28 00:00:00,401,
B24F0043,001,1996/07/16 00:00:00,409,
B24F0043,001,1996/07/30 00:00:00,424,
B24F0043,001,1996/08/15 00:00:00,410,
B24F0043,001,1996/08/28 00:00:00,400,
B24F0043,001,1996/09/13 00:00:00,379,
B24F0043,001,1996/09/27 00:00:00,366,
B24F0043,001,1996/10/15 00:00:00,363,
B24F0043,001,1996/10/29 00:00:00,368,
B24F0043,001,1996/11/15 00:00:00,391,
B24F0043,001,1996/11/29 00:00:00,389,
B24F0043,001,1996/12/13 00:00:00,393,
B24F0043,001,1996/12/24 00:00:00,384,
B24F0043,001,1997/01/14 00:00:00,378,
B24F0043,001,1997/01/28 00:00:00,368,
B24F0043,001,1997/02/14 00:00:00,327,
B24F0043,001,1997/02/28 00:00:00,373,
B24F0043,001,1997/03/14 00:00:00,380,
B24F0043,001,1997/03/28 00:00:00,324,
B24F0043,001,1997/04/15 00:00:00,368,
B24F0043,001,1997/04/29 00:00:00,348,
B24F0043,001,1997/05/14 00:00:00,389,
B24F0043,001,1997/05/28 00:00:00,355,
B24F0043,001,1997/06/13 00:00:00,366,
B24F0043,001,1997/06/27 00:00:00,349,
B24F0043,001,1997/07/15 00:00:00,388,
B24F0043,001,1997/07/29 00:00:00,353,
B24F0043,001,1997/08/15 00:00:00,360,
B24F0043,001,1997/08/28 00:00:00,349,
B24F0043,001,1997/09/16 00:00:00,346,
B24F0043,001,1997/09/30 00:00:00,380,
B24F0043,001,1997/10/14 00:00:00,387,
B24F0043,001,1997/10/28 00:00:00,366,
B24F0043,001,1997/11/14 00:00:00,347,
B24F0043,001,1997/11/28 00:00:00,369,
B24F0043,001,1997/12/16 00:00:00,347,
B24F0043,001,1997/12/23 00:00:00,361,
B24F0043,001,1998/01/15 00:00:00,355,
B24F0043,001,1998/01/29 00:00:00,371,
B24F0043,001,1998/02/13 00:00:00,381,
B24F0043,001,1998/02/27 00:00:00,378,
B24F0043,001,1998/03/13 00:00:00,334,
B24F0043,001,1998/03/27 00:00:00,359,
B24F0043,001,1998/04/15 00:00:00,353,
B24F0043,001,1998/04/28 00:00:00,376,
B24F0043,001,1998/05/15 00:00:00,363,
B24F0043,001,1998/05/25 00:00:00,380,
B24F0043,001,1998/06/15 00:00:00,339,
B24F0043,001,1998/06/30 00:00:00,332,
B24F0043,001,1998/07/13 00:00:00,336,
B24F0043,001,1998/07/28 00:00:00,299,
B24F0043,001,1998/08/13 00:00:00,338,
B24F0043,001,1998/08/28 00:00:00,386,
B24F0043,001,1998/09/14 00:00:00,340,
B24F0043,001,1998/09/28 00:00:00,337,
B24F0043,001,1998/10/14 00:00:00,350,
B24F0043,001,1998/10/28 00:00:00,299,
B24F0043,001,1998/11/14 00:00:00,331,
B24F0043,001,1998/11/23 00:00:00,349,
B24F0043,001,1998/12/14 00:00:00,352,
B24F0043,001,1999/01/11 00:00:00,331,
B24F0043,001,1999/01/25 00:00:00,319,
B24F0043,001,1999/02/15 00:00:00,322,
B24F0043,001,1999/03/01 00:00:00,316,
B24F0043,001,1999/03/15 00:00:00,356,
B24F0043,001,1999/03/29 00:00:00,341,
B24F0043,001,1999/04/12 00:00:00,351,
B24F0043,001,1999/04/26 00:00:00,347,
B24F0043,001,1999/05/10 00:00:00,313,
B24F0043,001,1999/05/31 00:00:00,328,
B24F0043,001,1999/06/16 00:00:00,324,
B24F0043,001,1999/06/28 00:00:00,326,
B24F0043,001,1999/07/14 00:00:00,334,
B24F0043,001,1999/07/28 00:00:00,343,
B24F0043,001,1999/08/16 00:00:00,323,
B24F0043,001,1999/08/28 00:00:00,318,
B24F0043,001,1999/09/14 00:00:00,312,
B24F0043,001,1999/09/28 00:00:00,308,
B24F0043,001,1999/10/14 00:00:00,390,
B24F0043,001,1999/10/25 00:00:00,314,
