Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,08-06-2017,,,,,,,,
Gegevens beschikbaar:,25-04-1979,tot:,24-04-2015,,,,,,,,
Datum: ,08-06-2017,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B25C0335,003,25CP0335,101110,484383,400,01-01-1976,25-04-1979,24-04-2015,459,59,-3200,-3300


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B25C0335,003,25-04-1979,510,451,-51,,,,,,
B25C0335,003,29-08-1979,471,412,-12,,,,,,
B25C0335,003,17-10-1979,473,414,-14,,,,,,
B25C0335,003,12-12-1979,513,454,-54,,,,,,
B25C0335,003,23-04-1980,515,456,-56,,,,,,
B25C0335,003,27-08-1980,534,475,-75,,,,,,
B25C0335,003,15-10-1980,536,477,-77,,,,,,
B25C0335,003,10-12-1980,516,457,-57,,,,,,
B25C0335,003,22-04-1981,518,459,-59,,,,,,
B25C0335,003,26-08-1981,528,469,-69,,,,,,
B25C0335,003,14-10-1981,524,465,-65,,,,,,
B25C0335,003,16-12-1981,534,475,-75,,,,,,
B25C0335,003,28-04-1982,520,461,-61,,,,,,
B25C0335,003,25-08-1982,532,473,-73,,,,,,
B25C0335,003,13-10-1982,518,459,-59,,,,,,
B25C0335,003,15-12-1982,512,453,-53,,,,,,
B25C0335,003,27-04-1983,528,469,-69,,,,,,
B25C0335,003,31-08-1983,543,484,-84,,,,,,
B25C0335,003,12-10-1983,516,457,-57,,,,,,
B25C0335,003,14-12-1983,520,461,-61,,,,,,
B25C0335,003,25-04-1984,519,460,-60,,,,,,
B25C0335,003,29-08-1984,552,493,-93,,,,,,
B25C0335,003,17-10-1984,529,470,-70,,,,,,
B25C0335,003,12-12-1984,515,456,-56,,,,,,
B25C0335,003,25-04-1985,523,464,-64,,,,,,
B25C0335,003,28-08-1985,526,467,-67,,,,,,
B25C0335,003,16-10-1985,535,476,-76,,,,,,
B25C0335,003,11-12-1985,587,528,-128,,,,,,
B25C0335,003,23-04-1986,520,461,-61,,,,,,
B25C0335,003,27-08-1986,542,483,-83,,,,,,
B25C0335,003,14-10-1986,549,490,-90,,,,,,
B25C0335,003,17-12-1986,513,454,-54,,,,,,
B25C0335,003,28-04-1987,524,465,-65,,,,,,
B25C0335,003,26-08-1987,530,471,-71,,,,,,
B25C0335,003,14-10-1987,524,465,-65,,,,,,
B25C0335,003,16-12-1987,507,448,-48,,,,,,
B25C0335,003,27-04-1988,513,454,-54,,,,,,
B25C0335,003,31-08-1988,521,462,-62,,,,,,
B25C0335,003,12-10-1988,596,537,-137,,,,,,
B25C0335,003,14-12-1988,546,487,-87,,,,,,
B25C0335,003,26-04-1989,512,453,-53,,,,,,
B25C0335,003,30-08-1989,549,490,-90,,,,,,
B25C0335,003,11-10-1989,518,459,-59,,,,,,
B25C0335,003,13-12-1989,590,531,-131,,,,,,
B25C0335,003,25-04-1990,526,467,-67,,,,,,
B25C0335,003,29-08-1990,603,544,-144,,,,,,
B25C0335,003,10-10-1990,565,506,-106,,,,,,
B25C0335,003,12-12-1990,566,507,-107,,,,,,
B25C0335,003,24-04-1991,532,473,-73,,,,,,
B25C0335,003,28-08-1991,582,523,-123,,,,,,
B25C0335,003,16-10-1991,531,472,-72,,,,,,
B25C0335,003,11-12-1991,529,470,-70,,,,,,
B25C0335,003,29-04-1992,521,462,-62,,,,,,
B25C0335,003,26-08-1992,562,503,-103,,,,,,
B25C0335,003,13-10-1992,543,484,-84,,,,,,
B25C0335,003,16-12-1992,503,444,-44,,,,,,
B25C0335,003,28-04-1993,530,471,-71,,,,,,
B25C0335,003,25-08-1993,525,466,-66,,,,,,
B25C0335,003,13-10-1993,514,455,-55,,,,,,
B25C0335,003,14-12-1993,511,452,-52,,,,,,
B25C0335,003,26-04-1994,553,494,-94,,,,,,
B25C0335,003,24-08-1994,528,469,-69,,,,,,
B25C0335,003,12-10-1994,518,459,-59,,,,,,
B25C0335,003,13-12-1994,510,451,-51,,,,,,
B25C0335,003,25-04-1995,511,452,-52,,,,,,
B25C0335,003,30-08-1995,505,446,-46,,,,,,
B25C0335,003,11-10-1995,495,436,-36,,,,,,
B25C0335,003,13-12-1995,508,449,-49,,,,,,
B25C0335,003,24-04-1996,508,449,-49,,,,,,
B25C0335,003,27-08-1996,529,470,-70,,,,,,
B25C0335,003,15-10-1996,524,465,-65,,,,,,
B25C0335,003,10-12-1996,510,451,-51,,,,,,
B25C0335,003,22-04-1997,524,465,-65,,,,,,
B25C0335,003,27-08-1997,532,473,-73,,,,,,
B25C0335,003,15-10-1997,515,456,-56,,,,,,
B25C0335,003,11-12-1997,514,455,-55,,,,,,
B25C0335,003,29-04-1998,504,445,-45,,,,,,
B25C0335,003,28-08-1998,512,453,-53,,,,,,
B25C0335,003,13-10-1998,499,440,-40,,,,,,
B25C0335,003,16-12-1998,516,457,-57,,,,,,
B25C0335,003,27-04-1999,504,445,-45,,,,,,
B25C0335,003,24-08-1999,513,454,-54,,,,,,
B25C0335,003,12-10-1999,489,430,-30,,,,,,
B25C0335,003,15-12-1999,493,434,-34,,,,,,
B25C0335,003,26-04-2000,493,434,-34,,,,,,
B25C0335,003,30-08-2000,512,453,-53,,,,,,
B25C0335,003,11-10-2000,503,444,-44,,,,,,
B25C0335,003,13-12-2000,480,421,-21,,,,,,
B25C0335,003,24-04-2001,502,443,-43,,,,,,
B25C0335,003,28-08-2001,510,451,-51,,,,,,
B25C0335,003,16-10-2001,502,443,-43,,,,,,
B25C0335,003,12-12-2001,518,459,-59,,,,,,
B25C0335,003,25-04-2002,508,449,-49,,,,,,
B25C0335,003,27-08-2002,498,439,-39,,,,,,
B25C0335,003,16-10-2002,505,446,-46,,,,,,
B25C0335,003,10-12-2002,500,441,-41,,,,,,
B25C0335,003,23-04-2003,513,454,-54,,,,,,
B25C0335,003,26-08-2003,530,471,-71,,,,,,
B25C0335,003,15-10-2003,512,453,-53,,,,,,
B25C0335,003,29-04-2004,509,450,-50,,,,,,
B25C0335,003,24-08-2004,503,444,-44,,,,,,
B25C0335,003,12-10-2004,505,446,-46,,,,,,
B25C0335,003,28-04-2005,506,447,-47,,,,,,
B25C0335,003,31-08-2005,505,446,-46,,,,,,
B25C0335,003,11-10-2005,507,448,-48,,,,,,
B25C0335,003,15-12-2005,491,432,-32,,,,,,
B25C0335,003,27-04-2006,501,442,-42,,,,,,
B25C0335,003,30-08-2006,495,436,-36,,,,,,
B25C0335,003,11-10-2006,494,435,-35,,,,,,
B25C0335,003,12-12-2006,488,429,-29,,,,,,
B25C0335,003,25-04-2007,510,451,-51,,,,,,
B25C0335,003,29-08-2007,515,456,-56,,,,,,
B25C0335,003,13-12-2007,500,441,-41,,,,,,
B25C0335,003,24-04-2008,502,443,-43,,,,,,
B25C0335,003,26-08-2008,507,448,-48,,,,,,
B25C0335,003,06-10-2008,504,445,-45,,,,,,
B25C0335,003,11-12-2008,497,438,-38,,,,,,
B25C0335,003,24-04-2009,512,453,-53,,,,,,
B25C0335,003,25-08-2009,527,468,-68,,,,,,
B25C0335,003,06-10-2009,517,458,-58,,,,,,
B25C0335,003,08-12-2009,494,435,-35,,,,,,
B25C0335,003,22-04-2010,507,448,-48,,,,,,
B25C0335,003,27-08-2010,493,434,-34,,,,,,
B25C0335,003,07-10-2010,495,436,-36,,,,,,
B25C0335,003,07-12-2010,496,437,-37,,,,,,
B25C0335,003,01-06-2011,518,459,-59,,,,,,
B25C0335,003,07-08-2012,497,438,-38,,,,,,
B25C0335,003,26-03-2013,498,439,-39,,,,,,
B25C0335,003,06-06-2013,510,451,-51,,,,,,
