Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,10-06-2017,,,,,,,,
Gegevens beschikbaar:,14-05-1964,tot:,28-02-1969,,,,,,,,
Datum: ,10-06-2017,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B25D0607,001,25DL0003,112330,485150,,,14-05-1964,14-03-1969,,6,,


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B25D0607,001,14-05-1964,153,147,,,,,,,
B25D0607,001,28-05-1964,162,156,,,,,,,
B25D0607,001,15-06-1964,162,156,,,,,,,
B25D0607,001,29-06-1964,165,159,,,,,,,
B25D0607,001,14-07-1964,166,160,,,,,,,
B25D0607,001,28-07-1964,166,160,,,,,,,
B25D0607,001,14-08-1964,165,159,,,,,,,
B25D0607,001,28-08-1964,150,144,,,,,,,
B25D0607,001,14-09-1964,142,136,,,,,,,
B25D0607,001,28-09-1964,144,138,,,,,,,
B25D0607,001,14-10-1964,129,123,,,,,,,
B25D0607,001,28-10-1964,116,110,,,,,,,
B25D0607,001,13-11-1964,133,127,,,,,,,
B25D0607,001,27-11-1964,134,128,,,,,,,
B25D0607,001,14-12-1964,115,109,,,,,,,
B25D0607,001,28-12-1964,129,123,,,,,,,
B25D0607,001,14-01-1965,116,110,,,,,,,
B25D0607,001,28-01-1965,118,112,,,,,,,
B25D0607,001,13-02-1965,132,126,,,,,,,
B25D0607,001,01-03-1965,143,137,,,,,,,
B25D0607,001,15-03-1965,148,142,,,,,,,
B25D0607,001,29-03-1965,141,135,,,,,,,
B25D0607,001,14-04-1965,140,134,,,,,,,
B25D0607,001,28-04-1965,135,129,,,,,,,
B25D0607,001,14-05-1965,121,115,,,,,,,
B25D0607,001,28-05-1965,132,126,,,,,,,
B25D0607,001,14-06-1965,143,137,,,,,,,
B25D0607,001,28-06-1965,142,136,,,,,,,
B25D0607,001,14-07-1965,157,151,,,,,,,
B25D0607,001,28-07-1965,154,148,,,,,,,
B25D0607,001,14-08-1965,145,139,,,,,,,
B25D0607,001,27-08-1965,150,144,,,,,,,
B25D0607,001,14-09-1965,103,97,,,,,,,
B25D0607,001,28-09-1965,123,117,,,,,,,
B25D0607,001,14-10-1965,131,125,,,,,,,
B25D0607,001,28-10-1965,141,135,,,,,,,
B25D0607,001,14-11-1965,149,143,,,,,,,
B25D0607,001,28-11-1965,126,120,,,,,,,
B25D0607,001,14-12-1965,92,86,,,,,,,
B25D0607,001,28-12-1965,100,94,,,,,,,
B25D0607,001,14-01-1966,117,111,,,,,,,
B25D0607,001,28-01-1966,129,123,,,,,,,
B25D0607,001,14-02-1966,112,106,,,,,,,
B25D0607,001,28-02-1966,112,106,,,,,,,
B25D0607,001,14-03-1966,122,116,,,,,,,
B25D0607,001,28-03-1966,123,117,,,,,,,
B25D0607,001,14-04-1966,108,102,,,,,,,
B25D0607,001,28-04-1966,108,102,,,,,,,
B25D0607,001,13-05-1966,157,151,,,,,,,
B25D0607,001,28-05-1966,139,133,,,,,,,
B25D0607,001,14-06-1966,152,146,,,,,,,
B25D0607,001,28-06-1966,151,145,,,,,,,
B25D0607,001,14-07-1966,144,138,,,,,,,
B25D0607,001,28-07-1966,117,111,,,,,,,
B25D0607,001,14-08-1966,121,115,,,,,,,
B25D0607,001,25-08-1966,132,126,,,,,,,
B25D0607,001,14-09-1966,145,139,,,,,,,
B25D0607,001,28-09-1966,145,139,,,,,,,
B25D0607,001,14-10-1966,138,132,,,,,,,
B25D0607,001,28-10-1966,116,110,,,,,,,
B25D0607,001,14-11-1966,116,110,,,,,,,
B25D0607,001,28-11-1966,96,90,,,,,,,
B25D0607,001,14-12-1966,80,74,,,,,,,
B25D0607,001,28-12-1966,97,91,,,,,,,
B25D0607,001,14-01-1967,103,97,,,,,,,
B25D0607,001,28-01-1967,111,105,,,,,,,
B25D0607,001,14-02-1967,115,109,,,,,,,
B25D0607,001,28-02-1967,114,108,,,,,,,
B25D0607,001,14-03-1967,119,113,,,,,,,
B25D0607,001,28-03-1967,132,126,,,,,,,
B25D0607,001,14-04-1967,114,108,,,,,,,
B25D0607,001,28-04-1967,130,124,,,,,,,
B25D0607,001,14-05-1967,137,131,,,,,,,
B25D0607,001,29-05-1967,131,125,,,,,,,
B25D0607,001,14-06-1967,143,137,,,,,,,
B25D0607,001,28-06-1967,135,129,,,,,,,
B25D0607,001,14-07-1967,172,166,,,,,,,
B25D0607,001,28-07-1967,180,174,,,,,,,
B25D0607,001,14-08-1967,181,175,,,,,,,
B25D0607,001,28-08-1967,170,164,,,,,,,
B25D0607,001,14-09-1967,183,177,,,,,,,
B25D0607,001,28-09-1967,163,157,,,,,,,
B25D0607,001,14-10-1967,152,146,,,,,,,
B25D0607,001,27-10-1967,137,131,,,,,,,
B25D0607,001,14-11-1967,100,94,,,,,,,
B25D0607,001,28-11-1967,121,115,,,,,,,
B25D0607,001,14-12-1967,106,100,,,,,,,
B25D0607,001,28-12-1967,108,102,,,,,,,
B25D0607,001,15-01-1968,112,106,,,,,,,
B25D0607,001,29-01-1968,119,113,,,,,,,
B25D0607,001,14-02-1968,114,108,,,,,,,
B25D0607,001,28-02-1968,138,132,,,,,,,
B25D0607,001,28-03-1968,153,147,,,,,,,
B25D0607,001,16-04-1968,154,148,,,,,,,
B25D0607,001,29-04-1968,154,148,,,,,,,
B25D0607,001,14-05-1968,163,157,,,,,,,
B25D0607,001,28-05-1968,156,150,,,,,,,
B25D0607,001,14-06-1968,159,153,,,,,,,
B25D0607,001,28-06-1968,167,161,,,,,,,
B25D0607,001,15-07-1968,158,152,,,,,,,
B25D0607,001,14-08-1968,170,164,,,,,,,
B25D0607,001,28-08-1968,176,170,,,,,,,
B25D0607,001,17-09-1968,190,184,,,,,,,
B25D0607,001,28-09-1968,137,131,,,,,,,
B25D0607,001,14-10-1968,130,124,,,,,,,
B25D0607,001,28-10-1968,151,145,,,,,,,
B25D0607,001,14-11-1968,150,144,,,,,,,
B25D0607,001,28-11-1968,143,137,,,,,,,
B25D0607,001,16-12-1968,155,149,,,,,,,
B25D0607,001,28-12-1968,147,141,,,,,,,
B25D0607,001,14-01-1969,141,135,,,,,,,
B25D0607,001,28-01-1969,134,128,,,,,,,
B25D0607,001,14-02-1969,136,130,,,,,,,
B25D0607,001,28-02-1969,134,128,,,,,,,
