Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,10-06-2017,,,,,,,,
Gegevens beschikbaar:,31-07-1958,tot:,18-05-2016,,,,,,,,
Datum: ,10-06-2017,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B25E0186,002,25EP0186,127100,496100,-117,01-01-1958,24-06-1958,01-03-1961,-64,53,-5267,-5367
B25E0186,002,25EP0186,127100,496100,-117,01-01-1958,01-03-1961,01-01-1962,-66,51,-5267,-5367
B25E0186,002,25EP0186,127100,496100,-117,01-01-1958,01-01-1962,18-05-2016,-65,52,-5267,-5367


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B25E0186,002,31-07-1958,200,147,-264,,,,,,
B25E0186,002,19-08-1958,196,143,-260,,,,,,
B25E0186,002,18-09-1958,196,143,-260,,,,,,
B25E0186,002,30-09-1958,194,141,-258,,,,,,
B25E0186,002,15-10-1958,197,144,-261,,,,,,
B25E0186,002,29-10-1958,193,140,-257,,,,,,
B25E0186,002,14-11-1958,198,145,-262,,,,,,
B25E0186,002,10-12-1958,192,139,-256,,,,,,
B25E0186,002,23-12-1958,187,134,-251,,,,,,
B25E0186,002,29-01-1959,188,135,-252,,,,,,
B25E0186,002,06-02-1959,195,142,-259,,,,,,
B25E0186,002,16-02-1959,190,137,-254,,,,,,
B25E0186,002,27-02-1959,194,141,-258,,,,,,
B25E0186,002,13-03-1959,196,143,-260,,,,,,
B25E0186,002,27-03-1959,193,140,-257,,,,,,
B25E0186,002,15-04-1959,199,146,-263,,,,,,
B25E0186,002,28-04-1959,201,148,-265,,,,,,
B25E0186,002,14-05-1959,202,149,-266,,,,,,
B25E0186,002,28-05-1959,204,151,-268,,,,,,
B25E0186,002,10-06-1959,212,159,-276,,,,,,
B25E0186,002,22-06-1959,220,167,-284,,,,,,
B25E0186,002,10-07-1959,220,167,-284,,,,,,
B25E0186,002,23-07-1959,224,171,-288,,,,,,
B25E0186,002,26-08-1959,221,168,-285,,,,,,
B25E0186,002,22-09-1959,224,171,-288,,,,,,
B25E0186,002,12-10-1959,214,161,-278,,,,,,
B25E0186,002,26-10-1959,208,155,-272,,,,,,
B25E0186,002,10-11-1959,206,153,-270,,,,,,
B25E0186,002,18-11-1959,208,155,-272,,,,,,
B25E0186,002,27-11-1959,206,153,-270,,,,,,
B25E0186,002,09-12-1959,200,147,-264,,,,,,
B25E0186,002,05-01-1960,197,144,-261,,,,,,
B25E0186,002,25-01-1960,194,141,-258,,,,,,
B25E0186,002,08-02-1960,192,139,-256,,,,,,
B25E0186,002,17-02-1960,190,137,-254,,,,,,
B25E0186,002,26-02-1960,188,135,-252,,,,,,
B25E0186,002,11-03-1960,191,138,-255,,,,,,
B25E0186,002,22-03-1960,188,135,-252,,,,,,
B25E0186,002,01-04-1960,192,139,-256,,,,,,
B25E0186,002,13-04-1960,194,141,-258,,,,,,
B25E0186,002,28-04-1960,199,146,-263,,,,,,
B25E0186,002,12-05-1960,198,145,-262,,,,,,
B25E0186,002,27-05-1960,196,143,-260,,,,,,
B25E0186,002,20-06-1960,200,147,-264,,,,,,
B25E0186,002,28-06-1960,213,160,-277,,,,,,
B25E0186,002,08-07-1960,211,158,-275,,,,,,
B25E0186,002,19-07-1960,209,156,-273,,,,,,
B25E0186,002,03-08-1960,207,154,-271,,,,,,
B25E0186,002,22-08-1960,200,147,-264,,,,,,
B25E0186,002,06-09-1960,198,145,-262,,,,,,
B25E0186,002,15-09-1960,196,143,-260,,,,,,
B25E0186,002,26-09-1960,194,141,-258,,,,,,
B25E0186,002,10-10-1960,192,139,-256,,,,,,
B25E0186,002,24-10-1960,190,137,-254,,,,,,
B25E0186,002,03-11-1960,188,135,-252,,,,,,
B25E0186,002,15-11-1960,187,134,-251,,,,,,
B25E0186,002,24-11-1960,186,133,-250,,,,,,
B25E0186,002,13-12-1960,189,136,-253,,,,,,
B25E0186,002,27-12-1960,187,134,-251,,,,,,
B25E0186,002,05-01-1961,185,132,-249,,,,,,
B25E0186,002,19-01-1961,183,130,-247,,,,,,
B25E0186,002,10-02-1961,190,137,-254,,,,,,
B25E0186,002,27-02-1961,194,141,-258,,,,,,
B25E0186,002,21-03-1961,196,145,-262,,,,,,
B25E0186,002,20-04-1961,193,142,-259,,,,,,
B25E0186,002,25-05-1961,199,148,-265,,,,,,
B25E0186,002,06-06-1961,203,152,-269,,,,,,
B25E0186,002,21-06-1961,208,157,-274,,,,,,
B25E0186,002,03-07-1961,205,154,-271,,,,,,
B25E0186,002,05-07-1961,212,161,-278,,,,,,
B25E0186,002,12-07-1961,203,152,-269,,,,,,
B25E0186,002,19-07-1961,205,154,-271,,,,,,
B25E0186,002,25-08-1961,202,151,-268,,,,,,
B25E0186,002,20-09-1961,202,151,-268,,,,,,
B25E0186,002,23-10-1961,195,144,-261,,,,,,
B25E0186,002,09-11-1961,188,137,-254,,,,,,
B25E0186,002,23-11-1961,192,141,-258,,,,,,
B25E0186,002,09-01-1962,197,145,-262,,,,,,
B25E0186,002,02-03-1962,203,151,-268,,,,,,
B25E0186,002,21-03-1962,209,157,-274,,,,,,
B25E0186,002,04-04-1962,205,153,-270,,,,,,
B25E0186,002,17-04-1962,202,150,-267,,,,,,
B25E0186,002,27-04-1962,208,156,-273,,,,,,
B25E0186,002,09-05-1962,207,155,-272,,,,,,
B25E0186,002,17-05-1962,208,156,-273,,,,,,
B25E0186,002,28-05-1962,210,158,-275,,,,,,
B25E0186,002,13-06-1962,212,160,-277,,,,,,
B25E0186,002,22-06-1962,217,165,-282,,,,,,
B25E0186,002,02-07-1962,219,167,-284,,,,,,
B25E0186,002,18-07-1962,218,166,-283,,,,,,
B25E0186,002,27-07-1962,215,163,-280,,,,,,
B25E0186,002,06-08-1962,216,164,-281,,,,,,
B25E0186,002,28-08-1962,220,168,-285,,,,,,
B25E0186,002,10-09-1962,216,164,-281,,,,,,
B25E0186,002,19-09-1962,213,161,-278,,,,,,
B25E0186,002,28-09-1962,213,161,-278,,,,,,
B25E0186,002,10-10-1962,216,164,-281,,,,,,
B25E0186,002,19-10-1962,218,166,-283,,,,,,
B25E0186,002,29-10-1962,214,162,-279,,,,,,
B25E0186,002,09-11-1962,210,158,-275,,,,,,
B25E0186,002,19-11-1962,210,158,-275,,,,,,
B25E0186,002,28-11-1962,215,163,-280,,,,,,
B25E0186,002,10-12-1962,212,160,-277,,,,,,
B25E0186,002,20-12-1962,210,158,-275,,,,,,
B25E0186,002,04-03-1963,221,169,-286,,,,,,
B25E0186,002,11-03-1963,212,160,-277,,,,,,
B25E0186,002,22-03-1963,215,163,-280,,,,,,
B25E0186,002,04-04-1963,215,163,-280,,,,,,
B25E0186,002,16-04-1963,214,162,-279,,,,,,
B25E0186,002,26-04-1963,216,164,-281,,,,,,
B25E0186,002,13-05-1963,217,165,-282,,,,,,
B25E0186,002,20-05-1963,219,167,-284,,,,,,
B25E0186,002,10-06-1963,222,170,-287,,,,,,
B25E0186,002,24-06-1963,225,173,-290,,,,,,
B25E0186,002,05-07-1963,224,172,-289,,,,,,
B25E0186,002,15-07-1963,226,174,-291,,,,,,
B25E0186,002,30-07-1963,226,174,-291,,,,,,
B25E0186,002,09-08-1963,222,170,-287,,,,,,
B25E0186,002,26-08-1963,222,170,-287,,,,,,
B25E0186,002,06-09-1963,221,169,-286,,,,,,
B25E0186,002,23-09-1963,225,173,-290,,,,,,
B25E0186,002,09-10-1963,222,170,-287,,,,,,
B25E0186,002,21-10-1963,221,169,-286,,,,,,
B25E0186,002,15-11-1963,216,164,-281,,,,,,
B25E0186,002,02-12-1963,212,160,-277,,,,,,
B25E0186,002,12-12-1963,217,165,-282,,,,,,
B25E0186,002,09-01-1964,220,168,-285,,,,,,
B25E0186,002,21-01-1964,224,172,-289,,,,,,
B25E0186,002,30-01-1964,217,165,-282,,,,,,
B25E0186,002,11-02-1964,219,167,-284,,,,,,
B25E0186,002,27-02-1964,217,165,-282,,,,,,
B25E0186,002,11-03-1964,221,169,-286,,,,,,
B25E0186,002,10-04-1964,221,169,-286,,,,,,
B25E0186,002,01-05-1964,225,173,-290,,,,,,
B25E0186,002,22-05-1964,226,174,-291,,,,,,
B25E0186,002,05-06-1964,229,177,-294,,,,,,
B25E0186,002,16-06-1964,233,181,-298,,,,,,
B25E0186,002,29-06-1964,232,180,-297,,,,,,
B25E0186,002,10-07-1964,232,180,-297,,,,,,
B25E0186,002,24-07-1964,230,178,-295,,,,,,
B25E0186,002,17-08-1964,223,171,-288,,,,,,
B25E0186,002,15-09-1964,227,175,-292,,,,,,
B25E0186,002,05-10-1964,228,176,-293,,,,,,
B25E0186,002,02-11-1964,224,172,-289,,,,,,
B25E0186,002,19-11-1964,219,167,-284,,,,,,
B25E0186,002,07-12-1964,215,163,-280,,,,,,
B25E0186,002,22-12-1964,218,166,-283,,,,,,
B25E0186,002,04-01-1965,215,163,-280,,,,,,
B25E0186,002,18-01-1965,206,154,-271,,,,,,
B25E0186,002,29-01-1965,209,157,-274,,,,,,
B25E0186,002,15-02-1965,216,164,-281,,,,,,
B25E0186,002,01-03-1965,214,162,-279,,,,,,
B25E0186,002,26-03-1965,216,164,-281,,,,,,
B25E0186,002,05-04-1965,219,167,-284,,,,,,
B25E0186,002,03-05-1965,214,162,-279,,,,,,
B25E0186,002,17-05-1965,213,161,-278,,,,,,
B25E0186,002,31-05-1965,218,166,-283,,,,,,
B25E0186,002,14-06-1965,224,172,-289,,,,,,
B25E0186,002,24-06-1965,223,171,-288,,,,,,
B25E0186,002,06-07-1965,225,173,-290,,,,,,
B25E0186,002,20-07-1965,223,171,-288,,,,,,
B25E0186,002,16-08-1965,224,172,-289,,,,,,
B25E0186,002,26-08-1965,224,172,-289,,,,,,
B25E0186,002,08-09-1965,220,168,-285,,,,,,
B25E0186,002,23-09-1965,222,170,-287,,,,,,
B25E0186,002,04-10-1965,225,173,-290,,,,,,
B25E0186,002,20-10-1965,227,175,-292,,,,,,
B25E0186,002,04-11-1965,225,173,-290,,,,,,
B25E0186,002,19-11-1965,214,162,-279,,,,,,
B25E0186,002,03-12-1965,208,156,-273,,,,,,
B25E0186,002,21-12-1965,203,151,-268,,,,,,
B25E0186,002,10-01-1966,204,152,-269,,,,,,
B25E0186,002,21-01-1966,209,157,-274,,,,,,
B25E0186,002,04-02-1966,216,164,-281,,,,,,
B25E0186,002,23-02-1966,211,159,-276,,,,,,
B25E0186,002,09-03-1966,214,162,-279,,,,,,
B25E0186,002,24-03-1966,215,163,-280,,,,,,
B25E0186,002,18-04-1966,208,156,-273,,,,,,
B25E0186,002,02-05-1966,216,164,-281,,,,,,
B25E0186,002,18-05-1966,220,168,-285,,,,,,
B25E0186,002,02-06-1966,224,172,-289,,,,,,
B25E0186,002,16-06-1966,228,176,-293,,,,,,
B25E0186,002,30-06-1966,230,178,-295,,,,,,
B25E0186,002,15-07-1966,228,176,-293,,,,,,
B25E0186,002,05-08-1966,222,170,-287,,,,,,
B25E0186,002,18-08-1966,226,174,-291,,,,,,
B25E0186,002,31-08-1966,224,172,-289,,,,,,
B25E0186,002,14-09-1966,229,177,-294,,,,,,
B25E0186,002,28-09-1966,227,175,-292,,,,,,
B25E0186,002,13-10-1966,225,173,-290,,,,,,
B25E0186,002,27-10-1966,224,172,-289,,,,,,
B25E0186,002,08-11-1966,224,172,-289,,,,,,
B25E0186,002,28-11-1966,215,163,-280,,,,,,
B25E0186,002,13-12-1966,199,147,-264,,,,,,
B25E0186,002,04-01-1967,200,148,-265,,,,,,
B25E0186,002,19-01-1967,208,156,-273,,,,,,
B25E0186,002,01-02-1967,212,160,-277,,,,,,
B25E0186,002,16-02-1967,209,157,-274,,,,,,
B25E0186,002,01-03-1967,213,161,-278,,,,,,
B25E0186,002,15-03-1967,216,164,-281,,,,,,
B25E0186,002,05-04-1967,213,161,-278,,,,,,
B25E0186,002,19-04-1967,214,162,-279,,,,,,
B25E0186,002,28-04-1967,217,165,-282,,,,,,
B25E0186,002,23-05-1967,218,166,-283,,,,,,
B25E0186,002,06-06-1967,221,169,-286,,,,,,
B25E0186,002,22-06-1967,225,173,-290,,,,,,
B25E0186,002,11-07-1967,235,183,-300,,,,,,
B25E0186,002,28-07-1967,221,169,-286,,,,,,
B25E0186,002,18-08-1967,222,170,-287,,,,,,
B25E0186,002,08-09-1967,221,169,-286,,,,,,
B25E0186,002,05-10-1967,212,160,-277,,,,,,
B25E0186,002,01-11-1967,205,153,-270,,,,,,
