Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,10-06-2017,,,,,,,,
Gegevens beschikbaar:,15-02-1988,tot:,19-05-2016,,,,,,,,
Datum: ,10-06-2017,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B25B0908,003,25BP0908,111175,495425,-81,01-11-1987,15-02-1988,05-01-1994,-85,-4,-5731,-5831
B25B0908,003,25BP0908,111175,495425,-74,05-01-1994,05-01-1994,19-05-2016,-84,-10,-5731,-5831


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B25B0908,003,15-02-1988,160,164,-245,,,,,,
B25B0908,003,29-02-1988,148,152,-233,,,,,,
B25B0908,003,14-03-1988,144,148,-229,,,,,,
B25B0908,003,28-03-1988,148,152,-233,,,,,,
B25B0908,003,15-04-1988,155,159,-240,,,,,,
B25B0908,003,28-04-1988,156,160,-241,,,,,,
B25B0908,003,16-05-1988,161,165,-246,,,,,,
B25B0908,003,28-05-1988,163,167,-248,,,,,,
B25B0908,003,14-06-1988,165,169,-250,,,,,,
B25B0908,003,28-06-1988,166,170,-251,,,,,,
B25B0908,003,14-07-1988,180,184,-265,,,,,,
B25B0908,003,28-07-1988,186,190,-271,,,,,,
B25B0908,003,28-08-1988,186,190,-271,,,,,,
B25B0908,003,14-09-1988,187,191,-272,,,,,,
B25B0908,003,28-09-1988,169,173,-254,,,,,,
B25B0908,003,14-10-1988,166,170,-251,,,,,,
B25B0908,003,28-10-1988,170,174,-255,,,,,,
B25B0908,003,14-11-1988,159,163,-244,,,,,,
B25B0908,003,28-11-1988,164,168,-249,,,,,,
B25B0908,003,14-12-1988,166,170,-251,,,,,,
B25B0908,003,28-12-1988,164,168,-249,,,,,,
B25B0908,003,14-01-1989,167,171,-252,,,,,,
B25B0908,003,28-01-1989,169,173,-254,,,,,,
B25B0908,003,14-02-1989,171,175,-256,,,,,,
B25B0908,003,28-02-1989,162,166,-247,,,,,,
B25B0908,003,15-03-1989,171,175,-256,,,,,,
B25B0908,003,28-03-1989,167,171,-252,,,,,,
B25B0908,003,14-04-1989,171,175,-256,,,,,,
B25B0908,003,28-04-1989,171,175,-256,,,,,,
B25B0908,003,14-05-1989,172,176,-257,,,,,,
B25B0908,003,28-05-1989,186,190,-271,,,,,,
B25B0908,003,14-06-1989,183,187,-268,,,,,,
B25B0908,003,28-06-1989,190,194,-275,,,,,,
B25B0908,003,14-07-1989,171,175,-256,,,,,,
B25B0908,003,28-07-1989,191,195,-276,,,,,,
B25B0908,003,14-08-1989,185,189,-270,,,,,,
B25B0908,003,28-08-1989,185,189,-270,,,,,,
B25B0908,003,14-09-1989,173,177,-258,,,,,,
B25B0908,003,28-09-1989,183,187,-268,,,,,,
B25B0908,003,14-10-1989,176,180,-261,,,,,,
B25B0908,003,28-10-1989,176,180,-261,,,,,,
B25B0908,003,28-09-1990,178,182,-263,,,,,,
B25B0908,003,14-10-1990,175,179,-260,,,,,,
B25B0908,003,28-10-1990,179,183,-264,,,,,,
B25B0908,003,14-11-1990,169,173,-254,,,,,,
B25B0908,003,28-11-1990,165,169,-250,,,,,,
B25B0908,003,14-12-1990,166,170,-251,,,,,,
