Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,10-06-2017,,,,,,,,
Gegevens beschikbaar:,06-03-1974,tot:,14-12-2015,,,,,,,,
Datum: ,10-06-2017,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B24H0257,003,24HP0257,99243,486993,815,01-01-1916,01-10-1921,14-12-2015,864,49,-6100,-6200


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B24H0257,003,06-03-1974,914,865,-50,,,,,,
B24H0257,003,05-06-1974,928,879,-64,,,,,,
B24H0257,003,11-09-1974,925,876,-61,,,,,,
B24H0257,003,04-12-1974,903,854,-39,,,,,,
B24H0257,003,23-04-1975,897,848,-33,,,,,,
B24H0257,003,28-08-1975,943,894,-79,,,,,,
B24H0257,003,15-10-1975,922,873,-58,,,,,,
B24H0257,003,17-12-1975,886,837,-22,,,,,,
B24H0257,003,21-04-1976,901,852,-37,,,,,,
B24H0257,003,27-08-1976,1010,961,-146,,,,,,
B24H0257,003,13-10-1976,974,925,-110,,,,,,
B24H0257,003,15-12-1976,974,925,-110,,,,,,
B24H0257,003,27-04-1977,880,831,-16,,,,,,
B24H0257,003,31-08-1977,902,853,-38,,,,,,
B24H0257,003,12-10-1977,906,857,-42,,,,,,
B24H0257,003,14-12-1977,875,826,-11,,,,,,
B24H0257,003,26-04-1978,880,831,-16,,,,,,
B24H0257,003,30-08-1978,897,848,-33,,,,,,
B24H0257,003,11-10-1978,887,838,-23,,,,,,
B24H0257,003,13-12-1978,873,824,-9,,,,,,
B24H0257,003,25-04-1979,862,813,2,,,,,,
B24H0257,003,29-08-1979,866,817,-2,,,,,,
B24H0257,003,17-10-1979,872,823,-8,,,,,,
B24H0257,003,12-12-1979,859,810,5,,,,,,
B24H0257,003,23-04-1980,857,808,7,,,,,,
B24H0257,003,27-08-1980,876,827,-12,,,,,,
B24H0257,003,15-10-1980,875,826,-11,,,,,,
B24H0257,003,10-12-1980,863,814,1,,,,,,
B24H0257,003,22-04-1981,862,813,2,,,,,,
B24H0257,003,26-08-1981,872,823,-8,,,,,,
B24H0257,003,14-10-1981,856,807,8,,,,,,
B24H0257,003,16-12-1981,835,786,29,,,,,,
B24H0257,003,28-04-1982,858,809,6,,,,,,
B24H0257,003,25-08-1982,869,820,-5,,,,,,
B24H0257,003,13-10-1982,865,816,-1,,,,,,
B24H0257,003,15-12-1982,850,801,14,,,,,,
B24H0257,003,27-04-1983,852,803,12,,,,,,
B24H0257,003,31-08-1983,881,832,-17,,,,,,
B24H0257,003,12-10-1983,838,789,26,,,,,,
B24H0257,003,14-12-1983,856,807,8,,,,,,
B24H0257,003,25-04-1984,851,802,13,,,,,,
B24H0257,003,29-08-1984,882,833,-18,,,,,,
B24H0257,003,17-10-1984,857,808,7,,,,,,
B24H0257,003,12-12-1984,853,804,11,,,,,,
B24H0257,003,25-04-1985,869,820,-5,,,,,,
B24H0257,003,28-08-1985,860,811,4,,,,,,
B24H0257,003,16-10-1985,864,815,0,,,,,,
B24H0257,003,11-12-1985,906,857,-42,,,,,,
B24H0257,003,23-04-1986,861,812,3,,,,,,
B24H0257,003,27-08-1986,884,835,-20,,,,,,
B24H0257,003,14-10-1986,880,831,-16,,,,,,
B24H0257,003,17-12-1986,843,794,21,,,,,,
