Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,10-06-2017,,,,,,,,
Gegevens beschikbaar:,27-02-2015,tot:,19-04-2017,,,,,,,,
Datum: ,10-06-2017,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B25A3895,001,,102995,492877,515,04-02-2015,04-02-2015,19-04-2017,559,44,281,181


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B25A3895,001,27-02-2015,174,130,385,,,,,,
B25A3895,001,28-02-2015,174,130,385,,,,,,
B25A3895,001,01-03-2015,173,129,386,,,,,,
B25A3895,001,02-03-2015,174,130,385,,,,,,
B25A3895,001,03-03-2015,175,131,384,,,,,,
B25A3895,001,04-03-2015,177,133,382,,,,,,
B25A3895,001,05-03-2015,178,134,381,,,,,,
B25A3895,001,06-03-2015,178,134,381,,,,,,
B25A3895,001,07-03-2015,178,134,381,,,,,,
B25A3895,001,08-03-2015,177,133,382,,,,,,
B25A3895,001,09-03-2015,179,135,380,,,,,,
B25A3895,001,10-03-2015,180,136,379,,,,,,
B25A3895,001,11-03-2015,181,137,378,,,,,,
B25A3895,001,12-03-2015,181,137,378,,,,,,
B25A3895,001,13-03-2015,180,136,379,,,,,,
B25A3895,001,14-03-2015,179,135,380,,,,,,
B25A3895,001,15-03-2015,180,136,379,,,,,,
B25A3895,001,16-03-2015,180,136,379,,,,,,
B25A3895,001,17-03-2015,180,136,379,,,,,,
B25A3895,001,18-03-2015,182,138,377,,,,,,
B25A3895,001,19-03-2015,182,138,377,,,,,,
B25A3895,001,20-03-2015,182,138,377,,,,,,
B25A3895,001,21-03-2015,182,138,377,,,,,,
B25A3895,001,22-03-2015,184,140,375,,,,,,
B25A3895,001,23-03-2015,184,140,375,,,,,,
B25A3895,001,24-03-2015,184,140,375,,,,,,
B25A3895,001,25-03-2015,184,140,375,,,,,,
B25A3895,001,26-03-2015,185,141,374,,,,,,
B25A3895,001,27-03-2015,186,142,373,,,,,,
B25A3895,001,28-03-2015,185,141,374,,,,,,
B25A3895,001,29-03-2015,184,140,375,,,,,,
B25A3895,001,30-03-2015,185,141,374,,,,,,
B25A3895,001,31-03-2015,180,136,379,,,,,,
B25A3895,001,01-04-2015,182,138,377,,,,,,
B25A3895,001,02-04-2015,182,138,377,,,,,,
B25A3895,001,03-04-2015,182,138,377,,,,,,
B25A3895,001,04-04-2015,183,139,376,,,,,,
B25A3895,001,05-04-2015,184,140,375,,,,,,
B25A3895,001,06-04-2015,184,140,375,,,,,,
B25A3895,001,07-04-2015,186,142,373,,,,,,
B25A3895,001,08-04-2015,186,142,373,,,,,,
B25A3895,001,09-04-2015,186,142,373,,,,,,
B25A3895,001,10-04-2015,186,142,373,,,,,,
B25A3895,001,11-04-2015,186,142,373,,,,,,
B25A3895,001,12-04-2015,188,144,371,,,,,,
B25A3895,001,13-04-2015,188,144,371,,,,,,
B25A3895,001,14-04-2015,188,144,371,,,,,,
B25A3895,001,15-04-2015,188,144,371,,,,,,
B25A3895,001,16-04-2015,189,145,370,,,,,,
B25A3895,001,17-04-2015,189,145,370,,,,,,
B25A3895,001,18-04-2015,190,146,369,,,,,,
B25A3895,001,19-04-2015,190,146,369,,,,,,
B25A3895,001,20-04-2015,191,147,368,,,,,,
B25A3895,001,21-04-2015,192,148,367,,,,,,
B25A3895,001,22-04-2015,191,147,368,,,,,,
B25A3895,001,23-04-2015,191,147,368,,,,,,
B25A3895,001,24-04-2015,191,147,368,,,,,,
B25A3895,001,25-04-2015,192,148,367,,,,,,
B25A3895,001,26-04-2015,193,149,366,,,,,,
B25A3895,001,27-04-2015,193,149,366,,,,,,
B25A3895,001,28-04-2015,195,151,364,,,,,,
B25A3895,001,29-04-2015,194,150,365,,,,,,
B25A3895,001,30-04-2015,194,150,365,,,,,,
B25A3895,001,01-05-2015,195,151,364,,,,,,
B25A3895,001,02-05-2015,196,152,363,,,,,,
B25A3895,001,03-05-2015,195,151,364,,,,,,
B25A3895,001,04-05-2015,197,153,362,,,,,,
B25A3895,001,05-05-2015,195,151,364,,,,,,
B25A3895,001,06-05-2015,197,153,362,,,,,,
B25A3895,001,07-05-2015,198,154,361,,,,,,
B25A3895,001,08-05-2015,198,154,361,,,,,,
B25A3895,001,09-05-2015,198,154,361,,,,,,
B25A3895,001,10-05-2015,199,155,360,,,,,,
B25A3895,001,11-05-2015,199,155,360,,,,,,
B25A3895,001,12-05-2015,199,155,360,,,,,,
B25A3895,001,13-05-2015,199,155,360,,,,,,
B25A3895,001,14-05-2015,200,156,359,,,,,,
B25A3895,001,15-05-2015,201,157,358,,,,,,
B25A3895,001,16-05-2015,201,157,358,,,,,,
B25A3895,001,17-05-2015,202,158,357,,,,,,
B25A3895,001,18-05-2015,200,156,359,,,,,,
B25A3895,001,19-05-2015,200,156,359,,,,,,
B25A3895,001,20-05-2015,202,158,357,,,,,,
B25A3895,001,21-05-2015,203,159,356,,,,,,
B25A3895,001,22-05-2015,203,159,356,,,,,,
B25A3895,001,23-05-2015,203,159,356,,,,,,
B25A3895,001,24-05-2015,203,159,356,,,,,,
B25A3895,001,25-05-2015,204,160,355,,,,,,
B25A3895,001,26-05-2015,204,160,355,,,,,,
B25A3895,001,27-05-2015,205,161,354,,,,,,
B25A3895,001,28-05-2015,204,160,355,,,,,,
B25A3895,001,29-05-2015,204,160,355,,,,,,
B25A3895,001,30-05-2015,205,161,354,,,,,,
B25A3895,001,31-05-2015,205,161,354,,,,,,
B25A3895,001,01-06-2015,206,162,353,,,,,,
B25A3895,001,02-06-2015,207,163,352,,,,,,
B25A3895,001,03-06-2015,207,163,352,,,,,,
B25A3895,001,04-06-2015,207,163,352,,,,,,
B25A3895,001,05-06-2015,208,164,351,,,,,,
B25A3895,001,06-06-2015,208,164,351,,,,,,
B25A3895,001,07-06-2015,209,165,350,,,,,,
B25A3895,001,08-06-2015,209,165,350,,,,,,
B25A3895,001,09-06-2015,209,165,350,,,,,,
B25A3895,001,10-06-2015,209,165,350,,,,,,
B25A3895,001,11-06-2015,209,165,350,,,,,,
B25A3895,001,12-06-2015,210,166,349,,,,,,
B25A3895,001,13-06-2015,210,166,349,,,,,,
B25A3895,001,14-06-2015,210,166,349,,,,,,
B25A3895,001,15-06-2015,212,168,347,,,,,,
B25A3895,001,16-06-2015,212,168,347,,,,,,
B25A3895,001,17-06-2015,213,169,346,,,,,,
B25A3895,001,18-06-2015,212,168,347,,,,,,
B25A3895,001,19-06-2015,213,169,346,,,,,,
B25A3895,001,20-06-2015,213,169,346,,,,,,
B25A3895,001,21-06-2015,213,169,346,,,,,,
B25A3895,001,22-06-2015,213,169,346,,,,,,
B25A3895,001,23-06-2015,214,170,345,,,,,,
B25A3895,001,24-06-2015,215,171,344,,,,,,
B25A3895,001,25-06-2015,215,171,344,,,,,,
B25A3895,001,26-06-2015,216,172,343,,,,,,
B25A3895,001,27-06-2015,216,172,343,,,,,,
B25A3895,001,28-06-2015,217,173,342,,,,,,
B25A3895,001,29-06-2015,217,173,342,,,,,,
B25A3895,001,30-06-2015,217,173,342,,,,,,
B25A3895,001,01-07-2015,217,173,342,,,,,,
B25A3895,001,02-07-2015,218,174,341,,,,,,
B25A3895,001,03-07-2015,218,174,341,,,,,,
B25A3895,001,04-07-2015,218,174,341,,,,,,
B25A3895,001,05-07-2015,219,175,340,,,,,,
B25A3895,001,06-07-2015,219,175,340,,,,,,
B25A3895,001,07-07-2015,219,175,340,,,,,,
B25A3895,001,08-07-2015,220,176,339,,,,,,
B25A3895,001,09-07-2015,221,177,338,,,,,,
B25A3895,001,10-07-2015,221,177,338,,,,,,
B25A3895,001,11-07-2015,222,178,337,,,,,,
B25A3895,001,12-07-2015,222,178,337,,,,,,
B25A3895,001,13-07-2015,223,179,336,,,,,,
B25A3895,001,14-07-2015,223,179,336,,,,,,
B25A3895,001,15-07-2015,223,179,336,,,,,,
B25A3895,001,16-07-2015,224,180,335,,,,,,
B25A3895,001,17-07-2015,225,181,334,,,,,,
B25A3895,001,18-07-2015,225,181,334,,,,,,
B25A3895,001,19-07-2015,225,181,334,,,,,,
B25A3895,001,20-07-2015,226,182,333,,,,,,
B25A3895,001,21-07-2015,226,182,333,,,,,,
B25A3895,001,22-07-2015,227,183,332,,,,,,
B25A3895,001,23-07-2015,227,183,332,,,,,,
B25A3895,001,24-07-2015,227,183,332,,,,,,
B25A3895,001,25-07-2015,227,183,332,,,,,,
B25A3895,001,26-07-2015,228,184,331,,,,,,
B25A3895,001,27-07-2015,225,181,334,,,,,,
B25A3895,001,28-07-2015,225,181,334,,,,,,
B25A3895,001,29-07-2015,225,181,334,,,,,,
B25A3895,001,30-07-2015,226,182,333,,,,,,
B25A3895,001,31-07-2015,227,183,332,,,,,,
B25A3895,001,01-08-2015,227,183,332,,,,,,
B25A3895,001,02-08-2015,228,184,331,,,,,,
B25A3895,001,03-08-2015,228,184,331,,,,,,
B25A3895,001,04-08-2015,228,184,331,,,,,,
B25A3895,001,05-08-2015,229,185,330,,,,,,
B25A3895,001,06-08-2015,229,185,330,,,,,,
B25A3895,001,07-08-2015,230,186,329,,,,,,
B25A3895,001,08-08-2015,230,186,329,,,,,,
B25A3895,001,09-08-2015,231,187,328,,,,,,
B25A3895,001,10-08-2015,231,187,328,,,,,,
B25A3895,001,11-08-2015,231,187,328,,,,,,
B25A3895,001,12-08-2015,232,188,327,,,,,,
B25A3895,001,13-08-2015,231,187,328,,,,,,
B25A3895,001,14-08-2015,229,185,330,,,,,,
B25A3895,001,15-08-2015,227,183,332,,,,,,
B25A3895,001,16-08-2015,227,183,332,,,,,,
B25A3895,001,17-08-2015,226,182,333,,,,,,
B25A3895,001,18-08-2015,219,175,340,,,,,,
B25A3895,001,19-08-2015,218,174,341,,,,,,
B25A3895,001,20-08-2015,217,173,342,,,,,,
B25A3895,001,21-08-2015,216,172,343,,,,,,
B25A3895,001,22-08-2015,217,173,342,,,,,,
B25A3895,001,23-08-2015,216,172,343,,,,,,
B25A3895,001,24-08-2015,216,172,343,,,,,,
B25A3895,001,25-08-2015,217,173,342,,,,,,
B25A3895,001,26-08-2015,218,174,341,,,,,,
B25A3895,001,27-08-2015,213,169,346,,,,,,
B25A3895,001,28-08-2015,210,166,349,,,,,,
B25A3895,001,29-08-2015,210,166,349,,,,,,
B25A3895,001,30-08-2015,210,166,349,,,,,,
B25A3895,001,31-08-2015,209,165,350,,,,,,
B25A3895,001,01-09-2015,207,163,352,,,,,,
B25A3895,001,02-09-2015,207,163,352,,,,,,
