Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,08-06-2017,,,,,,,,
Gegevens beschikbaar:,07-02-2007,tot:,09-07-2015,,,,,,,,
Datum: ,08-06-2017,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B24H1244,001,,99793,486217,926,14-12-2006,14-12-2006,09-07-2015,977,51,-74,-274


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B24H1244,001,07-02-2007,583,532,394,,Handmeting,,,,
B24H1244,001,08-02-2007,583,532,394,,,,,,
B24H1244,001,09-02-2007,582,531,395,,,,,,
B24H1244,001,10-02-2007,582,531,395,,,,,,
B24H1244,001,11-02-2007,581,530,396,,,,,,
B24H1244,001,12-02-2007,580,529,397,,,,,,
B24H1244,001,13-02-2007,580,529,397,,,,,,
B24H1244,001,14-02-2007,581,530,396,,,,,,
B24H1244,001,15-02-2007,581,530,396,,,,,,
B24H1244,001,16-02-2007,580,529,397,,,,,,
B24H1244,001,17-02-2007,579,528,398,,,,,,
B24H1244,001,18-02-2007,580,529,397,,,,,,
B24H1244,001,19-02-2007,579,528,398,,,,,,
B24H1244,001,20-02-2007,579,528,398,,,,,,
B24H1244,001,21-02-2007,578,527,399,,,,,,
B24H1244,001,22-02-2007,583,532,394,,,,,,
B24H1244,001,23-02-2007,578,527,399,,,,,,
B24H1244,001,24-02-2007,577,526,400,,,,,,
B24H1244,001,25-02-2007,576,525,401,,,,,,
B24H1244,001,26-02-2007,577,526,400,,,,,,
B24H1244,001,27-02-2007,578,527,399,,,,,,
B24H1244,001,28-02-2007,576,525,401,,,,,,
B24H1244,001,01-03-2007,576,525,401,,,,,,
B24H1244,001,02-03-2007,577,526,400,,,,,,
B24H1244,001,03-03-2007,574,523,403,,,,,,
B24H1244,001,04-03-2007,578,527,399,,,,,,
B24H1244,001,05-03-2007,576,525,401,,,,,,
B24H1244,001,06-03-2007,574,523,403,,,,,,
B24H1244,001,07-03-2007,576,525,401,,,,,,
B24H1244,001,08-03-2007,576,525,401,,,,,,
B24H1244,001,09-03-2007,575,524,402,,,,,,
B24H1244,001,10-03-2007,576,525,401,,,,,,
B24H1244,001,11-03-2007,575,524,402,,,,,,
B24H1244,001,12-03-2007,575,524,402,,,,,,
B24H1244,001,13-03-2007,575,524,402,,,,,,
B24H1244,001,14-03-2007,575,524,402,,,,,,
B24H1244,001,15-03-2007,574,523,403,,,,,,
B24H1244,001,16-03-2007,573,522,404,,,,,,
B24H1244,001,17-03-2007,571,520,406,,,,,,
B24H1244,001,18-03-2007,570,519,407,,,,,,
B24H1244,001,19-03-2007,568,517,409,,,,,,
B24H1244,001,20-03-2007,568,517,409,,,,,,
B24H1244,001,21-03-2007,568,517,409,,,,,,
B24H1244,001,22-03-2007,567,516,410,,,,,,
B24H1244,001,23-03-2007,566,515,411,,,,,,
B24H1244,001,24-03-2007,566,515,411,,,,,,
B24H1244,001,25-03-2007,566,515,411,,,,,,
B24H1244,001,26-03-2007,566,515,411,,,,,,
B24H1244,001,27-03-2007,566,515,411,,,,,,
B24H1244,001,28-03-2007,565,514,412,,,,,,
B24H1244,001,29-03-2007,563,512,414,,,,,,
B24H1244,001,30-03-2007,562,511,415,,,,,,
B24H1244,001,31-03-2007,562,511,415,,,,,,
B24H1244,001,01-04-2007,563,512,414,,,,,,
B24H1244,001,02-04-2007,562,511,415,,,,,,
B24H1244,001,03-04-2007,561,510,416,,,,,,
B24H1244,001,04-04-2007,561,510,416,,,,,,
B24H1244,001,05-04-2007,561,510,416,,,,,,
B24H1244,001,06-04-2007,561,510,416,,,,,,
B24H1244,001,07-04-2007,560,509,417,,,,,,
B24H1244,001,08-04-2007,560,509,417,,,,,,
B24H1244,001,09-04-2007,559,508,418,,,,,,
B24H1244,001,10-04-2007,559,508,418,,,,,,
B24H1244,001,11-04-2007,559,508,418,,,,,,
B24H1244,001,12-04-2007,559,508,418,,,,,,
B24H1244,001,13-04-2007,560,509,417,,,,,,
B24H1244,001,14-04-2007,559,508,418,,,,,,
B24H1244,001,15-04-2007,559,508,418,,,,,,
B24H1244,001,16-04-2007,559,508,418,,,,,,
B24H1244,001,17-04-2007,559,508,418,,,,,,
B24H1244,001,18-04-2007,559,508,418,,,,,,
B24H1244,001,19-04-2007,559,508,418,,,,,,
B24H1244,001,20-04-2007,559,508,418,,,,,,
B24H1244,001,21-04-2007,559,508,418,,,,,,
B24H1244,001,22-04-2007,559,508,418,,,,,,
B24H1244,001,23-04-2007,558,507,419,,,,,,
B24H1244,001,24-04-2007,558,507,419,,,,,,
B24H1244,001,25-04-2007,558,507,419,,,,,,
B24H1244,001,26-04-2007,559,508,418,,,,,,
B24H1244,001,27-04-2007,559,508,418,,,,,,
B24H1244,001,28-04-2007,559,508,418,,,,,,
B24H1244,001,29-04-2007,560,509,417,,,,,,
B24H1244,001,30-04-2007,560,509,417,,,,,,
B24H1244,001,01-05-2007,560,509,417,,,,,,
B24H1244,001,02-05-2007,560,509,417,,,,,,
B24H1244,001,03-05-2007,561,510,416,,,,,,
B24H1244,001,04-05-2007,561,510,416,,,,,,
B24H1244,001,05-05-2007,562,511,415,,,,,,
B24H1244,001,06-05-2007,562,511,415,,,,,,
B24H1244,001,07-05-2007,562,511,415,,,,,,
B24H1244,001,08-05-2007,562,511,415,,,,,,
B24H1244,001,09-05-2007,562,511,415,,,,,,
B24H1244,001,10-05-2007,562,511,415,,,,,,
B24H1244,001,11-05-2007,561,510,416,,,,,,
B24H1244,001,12-05-2007,562,511,415,,,,,,
B24H1244,001,13-05-2007,564,513,413,,,,,,
B24H1244,001,14-05-2007,563,512,414,,,,,,
B24H1244,001,15-05-2007,565,514,412,,,,,,
B24H1244,001,16-05-2007,564,513,413,,,,,,
B24H1244,001,17-05-2007,566,515,411,,,,,,
B24H1244,001,18-05-2007,566,515,411,,,,,,
B24H1244,001,19-05-2007,566,515,411,,,,,,
B24H1244,001,20-05-2007,568,517,409,,,,,,
B24H1244,001,21-05-2007,568,517,409,,,,,,
B24H1244,001,22-05-2007,568,517,409,,,,,,
B24H1244,001,23-05-2007,570,519,407,,,,,,
B24H1244,001,24-05-2007,570,519,407,,,,,,
B24H1244,001,25-05-2007,570,519,407,,,,,,
B24H1244,001,26-05-2007,570,519,407,,,,,,
B24H1244,001,27-05-2007,569,518,408,,,,,,
B24H1244,001,28-05-2007,569,518,408,,,,,,
B24H1244,001,29-05-2007,570,519,407,,,,,,
B24H1244,001,30-05-2007,572,521,405,,,,,,
B24H1244,001,31-05-2007,572,521,405,,,,,,
B24H1244,001,01-06-2007,573,522,404,,,,,,
B24H1244,001,02-06-2007,574,523,403,,,,,,
B24H1244,001,03-06-2007,575,524,402,,,,,,
B24H1244,001,04-06-2007,575,524,402,,,,,,
B24H1244,001,05-06-2007,575,524,402,,,,,,
B24H1244,001,06-06-2007,576,525,401,,,,,,
B24H1244,001,07-06-2007,576,525,401,,,,,,
B24H1244,001,08-06-2007,576,525,401,,,,,,
B24H1244,001,09-06-2007,576,525,401,,,,,,
B24H1244,001,10-06-2007,575,524,402,,,,,,
B24H1244,001,11-06-2007,575,524,402,,,,,,
B24H1244,001,12-06-2007,574,523,403,,,,,,
B24H1244,001,13-06-2007,574,523,403,,,,,,
B24H1244,001,14-06-2007,574,523,403,,,,,,
B24H1244,001,15-06-2007,574,523,403,,,,,,
B24H1244,001,16-06-2007,575,524,402,,,,,,
B24H1244,001,17-06-2007,575,524,402,,,,,,
B24H1244,001,18-06-2007,575,524,402,,,,,,
B24H1244,001,19-06-2007,577,526,400,,,,,,
B24H1244,001,20-06-2007,576,525,401,,,,,,
B24H1244,001,21-06-2007,577,526,400,,,,,,
B24H1244,001,22-06-2007,578,527,399,,,,,,
B24H1244,001,23-06-2007,578,527,399,,,,,,
B24H1244,001,24-06-2007,578,527,399,,,,,,
B24H1244,001,25-06-2007,578,527,399,,,,,,
B24H1244,001,26-06-2007,576,525,401,,,,,,
B24H1244,001,27-06-2007,579,528,398,,,,,,
B24H1244,001,28-06-2007,578,527,399,,,,,,
B24H1244,001,29-06-2007,579,528,398,,,,,,
B24H1244,001,30-06-2007,580,529,397,,,,,,
B24H1244,001,01-07-2007,578,527,399,,,,,,
B24H1244,001,02-07-2007,580,529,397,,,,,,
B24H1244,001,03-07-2007,580,529,397,,,,,,
B24H1244,001,04-07-2007,579,528,398,,,,,,
B24H1244,001,05-07-2007,580,529,397,,,,,,
B24H1244,001,06-07-2007,580,529,397,,,,,,
B24H1244,001,07-07-2007,580,529,397,,,,,,
B24H1244,001,08-07-2007,581,530,396,,,,,,
B24H1244,001,09-07-2007,581,530,396,,,,,,
B24H1244,001,10-07-2007,582,531,395,,,,,,
B24H1244,001,11-07-2007,581,530,396,,,,,,
B24H1244,001,12-07-2007,582,531,395,,,,,,
B24H1244,001,13-07-2007,582,531,395,,,,,,
B24H1244,001,14-07-2007,582,531,395,,,,,,
B24H1244,001,15-07-2007,585,534,392,,,,,,
B24H1244,001,16-07-2007,583,532,394,,,,,,
B24H1244,001,17-07-2007,582,531,395,,,,,,
B24H1244,001,18-07-2007,582,531,395,,,,,,
B24H1244,001,19-07-2007,583,532,394,,,,,,
B24H1244,001,20-07-2007,582,531,395,,,,,,
B24H1244,001,21-07-2007,583,532,394,,,,,,
B24H1244,001,22-07-2007,583,532,394,,,,,,
B24H1244,001,23-07-2007,584,533,393,,,,,,
B24H1244,001,24-07-2007,582,531,395,,,,,,
B24H1244,001,25-07-2007,583,532,394,,,,,,
B24H1244,001,26-07-2007,582,531,395,,,,,,
B24H1244,001,27-07-2007,582,531,395,,,,,,
B24H1244,001,28-07-2007,582,531,395,,,,,,
B24H1244,001,29-07-2007,583,532,394,,,,,,
B24H1244,001,30-07-2007,583,532,394,,,,,,
B24H1244,001,31-07-2007,583,532,394,,,,,,
B24H1244,001,01-08-2007,583,532,394,,,,,,
B24H1244,001,02-08-2007,582,531,395,,,,,,
B24H1244,001,03-08-2007,584,533,393,,,,,,
B24H1244,001,04-08-2007,583,532,394,,,,,,
B24H1244,001,05-08-2007,585,534,392,,,,,,
B24H1244,001,06-08-2007,583,532,394,,,,,,
B24H1244,001,07-08-2007,584,533,393,,,,,,
B24H1244,001,08-08-2007,584,533,393,,,,,,
B24H1244,001,09-08-2007,584,533,393,,,,,,
B24H1244,001,10-08-2007,584,533,393,,,,,,
B24H1244,001,11-08-2007,585,534,392,,,,,,
B24H1244,001,12-08-2007,587,536,390,,,,,,
B24H1244,001,13-08-2007,586,535,391,,,,,,
B24H1244,001,14-08-2007,586,535,391,,,,,,
B24H1244,001,15-08-2007,585,534,392,,,,,,
B24H1244,001,16-08-2007,585,534,392,,,,,,
B24H1244,001,17-08-2007,586,535,391,,,,,,
B24H1244,001,18-08-2007,586,535,391,,,,,,
B24H1244,001,19-08-2007,587,536,390,,,,,,
B24H1244,001,20-08-2007,586,535,391,,,,,,
B24H1244,001,21-08-2007,587,536,390,,,,,,
B24H1244,001,22-08-2007,587,536,390,,,,,,
B24H1244,001,23-08-2007,588,537,389,,,,,,
B24H1244,001,24-08-2007,588,537,389,,,,,,
B24H1244,001,25-08-2007,589,538,388,,,,,,
B24H1244,001,26-08-2007,587,536,390,,,,,,
B24H1244,001,27-08-2007,589,538,388,,,,,,
B24H1244,001,28-08-2007,589,538,388,,,,,,
B24H1244,001,29-08-2007,590,539,387,,,,,,
B24H1244,001,30-08-2007,590,539,387,,,,,,
B24H1244,001,31-08-2007,589,538,388,,,,,,
B24H1244,001,01-09-2007,590,539,387,,,,,,
B24H1244,001,02-09-2007,591,540,386,,,,,,
B24H1244,001,03-09-2007,590,539,387,,,,,,
B24H1244,001,04-09-2007,591,540,386,,,,,,
B24H1244,001,05-09-2007,592,541,385,,,,,,
B24H1244,001,06-09-2007,592,541,385,,,,,,
B24H1244,001,07-09-2007,592,541,385,,,,,,
B24H1244,001,08-09-2007,592,541,385,,,,,,
B24H1244,001,09-09-2007,592,541,385,,,,,,
B24H1244,001,10-09-2007,592,541,385,,,,,,
B24H1244,001,11-09-2007,593,542,384,,,,,,
B24H1244,001,12-09-2007,594,543,383,,,,,,
B24H1244,001,13-09-2007,594,543,383,,,,,,
B24H1244,001,14-09-2007,594,543,383,,,,,,
B24H1244,001,15-09-2007,595,544,382,,,,,,
B24H1244,001,16-09-2007,595,544,382,,,,,,
B24H1244,001,17-09-2007,595,544,382,,,,,,
B24H1244,001,18-09-2007,595,544,382,,,,,,
B24H1244,001,19-09-2007,595,544,382,,,,,,
B24H1244,001,20-09-2007,595,544,382,,,,,,
B24H1244,001,21-09-2007,596,545,381,,,,,,
B24H1244,001,22-09-2007,597,546,380,,,,,,
B24H1244,001,23-09-2007,597,546,380,,,,,,
B24H1244,001,24-09-2007,596,545,381,,,,,,
B24H1244,001,25-09-2007,597,546,380,,,,,,
B24H1244,001,26-09-2007,598,547,379,,,,,,
B24H1244,001,27-09-2007,597,546,380,,Handmeting,,,,
B24H1244,001,28-09-2007,595,544,382,,,,,,
B24H1244,001,29-09-2007,596,545,381,,,,,,
B24H1244,001,30-09-2007,597,546,380,,,,,,
B24H1244,001,01-10-2007,596,545,381,,,,,,
B24H1244,001,02-10-2007,597,546,380,,,,,,
B24H1244,001,03-10-2007,597,546,380,,,,,,
B24H1244,001,04-10-2007,598,547,379,,,,,,
B24H1244,001,05-10-2007,597,546,380,,,,,,
B24H1244,001,06-10-2007,598,547,379,,,,,,
B24H1244,001,07-10-2007,599,548,378,,,,,,
B24H1244,001,08-10-2007,599,548,378,,,,,,
B24H1244,001,09-10-2007,599,548,378,,,,,,
B24H1244,001,10-10-2007,599,548,378,,,,,,
B24H1244,001,11-10-2007,599,548,378,,,,,,
B24H1244,001,12-10-2007,600,549,377,,,,,,
B24H1244,001,13-10-2007,601,550,376,,,,,,
B24H1244,001,14-10-2007,601,550,376,,,,,,
B24H1244,001,15-10-2007,600,549,377,,,,,,
B24H1244,001,16-10-2007,601,550,376,,,,,,
B24H1244,001,17-10-2007,601,550,376,,,,,,
B24H1244,001,18-10-2007,603,552,374,,,,,,
B24H1244,001,19-10-2007,602,551,375,,,,,,
B24H1244,001,20-10-2007,604,553,373,,,,,,
B24H1244,001,21-10-2007,602,551,375,,,,,,
B24H1244,001,22-10-2007,604,553,373,,,,,,
B24H1244,001,23-10-2007,604,553,373,,,,,,
B24H1244,001,24-10-2007,604,553,373,,,,,,
B24H1244,001,25-10-2007,604,553,373,,,,,,
B24H1244,001,26-10-2007,604,553,373,,,,,,
B24H1244,001,27-10-2007,605,554,372,,,,,,
B24H1244,001,28-10-2007,604,553,373,,,,,,
B24H1244,001,29-10-2007,604,553,373,,,,,,
B24H1244,001,30-10-2007,606,555,371,,,,,,
B24H1244,001,31-10-2007,606,555,371,,,,,,
B24H1244,001,01-11-2007,606,555,371,,,,,,
B24H1244,001,02-11-2007,607,556,370,,,,,,
B24H1244,001,03-11-2007,608,557,369,,,,,,
B24H1244,001,04-11-2007,609,558,368,,,,,,
B24H1244,001,05-11-2007,608,557,369,,,,,,
B24H1244,001,06-11-2007,609,558,368,,,,,,
