Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,10-06-2017,,,,,,,,
Gegevens beschikbaar:,14-10-1987,tot:,14-12-2004,,,,,,,,
Datum: ,10-06-2017,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B25D0613,001,25DL0004,111770,484460,,,15-09-1987,24-11-1988,,-8,,
B25D0613,001,25DL0004,111770,484460,,,24-11-1988,28-12-2004,,-3,,


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B25D0613,001,14-10-1987,84,92,,,,,,,
B25D0613,001,28-10-1987,94,102,,,,,,,
B25D0613,001,13-11-1987,60,68,,,,,,,
B25D0613,001,27-11-1987,70,78,,,,,,,
B25D0613,001,14-12-1987,86,94,,,,,,,
B25D0613,001,14-01-1988,70,78,,,,,,,
B25D0613,001,28-01-1988,48,56,,,,,,,
B25D0613,001,29-02-1988,79,87,,,,,,,
B25D0613,001,14-03-1988,74,82,,,,,,,
B25D0613,001,28-03-1988,80,88,,,,,,,
B25D0613,001,15-04-1988,85,93,,,,,,,
B25D0613,001,28-04-1988,102,110,,,,,,,
B25D0613,001,16-05-1988,110,118,,,,,,,
B25D0613,001,27-05-1988,138,146,,,,,,,
B25D0613,001,14-06-1988,152,160,,,,,,,
B25D0613,001,28-06-1988,174,182,,,,,,,
B25D0613,001,14-07-1988,142,150,,,,,,,
B25D0613,001,28-07-1988,134,142,,,,,,,
B25D0613,001,15-08-1988,170,178,,,,,,,
B25D0613,001,29-08-1988,107,115,,,,,,,
B25D0613,001,14-09-1988,100,108,,,,,,,
B25D0613,001,28-09-1988,78,86,,,,,,,
B25D0613,001,28-11-1988,82,85,,,,,,,
B25D0613,001,14-12-1988,80,83,,,,,,,
B25D0613,001,28-12-1988,80,83,,,,,,,
B25D0613,001,13-01-1989,82,85,,,,,,,
B25D0613,001,28-02-1989,60,63,,,,,,,
B25D0613,001,14-03-1989,94,97,,,,,,,
B25D0613,001,28-03-1989,80,83,,,,,,,
B25D0613,001,14-04-1989,90,93,,,,,,,
B25D0613,001,28-04-1989,96,99,,,,,,,
B25D0613,001,16-05-1989,114,117,,,,,,,
