Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,10-06-2017,,,,,,,,
Gegevens beschikbaar:,06-05-1959,tot:,30-03-2005,,,,,,,,
Datum: ,10-06-2017,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B24F0089,001,24FP0004,99180,492495,398,01-01-1941,06-05-1959,14-04-2005,473,75,-402,-502


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B24F0089,001,06-05-1959,249,174,224,,,,,,
B24F0089,001,03-06-1959,256,181,217,,,,,,
B24F0089,001,08-07-1959,270,195,203,,,,,,
B24F0089,001,05-08-1959,280,205,193,,,,,,
B24F0089,001,01-09-1959,275,200,198,,,,,,
B24F0089,001,08-10-1959,290,215,183,,,,,,
B24F0089,001,04-11-1959,298,223,175,,,,,,
B24F0089,001,03-12-1959,301,226,172,,,,,,
B24F0089,001,07-01-1960,280,205,193,,,,,,
B24F0089,001,04-02-1960,274,199,199,,,,,,
B24F0089,001,03-03-1960,267,192,206,,,,,,
B24F0089,001,05-04-1960,272,197,201,,,,,,
B24F0089,001,04-05-1960,282,207,191,,,,,,
B24F0089,001,02-06-1960,289,214,184,,,,,,
B24F0089,001,06-07-1960,298,223,175,,,,,,
B24F0089,001,03-08-1960,305,230,168,,,,,,
B24F0089,001,07-09-1960,295,220,178,,,,,,
B24F0089,001,05-10-1960,295,220,178,,,,,,
B24F0089,001,02-11-1960,286,211,187,,,,,,
B24F0089,001,07-12-1960,245,170,228,,,,,,
B24F0089,001,08-02-1961,215,140,258,,,,,,
B24F0089,001,09-03-1961,212,137,261,,,,,,
B24F0089,001,10-04-1961,217,142,256,,,,,,
B24F0089,001,03-05-1961,223,148,250,,,,,,
B24F0089,001,07-06-1961,236,161,237,,,,,,
B24F0089,001,05-07-1961,247,172,226,,,,,,
B24F0089,001,01-08-1961,252,177,221,,,,,,
B24F0089,001,06-09-1961,267,192,206,,,,,,
B24F0089,001,04-10-1961,263,188,210,,,,,,
B24F0089,001,08-11-1961,251,176,222,,,,,,
B24F0089,001,06-12-1961,233,158,240,,,,,,
B24F0089,001,03-01-1962,222,147,251,,,,,,
B24F0089,001,07-02-1962,212,137,261,,,,,,
B24F0089,001,07-03-1962,213,138,260,,,,,,
B24F0089,001,04-04-1962,216,141,257,,,,,,
B24F0089,001,02-05-1962,210,135,263,,,,,,
B24F0089,001,06-06-1962,225,150,248,,,,,,
B24F0089,001,04-07-1962,239,164,234,,,,,,
B24F0089,001,01-08-1962,241,166,232,,,,,,
B24F0089,001,05-09-1962,250,175,223,,,,,,
B24F0089,001,03-10-1962,258,183,215,,,,,,
B24F0089,001,07-11-1962,262,187,211,,,,,,
B24F0089,001,05-12-1962,256,181,217,,,,,,
B24F0089,001,06-02-1963,264,189,209,,,,,,
B24F0089,001,06-03-1963,266,191,207,,,,,,
B24F0089,001,03-04-1963,259,184,214,,,,,,
B24F0089,001,01-05-1963,269,194,204,,,,,,
B24F0089,001,05-06-1963,270,195,203,,,,,,
B24F0089,001,03-07-1963,275,200,198,,,,,,
B24F0089,001,07-08-1963,280,205,193,,,,,,
B24F0089,001,04-09-1963,280,205,193,,,,,,
B24F0089,001,02-10-1963,275,200,198,,,,,,
B24F0089,001,06-11-1963,283,208,190,,,,,,
B24F0089,001,04-12-1963,288,213,185,,,,,,
B24F0089,001,08-01-1964,263,188,210,,,,,,
B24F0089,001,05-02-1964,265,190,208,,,,,,
B24F0089,001,05-03-1964,277,202,196,,,,,,
B24F0089,001,01-04-1964,283,208,190,,,,,,
B24F0089,001,06-05-1964,285,210,188,,,,,,
B24F0089,001,03-06-1964,289,214,184,,,,,,
B24F0089,001,01-07-1964,283,208,190,,,,,,
B24F0089,001,05-08-1964,300,225,173,,,,,,
B24F0089,001,02-09-1964,306,231,167,,,,,,
B24F0089,001,07-10-1964,310,235,163,,,,,,
B24F0089,001,04-11-1964,294,219,179,,,,,,
B24F0089,001,02-12-1964,294,219,179,,,,,,
B24F0089,001,06-01-1965,283,208,190,,,,,,
B24F0089,001,03-02-1965,278,203,195,,,,,,
B24F0089,001,03-03-1965,281,206,192,,,,,,
B24F0089,001,14-04-1965,284,209,189,,,,,,
B24F0089,001,04-05-1965,287,212,186,,,,,,
B24F0089,001,02-06-1965,277,202,196,,,,,,
B24F0089,001,07-07-1965,288,213,185,,,,,,
B24F0089,001,04-08-1965,296,221,177,,,,,,
B24F0089,001,01-09-1965,300,225,173,,,,,,
B24F0089,001,06-10-1965,275,200,198,,,,,,
B24F0089,001,03-11-1965,281,206,192,,,,,,
B24F0089,001,07-12-1965,274,199,199,,,,,,
B24F0089,001,04-01-1966,241,166,232,,,,,,
B24F0089,001,01-02-1966,239,164,234,,,,,,
B24F0089,001,01-03-1966,228,153,245,,,,,,
B24F0089,001,12-04-1966,228,153,245,,,,,,
B24F0089,001,10-05-1966,223,148,250,,,,,,
B24F0089,001,14-06-1966,240,165,233,,,,,,
B24F0089,001,12-07-1966,240,165,233,,,,,,
B24F0089,001,02-08-1966,255,180,218,,,,,,
B24F0089,001,06-09-1966,258,183,215,,,,,,
B24F0089,001,04-10-1966,266,191,207,,,,,,
B24F0089,001,01-11-1966,271,196,202,,,,,,
B24F0089,001,06-12-1966,245,170,228,,,,,,
B24F0089,001,03-01-1967,218,143,255,,,,,,
B24F0089,001,07-02-1967,209,134,264,,,,,,
B24F0089,001,07-03-1967,200,125,273,,,,,,
B24F0089,001,05-04-1967,224,149,249,,,,,,
B24F0089,001,09-05-1967,229,154,244,,,,,,
B24F0089,001,06-06-1967,235,160,238,,,,,,
B24F0089,001,04-07-1967,247,172,226,,,,,,
B24F0089,001,01-08-1967,255,180,218,,,,,,
B24F0089,001,12-09-1967,270,195,203,,,,,,
B24F0089,001,03-10-1967,271,196,202,,,,,,
B24F0089,001,13-11-1967,245,170,228,,,,,,
B24F0089,001,05-12-1967,238,163,235,,,,,,
B24F0089,001,09-01-1968,223,148,250,,,,,,
B24F0089,001,13-02-1968,210,135,263,,,,,,
B24F0089,001,05-03-1968,215,140,258,,,,,,
B24F0089,001,02-04-1968,224,149,249,,,,,,
B24F0089,001,07-05-1968,237,162,236,,,,,,
B24F0089,001,04-06-1968,242,167,231,,,,,,
B24F0089,001,02-07-1968,245,170,228,,,,,,
B24F0089,001,06-08-1968,260,185,213,,,,,,
B24F0089,001,03-09-1968,265,190,208,,,,,,
B24F0089,001,01-10-1968,267,192,206,,,,,,
B24F0089,001,05-11-1968,253,178,220,,,,,,
B24F0089,001,04-12-1968,260,185,213,,,,,,
B24F0089,001,14-01-1969,261,186,212,,,,,,
B24F0089,001,28-01-1969,256,181,217,,,,,,
B24F0089,001,14-02-1969,254,179,219,,,,,,
B24F0089,001,28-02-1969,252,177,221,,,,,,
B24F0089,001,14-03-1969,250,175,223,,,,,,
B24F0089,001,28-03-1969,245,170,228,,,,,,
B24F0089,001,15-04-1969,249,174,224,,,,,,
B24F0089,001,29-04-1969,251,176,222,,,,,,
B24F0089,001,14-05-1969,251,176,222,,,,,,
B24F0089,001,28-05-1969,257,182,216,,,,,,
B24F0089,001,13-06-1969,262,187,211,,,,,,
B24F0089,001,27-06-1969,267,192,206,,,,,,
B24F0089,001,16-07-1969,273,198,200,,,,,,
B24F0089,001,28-07-1969,275,200,198,,,,,,
B24F0089,001,14-08-1969,282,207,191,,,,,,
B24F0089,001,26-08-1969,285,210,188,,,,,,
B24F0089,001,15-09-1969,285,210,188,,,,,,
B24F0089,001,29-09-1969,289,214,184,,,,,,
B24F0089,001,14-10-1969,292,217,181,,,,,,
B24F0089,001,28-10-1969,290,215,183,,,,,,
B24F0089,001,14-11-1969,299,224,174,,,,,,
B24F0089,001,28-11-1969,300,225,173,,,,,,
B24F0089,001,15-12-1969,299,224,174,,,,,,
B24F0089,001,29-12-1969,297,222,176,,,,,,
B24F0089,001,14-01-1970,294,219,179,,,,,,
B24F0089,001,28-01-1970,295,220,178,,,,,,
B24F0089,001,13-02-1970,295,220,178,,,,,,
B24F0089,001,27-02-1970,288,213,185,,,,,,
B24F0089,001,13-03-1970,280,205,193,,,,,,
B24F0089,001,26-03-1970,275,200,198,,,,,,
B24F0089,001,14-04-1970,278,203,195,,,,,,
B24F0089,001,28-04-1970,278,203,195,,,,,,
B24F0089,001,28-05-1970,287,212,186,,,,,,
B24F0089,001,15-06-1970,293,218,180,,,,,,
B24F0089,001,29-06-1970,298,223,175,,,,,,
B24F0089,001,14-07-1970,302,227,171,,,,,,
B24F0089,001,28-07-1970,306,231,167,,,,,,
B24F0089,001,14-08-1970,310,235,163,,,,,,
B24F0089,001,28-08-1970,311,236,162,,,,,,
B24F0089,001,14-09-1970,315,240,158,,,,,,
B24F0089,001,28-09-1970,317,242,156,,,,,,
B24F0089,001,14-10-1970,320,245,153,,,,,,
B24F0089,001,26-10-1970,319,244,154,,,,,,
B24F0089,001,13-11-1970,299,224,174,,,,,,
B24F0089,001,27-11-1970,294,219,179,,,,,,
B24F0089,001,14-12-1970,289,214,184,,,,,,
B24F0089,001,28-12-1970,285,210,188,,,,,,
B24F0089,001,13-01-1971,289,214,184,,,,,,
B24F0089,001,28-01-1971,292,217,181,,,,,,
B24F0089,001,15-02-1971,282,207,191,,,,,,
B24F0089,001,15-03-1971,281,206,192,,,,,,
B24F0089,001,29-03-1971,283,208,190,,,,,,
B24F0089,001,14-04-1971,286,211,187,,,,,,
B24F0089,001,27-04-1971,290,215,183,,,,,,
B24F0089,001,14-05-1971,297,222,176,,,,,,
B24F0089,001,27-05-1971,300,225,173,,,,,,
B24F0089,001,14-06-1971,304,229,169,,,,,,
B24F0089,001,28-06-1971,306,231,167,,,,,,
B24F0089,001,14-07-1971,308,233,165,,,,,,
B24F0089,001,27-07-1971,320,245,153,,,,,,
B24F0089,001,13-08-1971,315,240,158,,,,,,
B24F0089,001,23-08-1971,318,243,155,,,,,,
B24F0089,001,13-09-1971,322,247,151,,,,,,
B24F0089,001,28-09-1971,325,250,148,,,,,,
B24F0089,001,18-10-1971,331,256,142,,,,,,
B24F0089,001,28-10-1971,333,258,140,,,,,,
B24F0089,001,15-11-1971,337,262,136,,,,,,
B24F0089,001,29-11-1971,334,259,139,,,,,,
B24F0089,001,13-12-1971,327,252,146,,,,,,
B24F0089,001,14-01-1972,334,259,139,,,,,,
B24F0089,001,31-01-1972,340,265,133,,,,,,
B24F0089,001,14-02-1972,340,265,133,,,,,,
B24F0089,001,28-02-1972,341,266,132,,,,,,
B24F0089,001,14-03-1972,342,267,131,,,,,,
B24F0089,001,27-03-1972,334,259,139,,,,,,
B24F0089,001,14-04-1972,314,239,159,,,,,,
B24F0089,001,24-04-1972,345,270,128,,,,,,
B24F0089,001,15-05-1972,346,271,127,,,,,,
B24F0089,001,29-05-1972,348,273,125,,,,,,
B24F0089,001,14-06-1972,350,275,123,,,,,,
B24F0089,001,28-06-1972,351,276,122,,,,,,
B24F0089,001,14-07-1972,351,276,122,,,,,,
B24F0089,001,28-07-1972,350,275,123,,,,,,
B24F0089,001,14-08-1972,351,276,122,,,,,,
B24F0089,001,29-08-1972,355,280,118,,,,,,
B24F0089,001,15-09-1972,355,280,118,,,,,,
B24F0089,001,28-09-1972,351,276,122,,,,,,
B24F0089,001,10-10-1972,355,280,118,,,,,,
B24F0089,001,27-10-1972,350,275,123,,,,,,
B24F0089,001,28-11-1972,345,270,128,,,,,,
B24F0089,001,18-12-1972,362,287,111,,,,,,
