Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,10-06-2017,,,,,,,,
Gegevens beschikbaar:,06-03-1974,tot:,08-12-2015,,,,,,,,
Datum: ,10-06-2017,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B24H0015,002,24HP0026,98981,487326,1040,01-01-1904,06-03-1974,08-12-2015,1048,8,-2680,-2780


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B24H0015,002,06-03-1974,1119,1111,-71,,,,,,
B24H0015,002,05-06-1974,1121,1113,-73,,,,,,
B24H0015,002,11-09-1974,1118,1110,-70,,,,,,
B24H0015,002,04-12-1974,1102,1094,-54,,,,,,
B24H0015,002,23-04-1975,1098,1090,-50,,,,,,
B24H0015,002,28-08-1975,1124,1116,-76,,,,,,
B24H0015,002,15-10-1975,1111,1103,-63,,,,,,
B24H0015,002,17-12-1975,1046,1038,2,,,,,,
B24H0015,002,21-04-1976,1065,1057,-17,,,,,,
B24H0015,002,27-08-1976,1180,1172,-132,,,,,,
B24H0015,002,13-10-1976,1150,1142,-102,,,,,,
B24H0015,002,15-12-1976,1151,1143,-103,,,,,,
B24H0015,002,27-04-1977,1045,1037,3,,,,,,
B24H0015,002,31-08-1977,1064,1056,-16,,,,,,
B24H0015,002,12-10-1977,1070,1062,-22,,,,,,
B24H0015,002,14-12-1977,1037,1029,11,,,,,,
B24H0015,002,26-04-1978,1041,1033,7,,,,,,
B24H0015,002,30-08-1978,1063,1055,-15,,,,,,
B24H0015,002,11-10-1978,1051,1043,-3,,,,,,
B24H0015,002,13-12-1978,1039,1031,9,,,,,,
B24H0015,002,25-04-1979,1024,1016,24,,,,,,
B24H0015,002,29-08-1979,1030,1022,18,,,,,,
B24H0015,002,17-10-1979,1035,1027,13,,,,,,
B24H0015,002,12-12-1979,1022,1014,26,,,,,,
B24H0015,002,23-04-1980,1020,1012,28,,,,,,
B24H0015,002,27-08-1980,1039,1031,9,,,,,,
B24H0015,002,15-10-1980,1038,1030,10,,,,,,
B24H0015,002,10-12-1980,1026,1018,22,,,,,,
B24H0015,002,22-04-1981,1023,1015,25,,,,,,
B24H0015,002,26-08-1981,1037,1029,11,,,,,,
B24H0015,002,14-10-1981,1019,1011,29,,,,,,
B24H0015,002,16-12-1981,998,990,50,,,,,,
B24H0015,002,28-04-1982,1022,1014,26,,,,,,
B24H0015,002,25-08-1982,1034,1026,14,,,,,,
B24H0015,002,13-10-1982,1029,1021,19,,,,,,
B24H0015,002,15-12-1982,1013,1005,35,,,,,,
B24H0015,002,27-04-1983,1011,1003,37,,,,,,
B24H0015,002,31-08-1983,1044,1036,4,,,,,,
B24H0015,002,12-10-1983,1003,995,45,,,,,,
B24H0015,002,14-12-1983,1020,1012,28,,,,,,
B24H0015,002,25-04-1984,1015,1007,33,,,,,,
B24H0015,002,29-08-1984,1046,1038,2,, [TNO_CH1=+1], oud = 1073,,,,
B24H0015,002,17-10-1984,1027,1019,21,,,,,,
B24H0015,002,12-12-1984,1022,1014,26,,,,,,
B24H0015,002,25-04-1985,1032,1024,16,,,,,,
B24H0015,002,28-08-1985,1026,1018,22,,,,,,
B24H0015,002,26-08-1987,1048,1040,0,,,,,,
B24H0015,002,27-04-1988,1048,1040,0,,,,,,
B24H0015,002,31-08-1988,1048,1040,0,,,,,,
B24H0015,002,30-08-1989,1061,1053,-13,,,,,,
B24H0015,002,11-10-1989,1050,1042,-2,,,,,,
B24H0015,002,13-12-1989,1114,1106,-66,,,,,,
B24H0015,002,25-04-1990,1042,1034,6,,,,,,
B24H0015,002,29-08-1990,1116,1108,-68,,,,,,
B24H0015,002,10-10-1990,1068,1060,-20,,,,,,
B24H0015,002,12-12-1990,1099,1091,-51,,,,,,
B24H0015,002,24-04-1991,1053,1045,-5,,,,,,
B24H0015,002,28-08-1991,1109,1101,-61,,,,,,
B24H0015,002,16-10-1991,1050,1042,-2,,,,,,
B24H0015,002,11-12-1991,1040,1032,8,,,,,,
B24H0015,002,29-04-1992,1040,1032,8,,,,,,
B24H0015,002,26-08-1992,1055,1047,-7,,,,,,
B24H0015,002,14-10-1992,1046,1038,2,,,,,,
B24H0015,002,16-12-1992,1014,1006,34,,,,,,
B24H0015,002,28-04-1993,1039,1031,9,,,,,,
B24H0015,002,25-08-1993,1039,1031,9,,,,,,
B24H0015,002,14-10-1993,1026,1018,22,,,,,,
B24H0015,002,15-12-1993,1025,1017,23,,,,,,
B24H0015,002,27-04-1994,1072,1064,-24,,,,,,
B24H0015,002,24-08-1994,1031,1023,17,,,,,,
B24H0015,002,12-10-1994,1020,1012,28,,,,,,
B24H0015,002,14-12-1994,999,991,49,,,,,,
B24H0015,002,26-04-1995,1007,999,41,,,,,,
B24H0015,002,30-08-1995,1026,1018,22,,,,,,
B24H0015,002,11-10-1995,1018,1010,30,,,,,,
B24H0015,002,13-12-1995,1030,1022,18,,,,,,
B24H0015,002,24-04-1996,1048,1040,0,,,,,,
B24H0015,002,28-08-1996,1039,1031,9,,,,,,
B24H0015,002,16-10-1996,1030,1022,18,,,,,,
B24H0015,002,11-12-1996,1008,1000,40,,,,,,
B24H0015,002,23-04-1997,1038,1030,10,,,,,,
B24H0015,002,27-08-1997,1037,1029,11,,,,,,
B24H0015,002,15-10-1997,1013,1005,35,,,,,,
B24H0015,002,10-12-1997,1008,1000,40,,,,,,
B24H0015,002,29-04-1998,994,986,54,,,,,,
B24H0015,002,26-08-1998,998,990,50,,,,,,
B24H0015,002,14-10-1998,971,963,77,,,,,,
B24H0015,002,16-12-1998,979,971,69,,,,,,
B24H0015,002,28-04-1999,975,967,73,,,,,,
B24H0015,002,25-08-1999,998,990,50,,,,,,
B24H0015,002,13-10-1999,978,970,70,,,,,,
B24H0015,002,15-12-1999,955,947,93,,,,,,
B24H0015,002,26-04-2000,975,967,73,,,,,,
B24H0015,002,30-08-2000,1002,994,46,,,,,,
B24H0015,002,11-10-2000,994,986,54,,,,,,
B24H0015,002,13-12-2000,960,952,88,,,,,,
B24H0015,002,25-04-2001,975,967,73,,,,,,
B24H0015,002,29-08-2001,991,983,57,,,,,,
