Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,10-06-2017,,,,,,,,
Gegevens beschikbaar:,06-03-1974,tot:,14-12-2015,,,,,,,,
Datum: ,10-06-2017,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B24H0257,004,24HP0257,99243,486993,815,01-01-1916,01-10-1921,14-12-2015,864,49,-8400,-8500


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B24H0257,004,06-03-1974,947,898,-83,,,,,,
B24H0257,004,05-06-1974,963,914,-99,,,,,,
B24H0257,004,11-09-1974,959,910,-95,,,,,,
B24H0257,004,04-12-1974,933,884,-69,,,,,,
B24H0257,004,23-04-1975,928,879,-64,,,,,,
B24H0257,004,28-08-1975,973,924,-109,,,,,,
B24H0257,004,15-10-1975,953,904,-89,,,,,,
B24H0257,004,17-12-1975,916,867,-52,,,,,,
B24H0257,004,21-04-1976,928,879,-64,,,,,,
B24H0257,004,27-08-1976,1037,988,-173,,,,,,
B24H0257,004,13-10-1976,1001,952,-137,,,,,,
B24H0257,004,15-12-1976,1000,951,-136,,,,,,
B24H0257,004,27-04-1977,911,862,-47,,,,,,
B24H0257,004,31-08-1977,927,878,-63,,,,,,
B24H0257,004,12-10-1977,935,886,-71,,,,,,
B24H0257,004,14-12-1977,901,852,-37,,,,,,
B24H0257,004,26-04-1978,904,855,-40,,,,,,
B24H0257,004,30-08-1978,912,863,-48,,,,,,
B24H0257,004,11-10-1978,911,862,-47,,,,,,
B24H0257,004,13-12-1978,895,846,-31,,,,,,
B24H0257,004,25-04-1979,884,835,-20,,,,,,
B24H0257,004,29-08-1979,888,839,-24,,,,,,
B24H0257,004,17-10-1979,895,846,-31,,,,,,
B24H0257,004,12-12-1979,880,831,-16,,,,,,
B24H0257,004,23-04-1980,877,828,-13,,,,,,
B24H0257,004,27-08-1980,896,847,-32,,,,,,
B24H0257,004,15-10-1980,895,846,-31,,,,,,
B24H0257,004,10-12-1980,881,832,-17,,,,,,
B24H0257,004,22-04-1981,880,831,-16,,,,,,
B24H0257,004,26-08-1981,891,842,-27,,,,,,
B24H0257,004,14-10-1981,874,825,-10,,,,,,
B24H0257,004,16-12-1981,853,804,11,,,,,,
B24H0257,004,28-04-1982,875,826,-11,,,,,,
B24H0257,004,25-08-1982,885,836,-21,,,,,,
B24H0257,004,13-10-1982,882,833,-18,,,,,,
B24H0257,004,15-12-1982,867,818,-3,,,,,,
B24H0257,004,27-04-1983,868,819,-4,,,,,,
B24H0257,004,31-08-1983,895,846,-31,,,,,,
B24H0257,004,12-10-1983,854,805,10,,,,,,
B24H0257,004,14-12-1983,872,823,-8,,,,,,
B24H0257,004,25-04-1984,866,817,-2,,,,,,
B24H0257,004,29-08-1984,896,847,-32,,,,,,
B24H0257,004,17-10-1984,872,823,-8,,,,,,
B24H0257,004,12-12-1984,868,819,-4,,,,,,
B24H0257,004,25-04-1985,885,836,-21,,,,,,
B24H0257,004,28-08-1985,873,824,-9,,,,,,
B24H0257,004,16-10-1985,875,826,-11,,,,,,
B24H0257,004,11-12-1985,918,869,-54,,,,,,
B24H0257,004,23-04-1986,874,825,-10,,,,,,
B24H0257,004,27-08-1986,896,847,-32,,,,,,
B24H0257,004,14-10-1986,891,842,-27,,,,,,
