Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,10-06-2017,,,,,,,,
B25D0604,001,14-01-1954,,,,O,,,,,
B25D0604,001,15-02-1954,20,24,,,,,,,
B25D0604,001,01-03-1954,14,18,,,,,,,
B25D0604,001,15-03-1954,6,10,,,,,,,
B25D0604,001,29-03-1954,23,27,,,,,,,
B25D0604,001,14-04-1954,33,37,,,,,,,
B25D0604,001,28-04-1954,45,49,,,,,,,
B25D0604,001,14-05-1954,49,53,,,,,,,
B25D0604,001,28-05-1954,50,54,,,,,,,
B25D0604,001,15-06-1954,43,47,,,,,,,
B25D0604,001,28-06-1954,45,49,,,,,,,
B25D0604,001,14-07-1954,45,49,,,,,,,
B25D0604,001,28-07-1954,0,4,,,,,,,
B25D0604,001,14-08-1954,14,18,,,,,,,
B25D0604,001,27-08-1954,13,17,,,,,,,
B25D0604,001,14-09-1954,25,29,,,,,,,
B25D0604,001,28-09-1954,5,9,,,,,,,
B25D0604,001,28-10-1954,0,4,,,,,,,
B25D0604,001,15-11-1954,0,4,,,,,,,
B25D0604,001,30-11-1954,0,4,,,,,,,
B25D0604,001,14-12-1954,0,4,,,,,,,
B25D0604,001,28-12-1954,0,4,,,,,,,
B25D0604,001,28-01-1955,0,4,,,,,,,
B25D0604,001,14-02-1955,0,4,,,,,,,
B25D0604,001,14-03-1955,21,25,,,,,,,
B25D0604,001,28-03-1955,0,4,,,,,,,
B25D0604,001,14-04-1955,18,22,,,,,,,
B25D0604,001,28-04-1955,35,39,,,,,,,
B25D0604,001,14-05-1955,39,43,,,,,,,
B25D0604,001,28-05-1955,37,41,,,,,,,
B25D0604,001,14-06-1955,44,48,,,,,,,
B25D0604,001,28-06-1955,49,53,,,,,,,
B25D0604,001,13-07-1955,44,48,,,,,,,
B25D0604,001,14-07-1955,46,50,,,,,,,
B25D0604,001,14-08-1955,42,46,,,,,,,
B25D0604,001,28-08-1955,49,53,,,,,,,
B25D0604,001,14-09-1955,14,18,,,,,,,
B25D0604,001,28-09-1955,20,24,,,,,,,
B25D0604,001,14-10-1955,14,18,,,,,,,
B25D0604,001,28-10-1955,0,4,,,,,,,
B25D0604,001,14-11-1955,2,6,,,,,,,
B25D0604,001,28-11-1955,5,9,,,,,,,
B25D0604,001,14-12-1955,9,13,,,,,,,
B25D0604,001,28-12-1955,0,4,,,,,,,
B25D0604,001,14-04-1965,39,45,-225,,,,,,
B25D0604,001,28-04-1965,26,32,-212,,,,,,
B25D0604,001,14-05-1965,29,35,-215,,,,,,
B25D0604,001,29-05-1965,38,44,-224,,,,,,
B25D0604,001,14-06-1965,37,43,-223,,,,,,
B25D0604,001,28-06-1965,40,46,-226,,,,,,
B25D0604,001,14-07-1965,45,51,-231,,,,,,
B25D0604,001,28-07-1965,39,45,-225,,,,,,
B25D0604,001,14-08-1965,48,54,-234,,,,,,
B25D0604,001,28-08-1965,37,43,-223,,,,,,
B25D0604,001,14-09-1965,17,23,-203,,,,,,
B25D0604,001,29-09-1965,33,39,-219,,,,,,
B25D0604,001,28-10-1965,42,48,-228,,,,,,
B25D0604,001,15-11-1965,42,48,-228,,,,,,
B25D0604,001,29-11-1965,29,35,-215,,,,,,
B25D0604,001,16-12-1965,19,25,-205,,,,,,
B25D0604,001,28-12-1965,21,27,-207,,,,,,
B25D0604,001,14-01-1966,32,38,-218,,,,,,
B25D0604,001,28-01-1966,26,32,-212,,,,,,
B25D0604,001,14-02-1966,34,40,-220,,,,,,
B25D0604,001,28-02-1966,28,34,-214,,,,,,
B25D0604,001,14-03-1966,27,33,-213,,,,,,
B25D0604,001,15-04-1966,20,26,-206,,,,,,
B25D0604,001,28-04-1966,27,33,-213,,,,,,
B25D0604,001,13-05-1966,57,63,-243,,,,,,
B25D0604,001,28-05-1966,47,53,-233,,,,,,
B25D0604,001,16-06-1966,58,64,-244,,,,,,
B25D0604,001,28-06-1966,48,54,-234,,,,,,
B25D0604,001,15-07-1966,50,56,-236,,,,,,
B25D0604,001,28-07-1966,34,40,-220,,,,,,
B25D0604,001,14-08-1966,31,37,-217,,,,,,
B25D0604,001,29-08-1966,43,49,-229,,,,,,
B25D0604,001,22-09-1966,40,46,-226,,,,,,
B25D0604,001,28-09-1966,42,48,-228,,,,,,
B25D0604,001,14-10-1966,33,39,-219,,,,,,
B25D0604,001,29-10-1966,33,39,-219,,,,,,
B25D0604,001,14-11-1966,34,40,-220,,,,,,
B25D0604,001,16-12-1966,21,27,-207,,,,,,
B25D0604,001,29-12-1966,19,25,-205,,,,,,
B25D0604,001,13-01-1967,23,29,-209,,,,,,
B25D0604,001,28-01-1967,33,39,-219,,,,,,
B25D0604,001,15-02-1967,36,42,-222,,,,,,
B25D0604,001,01-03-1967,30,36,-216,,,,,,
B25D0604,001,16-03-1967,36,42,-222,,,,,,
B25D0604,001,28-03-1967,40,46,-226,,,,,,
B25D0604,001,14-04-1967,38,44,-224,,,,,,
B25D0604,001,28-04-1967,39,45,-225,,,,,,
B25D0604,001,16-05-1967,48,54,-234,,,,,,
B25D0604,001,29-05-1967,44,50,-230,,,,,,
B25D0604,001,14-06-1967,47,53,-233,,,,,,
B25D0604,001,28-06-1967,51,57,-237,,,,,,
B25D0604,001,14-07-1967,57,63,-243,,,,,,
B25D0604,001,01-08-1967,67,73,-253,,,,,,
B25D0604,001,14-08-1967,58,64,-244,,,,,,
B25D0604,001,28-08-1967,56,62,-242,,,,,,
B25D0604,001,18-09-1967,46,52,-232,,,,,,
B25D0604,001,28-09-1967,37,43,-223,,,,,,
B25D0604,001,13-10-1967,33,39,-219,,,,,,
B25D0604,001,28-10-1967,23,29,-209,,,,,,
B25D0604,001,14-11-1967,29,35,-215,,,,,,
B25D0604,001,15-12-1967,19,25,-205,,,,,,
B25D0604,001,28-12-1967,21,27,-207,,,,,,
B25D0604,001,18-01-1968,19,25,-205,,,,,,
B25D0604,001,29-01-1968,17,23,-203,,,,,,
B25D0604,001,27-02-1968,23,29,-209,,,,,,
B25D0604,001,28-02-1968,24,30,-210,,,,,,
B25D0604,001,15-03-1968,19,25,-205,,,,,,
B25D0604,001,28-03-1968,34,40,-220,,,,,,
B25D0604,001,15-04-1968,46,52,-232,,,,,,
B25D0604,001,28-04-1968,49,55,-235,,,,,,
B25D0604,001,14-05-1968,40,46,-226,,,,,,
B25D0604,001,28-05-1968,39,45,-225,,,,,,
B25D0604,001,15-06-1968,46,52,-232,,,,,,
B25D0604,001,29-06-1968,47,53,-233,,,,,,
B25D0604,001,15-07-1968,41,47,-227,,,,,,
B25D0604,001,28-07-1968,44,50,-230,,,,,,
B25D0604,001,14-08-1968,44,50,-230,,,,,,
B25D0604,001,28-08-1968,46,52,-232,,,,,,
B25D0604,001,16-09-1968,38,44,-224,,,,,,
B25D0604,001,28-09-1968,22,28,-208,,,,,,
B25D0604,001,29-10-1968,15,21,-201,,,,,,
B25D0604,001,28-11-1968,13,19,-199,,,,,,
B25D0604,001,17-12-1968,36,42,-222,,,,,,
B25D0604,001,30-12-1968,33,39,-219,,,,,,
B25D0604,001,14-01-1969,31,37,-217,,,,,,
B25D0604,001,28-02-1969,19,25,-205,,,,,,
B25D0604,001,17-03-1969,13,19,-199,,,,,,
B25D0604,001,28-03-1969,26,37,-217,,,,,,
B25D0604,001,16-04-1969,21,32,-212,,,,,,
B25D0604,001,28-04-1969,11,22,-202,,,,,,
B25D0604,001,14-05-1969,13,24,-204,,,,,,
B25D0604,001,29-05-1969,12,23,-203,,,,,,
B25D0604,001,18-06-1969,31,42,-222,,,,,,
B25D0604,001,01-07-1969,47,58,-238,,,,,,
B25D0604,001,15-07-1969,49,60,-240,,,,,,
B25D0604,001,28-07-1969,50,61,-241,,,,,,
B25D0604,001,14-08-1969,59,70,-250,,,,,,
B25D0604,001,28-08-1969,9,20,-200,,,,,,
B25D0604,001,14-09-1969,31,42,-222,,,,,,
B25D0604,001,29-09-1969,38,49,-229,,,,,,
B25D0604,001,14-10-1969,44,55,-235,,,,,,
B25D0604,001,28-10-1969,46,57,-237,,,,,,
B25D0604,001,14-11-1969,16,27,-207,,,,,,
B25D0604,001,01-12-1969,13,24,-204,,,,,,
B25D0604,001,15-01-1970,11,22,-202,,,,,,
B25D0604,001,28-01-1970,9,20,-200,,,,,,
B25D0604,001,14-02-1970,14,25,-205,,,,,,
B25D0604,001,02-03-1970,13,24,-204,,,,,,
B25D0604,001,14-03-1970,11,22,-202,,,,,,
B25D0604,001,28-03-1970,20,31,-211,,,,,,
B25D0604,001,14-04-1970,11,22,-202,,,,,,
B25D0604,001,28-04-1970,14,25,-205,,,,,,
B25D0604,001,14-05-1970,19,30,-210,,,,,,
B25D0604,001,28-05-1970,30,41,-221,,,,,,
B25D0604,001,15-06-1970,36,47,-227,,,,,,
B25D0604,001,29-06-1970,41,52,-232,,,,,,
B25D0604,001,15-07-1970,39,50,-230,,,,,,
B25D0604,001,28-07-1970,19,30,-210,,,,,,
B25D0604,001,15-08-1970,22,33,-213,,,,,,
B25D0604,001,28-08-1970,26,37,-217,,,,,,
B25D0604,001,14-09-1970,27,38,-218,,,,,,
B25D0604,001,28-09-1970,23,34,-214,,,,,,
B25D0604,001,14-10-1970,29,40,-220,,,,,,
B25D0604,001,28-10-1970,17,28,-208,,,,,,
B25D0604,001,14-11-1970,12,23,-203,,,,,,
B25D0604,001,28-11-1970,11,22,-202,,,,,,
B25D0604,001,14-12-1970,9,20,-200,,,,,,
B25D0604,001,14-01-1971,14,25,-205,,,,,,
B25D0604,001,16-02-1971,17,28,-208,,,,,,
B25D0604,001,01-03-1971,14,25,-205,,,,,,
B25D0604,001,15-03-1971,17,28,-208,,,,,,
B25D0604,001,29-03-1971,21,32,-212,,,,,,
B25D0604,001,28-04-1971,19,30,-210,,,,,,
B25D0604,001,14-05-1971,23,34,-214,,,,,,
B25D0604,001,29-05-1971,30,41,-221,,,,,,
B25D0604,001,14-06-1971,19,30,-210,,,,,,
B25D0604,001,28-06-1971,31,42,-222,,,,,,
B25D0604,001,28-07-1971,33,44,-224,,,,,,
B25D0604,001,17-08-1971,34,45,-225,,,,,,
B25D0604,001,31-08-1971,37,48,-228,,,,,,
B25D0604,001,15-09-1971,38,49,-229,,,,,,
B25D0604,001,28-09-1971,35,46,-226,,,,,,
B25D0604,001,15-10-1971,26,37,-217,,,,,,
B25D0604,001,29-10-1971,34,45,-225,,,,,,
B25D0604,001,15-11-1971,31,42,-222,,,,,,
B25D0604,001,29-11-1971,26,37,-217,,,,,,
B25D0604,001,14-12-1971,34,45,-225,,,,,,
B25D0604,001,14-01-1972,29,40,-220,,,,,,
B25D0604,001,14-02-1972,21,32,-212,,,,,,
B25D0604,001,28-02-1972,21,32,-212,,,,,,
B25D0604,001,15-03-1972,22,33,-213,,,,,,
B25D0604,001,28-03-1972,24,35,-215,,,,,,
B25D0604,001,14-04-1972,27,38,-218,,,,,,
B25D0604,001,01-05-1972,28,39,-219,,,,,,
B25D0604,001,17-05-1972,23,34,-214,,,,,,
B25D0604,001,14-06-1972,37,48,-228,,,,,,
B25D0604,001,14-07-1972,24,35,-215,,,,,,
B25D0604,001,07-08-1972,20,31,-211,,,,,,
B25D0604,001,29-11-1972,33,38,,,,,,,
B25D0604,001,15-12-1972,34,39,,,,,,,
B25D0604,001,28-12-1972,40,45,,,,,,,
B25D0604,001,15-01-1973,42,47,,,,,,,
B25D0604,001,30-01-1973,39,44,,,,,,,
B25D0604,001,14-02-1973,33,38,,,,,,,
B25D0604,001,03-03-1973,34,39,,,,,,,
B25D0604,001,28-03-1973,44,49,,,,,,,
B25D0604,001,16-04-1973,46,51,,,,,,,
B25D0604,001,29-04-1973,46,51,,,,,,,
B25D0604,001,18-05-1973,50,55,,,,,,,
B25D0604,001,31-05-1973,53,58,,,,,,,
B25D0604,001,18-06-1973,57,62,,,,,,,
B25D0604,001,29-06-1973,59,64,,,,,,,
B25D0604,001,14-07-1973,61,66,,,,,,,
B25D0604,001,28-07-1973,55,60,,,,,,,
B25D0604,001,20-08-1973,61,66,,,,,,,
B25D0604,001,28-08-1973,63,68,,,,,,,
B25D0604,001,19-09-1973,59,64,,,,,,,
B25D0604,001,29-09-1973,53,58,,,,,,,
B25D0604,001,28-10-1973,33,38,,,,,,,
B25D0604,001,04-03-1974,30,35,,,,,,,
B25D0604,001,16-03-1974,28,33,,,,,,,
B25D0604,001,28-03-1974,35,40,,,,,,,
B25D0604,001,14-04-1974,39,44,,,,,,,
B25D0604,001,01-05-1974,44,49,,,,,,,
B25D0604,001,17-05-1974,48,53,,,,,,,
B25D0604,001,01-06-1974,56,61,,,,,,,
B25D0604,001,17-06-1974,51,56,,,,,,,
B25D0604,001,28-06-1974,54,59,,,,,,,
B25D0604,001,22-07-1974,53,58,,,,,,,
B25D0604,001,29-07-1974,50,55,,,,,,,
B25D0604,001,17-08-1974,53,58,,,,,,,
B25D0604,001,02-09-1974,57,62,,,,,,,
B25D0604,001,14-09-1974,44,49,,,,,,,
B25D0604,001,15-01-1975,27,32,,,,,,,
B25D0604,001,28-01-1975,25,30,,,,,,,
B25D0604,001,22-02-1975,31,36,,,,,,,
B25D0604,001,28-02-1975,32,37,,,,,,,
B25D0604,001,14-03-1975,29,34,,,,,,,
B25D0604,001,02-04-1975,26,31,,,,,,,
B25D0604,001,15-04-1975,27,32,,,,,,,
B25D0604,001,02-05-1975,35,40,,,,,,,
B25D0604,001,14-05-1975,38,43,,,,,,,
B25D0604,001,02-06-1975,47,52,,,,,,,
B25D0604,001,16-06-1975,47,52,,,,,,,
B25D0604,001,02-07-1975,50,55,,,,,,,
B25D0604,001,14-07-1975,56,61,,,,,,,
B25D0604,001,28-07-1975,53,58,,,,,,,
B25D0604,001,14-08-1975,50,55,,,,,,,
B25D0604,001,29-08-1975,54,59,,,,,,,
B25D0604,001,14-09-1975,47,52,,,,,,,
B25D0604,001,29-09-1975,43,48,,,,,,,
B25D0604,001,14-10-1975,34,39,,,,,,,
B25D0604,001,29-10-1975,38,43,,,,,,,
B25D0604,001,14-11-1975,39,44,,,,,,,
B25D0604,001,28-11-1975,32,37,,,,,,,
B25D0604,001,14-12-1975,32,37,,,,,,,
B25D0604,001,01-01-1976,27,32,,,,,,,
B25D0604,001,15-01-1976,22,27,,,,,,,
B25D0604,001,28-02-1976,24,29,,,,,,,
B25D0604,001,15-03-1976,31,36,,,,,,,
B25D0604,001,05-04-1976,36,41,,,,,,,
B25D0604,001,14-04-1976,34,39,,,,,,,
B25D0604,001,28-04-1976,36,41,,,,,,,
B25D0604,001,14-05-1976,37,42,,,,,,,
B25D0604,001,29-05-1976,48,53,,,,,,,
B25D0604,001,14-06-1976,51,56,,,,,,,
B25D0604,001,04-07-1976,56,61,,,,,,,
B25D0604,001,14-07-1976,55,60,,,,,,,
B25D0604,001,29-07-1976,53,58,,,,,,,
B25D0604,001,14-08-1976,49,54,,,,,,,
B25D0604,001,14-09-1976,40,45,,,,,,,
B25D0604,001,28-09-1976,42,47,,,,,,,
B25D0604,001,14-10-1976,43,48,,,,,,,
B25D0604,001,28-10-1976,38,43,,,,,,,
B25D0604,001,14-11-1976,32,37,,,,,,,
B25D0604,001,29-11-1976,28,33,,,,,,,
B25D0604,001,14-12-1976,29,34,,,,,,,
B25D0604,001,31-12-1976,27,32,,,,,,,
B25D0604,001,14-01-1977,26,31,,,,,,,
B25D0604,001,28-01-1977,24,29,,,,,,,
B25D0604,001,14-03-1977,32,37,,,,,,,
B25D0604,001,29-03-1977,24,29,,,,,,,
B25D0604,001,14-04-1977,26,31,,,,,,,
B25D0604,001,28-04-1977,23,28,,,,,,,
B25D0604,001,14-05-1977,28,33,,,,,,,
B25D0604,001,28-05-1977,41,46,,,,,,,
B25D0604,001,15-06-1977,39,44,,,,,,,
B25D0604,001,29-06-1977,42,47,,,,,,,
B25D0604,001,14-07-1977,43,48,,,,,,,
B25D0604,001,28-07-1977,47,52,,,,,,,
B25D0604,001,14-08-1977,44,49,,,,,,,
B25D0604,001,29-08-1977,42,47,,,,,,,
B25D0604,001,14-09-1977,43,48,,,,,,,
B25D0604,001,01-10-1977,39,44,,,,,,,
B25D0604,001,14-10-1977,37,42,,,,,,,
B25D0604,001,28-10-1977,34,39,,,,,,,
B25D0604,001,14-12-1977,23,28,,,,,,,
B25D0604,001,28-12-1977,19,24,,,,,,,
B25D0604,001,14-03-1978,21,26,,,,,,,
B25D0604,001,29-03-1978,29,34,,,,,,,
B25D0604,001,14-04-1978,26,31,,,,,,,
B25D0604,001,14-05-1978,34,39,,,,,,,
B25D0604,001,28-05-1978,43,48,,,,,,,
B25D0604,001,28-06-1978,41,46,,,,,,,
B25D0604,001,14-07-1978,34,39,,,,,,,
B25D0604,001,28-07-1978,43,48,,,,,,,
B25D0604,001,14-08-1978,43,48,,,,,,,
B25D0604,001,28-08-1978,45,50,,,,,,,
B25D0604,001,14-09-1978,43,48,,,,,,,
B25D0604,001,28-09-1978,41,46,,,,,,,
B25D0604,001,28-04-1979,19,24,,,,,,,
B25D0604,001,17-05-1979,23,28,,,,,,,
B25D0604,001,29-05-1979,24,29,,,,,,,
B25D0604,001,14-06-1979,0,5,,,,,,,
B25D0604,001,28-06-1979,38,43,,,,,,,
B25D0604,001,14-07-1979,38,43,,,,,,,
B25D0604,001,28-07-1979,44,49,,,,,,,
B25D0604,001,14-08-1979,43,48,,,,,,,
B25D0604,001,28-08-1979,47,52,,,,,,,
B25D0604,001,16-09-1979,44,49,,,,,,,
B25D0604,001,07-10-1979,46,51,,,,,,,
B25D0604,001,14-11-1979,0,5,,,,,,,
B25D0604,001,28-11-1979,0,5,,,,,,,
B25D0604,001,14-12-1979,0,5,,,,,,,
B25D0604,001,28-12-1979,0,5,,,,,,,
B25D0604,001,14-01-1980,0,5,,,,,,,
B25D0604,001,28-01-1980,0,5,,,,,,,
B25D0604,001,16-02-1980,0,5,,,,,,,
B25D0604,001,14-04-1980,27,32,,,,,,,
B25D0604,001,28-04-1980,30,35,,,,,,,
B25D0604,001,14-05-1980,39,44,,,,,,,
B25D0604,001,28-05-1980,49,54,,,,,,,
B25D0604,001,22-10-1980,46,51,,,,,,,
B25D0604,001,14-01-1981,27,32,,,,,,,
B25D0604,001,28-01-1981,31,36,,,,,,,
B25D0604,001,14-02-1981,33,38,,,,,,,
B25D0604,001,28-02-1981,31,36,,,,,,,
B25D0604,001,14-03-1981,23,28,,,,,,,
B25D0604,001,28-03-1981,25,30,,,,,,,
B25D0604,001,14-04-1981,29,34,,,,,,,
B25D0604,001,28-04-1981,42,47,,,,,,,
B25D0604,001,14-05-1981,42,47,,,,,,,
B25D0604,001,28-05-1981,41,46,,,,,,,
B25D0604,001,14-06-1981,42,47,,,,,,,
B25D0604,001,29-06-1981,48,53,,,,,,,
B25D0604,001,14-07-1981,43,48,,,,,,,
B25D0604,001,28-07-1981,48,53,,,,,,,
B25D0604,001,14-08-1981,46,51,,,,,,,
B25D0604,001,28-08-1981,49,54,,,,,,,
B25D0604,001,14-09-1981,49,54,,,,,,,
B25D0604,001,28-09-1981,50,55,,,,,,,
B25D0604,001,14-02-1982,34,39,,,,,,,
B25D0604,001,01-03-1982,32,37,,,,,,,
B25D0604,001,14-03-1982,18,23,,,,,,,
B25D0604,001,29-03-1982,28,33,,,,,,,
B25D0604,001,14-04-1982,31,36,,,,,,,
B25D0604,001,30-04-1982,36,41,,,,,,,
B25D0604,001,14-05-1982,46,51,,,,,,,
B25D0604,001,28-05-1982,49,54,,,,,,,
B25D0604,001,14-06-1982,48,53,,,,,,,
B25D0604,001,29-06-1982,49,54,,,,,,,
B25D0604,001,14-07-1982,49,54,,,,,,,
B25D0604,001,28-07-1982,52,57,,,,,,,
B25D0604,001,14-08-1982,47,52,,,,,,,
B25D0604,001,28-08-1982,42,47,,,,,,,
B25D0604,001,14-09-1982,43,48,,,,,,,
B25D0604,001,29-09-1982,44,49,,,,,,,
B25D0604,001,14-10-1982,43,48,,,,,,,
B25D0604,001,28-10-1982,41,46,,,,,,,
B25D0604,001,15-11-1982,36,41,,,,,,,
B25D0604,001,29-11-1982,33,38,,,,,,,
B25D0604,001,28-12-1982,29,34,,,,,,,
B25D0604,001,14-01-1983,29,34,,,,,,,
B25D0604,001,29-01-1983,27,32,,,,,,,
B25D0604,001,14-02-1983,26,31,,,,,,,
B25D0604,001,28-02-1983,23,28,,,,,,,
B25D0604,001,14-03-1983,28,33,,,,,,,
B25D0604,001,28-03-1983,0,5,,,,,,,
B25D0604,001,14-04-1983,0,5,,,,,,,
B25D0604,001,28-04-1983,0,5,,,,,,,
B25D0604,001,14-05-1983,0,5,,,,,,,
B25D0604,001,28-05-1983,0,5,,,,,,,
B25D0604,001,14-06-1983,42,47,,,,,,,
B25D0604,001,29-06-1983,47,52,,,,,,,
B25D0604,001,14-07-1983,49,54,,,,,,,
B25D0604,001,28-07-1983,54,59,,,,,,,
B25D0604,001,15-08-1983,55,60,,,,,,,
B25D0604,001,29-08-1983,59,64,,,,,,,
B25D0604,001,14-03-1984,26,31,,,,,,,
B25D0604,001,30-03-1984,18,23,,,,,,,
B25D0604,001,14-07-1984,40,45,,,,,,,
B25D0604,001,29-07-1984,46,51,,,,,,,
B25D0604,001,14-08-1984,48,53,,,,,,,
B25D0604,001,29-08-1984,53,58,,,,,,,
B25D0604,001,14-09-1984,40,45,,,,,,,
B25D0604,001,14-10-1984,28,33,,,,,,,
B25D0604,001,29-10-1984,23,28,,,,,,,
