Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,10-06-2017,,,,,,,,
Gegevens beschikbaar:,14-01-1974,tot:,19-11-1996,,,,,,,,
Datum: ,10-06-2017,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B25G0519,001,25GP0519,120516,485658,82,01-09-1939,14-01-1974,01-09-1986,58,-24,-2770,-2870
B25G0519,001,25GP0519,120516,485658,70,01-09-1986,01-09-1986,28-11-1996,60,-10,-2770,-2870


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B25G0519,001,14-01-1974,429,453,-371,,,,,,
B25G0519,001,29-01-1974,439,463,-381,,,,,,
B25G0519,001,01-03-1974,451,475,-393,,,,,,
B25G0519,001,29-03-1974,455,479,-397,,,,,,
B25G0519,001,29-04-1974,476,500,-418,,,,,,
B25G0519,001,28-05-1974,505,529,-447,,,,,,
B25G0519,001,31-07-1974,520,544,-462,,,,,,
B25G0519,001,31-10-1974,463,487,-405,,,,,,
B25G0519,001,28-02-1975,410,434,-352,,,,,,
B25G0519,001,03-04-1975,410,434,-352,,,,,,
B25G0519,001,01-05-1975,442,466,-384,,,,,,
B25G0519,001,28-05-1975,453,477,-395,,,,,,
B25G0519,001,17-06-1975,474,498,-416,,,,,,
B25G0519,001,26-06-1975,493,517,-435,,,,,,
B25G0519,001,10-07-1975,487,511,-429,,,,,,
B25G0519,001,29-07-1975,493,517,-435,,,,,,
B25G0519,001,15-08-1975,530,554,-472,,,,,,
B25G0519,001,28-08-1975,518,542,-460,,,,,,
B25G0519,001,16-09-1975,512,536,-454,,,,,,
B25G0519,001,29-09-1975,490,514,-432,,,,,,
B25G0519,001,15-10-1975,481,505,-423,,,,,,
B25G0519,001,28-10-1975,451,475,-393,,,,,,
B25G0519,001,14-11-1975,456,480,-398,,,,,,
B25G0519,001,26-11-1975,447,471,-389,,,,,,
B25G0519,001,16-12-1975,440,464,-382,,,,,,
B25G0519,001,14-01-1976,375,399,-317,,,,,,
B25G0519,001,13-02-1976,365,389,-307,,,,,,
B25G0519,001,26-02-1976,392,416,-334,,,,,,
B25G0519,001,15-03-1976,359,383,-301,,,,,,
B25G0519,001,29-03-1976,365,389,-307,,,,,,
B25G0519,001,14-04-1976,360,384,-302,,,,,,
B25G0519,001,28-04-1976,372,396,-314,,,,,,
B25G0519,001,13-05-1976,374,398,-316,,,,,,
B25G0519,001,25-05-1976,386,410,-328,,,,,,
