Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,10-06-2017,,,,,,,,
Gegevens beschikbaar:,08-06-1990,tot:,27-01-2005,,,,,,,,
Datum: ,10-06-2017,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B25E1008,002,25EP7019,126970,498550,-412,01-05-1990,01-05-1990,06-09-1995,-403,9,-781,-802
B25E1008,002,25EP7019,126970,498550,-411,06-09-1995,06-09-1995,13-09-1996,-400,11,-778,-799
B25E1008,002,25EP7019,126970,498550,-409,13-09-1996,13-09-1996,21-07-2005,-400,9,-778,-799


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B25E1008,002,08-06-1990,120,111,-523,,,,,,
B25E1008,002,03-07-1990,120,111,-523,,,,,,
B25E1008,002,13-07-1990,130,121,-533,,,,,,
B25E1008,002,27-07-1990,157,148,-560,,,,,,
B25E1008,002,14-08-1990,180,171,-583,,,,,,
B25E1008,002,29-08-1990,147,138,-550,,,,,,
B25E1008,002,13-09-1990,115,106,-518,,,,,,
B25E1008,002,28-09-1990,73,64,-476,,,,,,
B25E1008,002,12-10-1990,82,73,-485,,,,,,
B25E1008,002,28-10-1990,73,64,-476,,,,,,
B25E1008,002,12-11-1990,49,40,-452,,,,,,
B25E1008,002,29-11-1990,47,38,-450,,,,,,
B25E1008,002,13-12-1990,48,39,-451,,,,,,
B25E1008,002,28-12-1990,40,31,-443,,,,,,
B25E1008,002,14-01-1991,48,39,-451,,,,,,
B25E1008,002,28-01-1991,55,46,-458,,,,,,
B25E1008,002,27-02-1991,48,39,-451,,,,,,
B25E1008,002,13-03-1991,56,47,-459,,,,,,
B25E1008,002,28-03-1991,65,56,-468,,,,,,
B25E1008,002,14-04-1991,79,70,-482,,,,,,
B25E1008,002,15-05-1991,85,76,-488,,,,,,
B25E1008,002,28-05-1991,97,88,-500,,,,,,
B25E1008,002,14-06-1991,105,96,-508,,,,,,
B25E1008,002,28-06-1991,35,26,-438,,,,,,
B25E1008,002,11-07-1991,80,71,-483,,,,,,
B25E1008,002,23-07-1991,99,90,-502,,,,,,
B25E1008,002,14-08-1991,125,116,-528,,,,,,
B25E1008,002,28-08-1991,150,141,-553,,,,,,
B25E1008,002,13-09-1991,182,173,-585,,,,,,
B25E1008,002,27-09-1991,134,125,-537,,,,,,
B25E1008,002,14-10-1991,84,75,-487,,,,,,
B25E1008,002,28-10-1991,80,71,-483,,,,,,
B25E1008,002,14-11-1991,42,33,-445,,,,,,
B25E1008,002,29-11-1991,57,48,-460,,,,,,
B25E1008,002,13-12-1991,65,56,-468,,,,,,
B25E1008,002,27-12-1991,50,41,-453,,,,,,
B25E1008,002,14-01-1992,51,42,-454,,,,,,
B25E1008,002,23-01-1992,55,46,-458,,,,,,
B25E1008,002,13-02-1992,50,41,-453,,,,,,
B25E1008,002,28-02-1992,60,51,-463,,,,,,
B25E1008,002,13-03-1992,57,48,-460,,,,,,
B25E1008,002,27-03-1992,45,36,-448,,,,,,
B25E1008,002,14-04-1992,64,55,-467,,,,,,
B25E1008,002,27-04-1992,45,36,-448,,,,,,
B25E1008,002,14-05-1992,63,54,-466,,,,,,
B25E1008,002,29-05-1992,102,93,-505,,,,,,
B25E1008,002,15-06-1992,119,110,-522,,,,,,
B25E1008,002,29-06-1992,148,139,-551,,,,,,
B25E1008,002,14-07-1992,133,124,-536,,,,,,
B25E1008,002,27-07-1992,162,153,-565,,,,,,
B25E1008,002,14-08-1992,148,139,-551,,,,,,
B25E1008,002,26-08-1992,132,123,-535,,,,,,
B25E1008,002,14-09-1992,87,78,-490,,,,,,
B25E1008,002,28-09-1992,97,88,-500,,,,,,
B25E1008,002,14-10-1992,96,87,-499,,,,,,
B25E1008,002,28-10-1992,48,39,-451,,,,,,
B25E1008,002,13-11-1992,52,43,-455,,,,,,
B25E1008,002,26-11-1992,43,34,-446,,,,,,
B25E1008,002,11-12-1992,57,48,-460,,,,,,
B25E1008,002,28-12-1992,62,53,-465,,,,,,
B25E1008,002,14-01-1993,50,41,-453,,,,,,
B25E1008,002,28-01-1993,58,49,-461,,,,,,
B25E1008,002,15-02-1993,64,55,-467,,,,,,
B25E1008,002,25-02-1993,58,49,-461,,,,,,
B25E1008,002,15-03-1993,63,54,-466,,,,,,
B25E1008,002,25-03-1993,66,57,-469,,,,,,
B25E1008,002,14-04-1993,63,54,-466,,,,,,
B25E1008,002,28-04-1993,64,55,-467,,,,,,
B25E1008,002,14-05-1993,78,69,-481,,,,,,
B25E1008,002,28-05-1993,73,64,-476,,,,,,
B25E1008,002,14-06-1993,107,98,-510,,,,,,
B25E1008,002,28-06-1993,118,109,-521,,,,,,
B25E1008,002,14-07-1993,139,130,-542,,,,,,
B25E1008,002,29-07-1993,95,86,-498,,,,,,
B25E1008,002,13-08-1993,95,86,-498,,,,,,
B25E1008,002,27-08-1993,95,86,-498,,,,,,
B25E1008,002,14-09-1993,75,66,-478,,,,,,
B25E1008,002,28-09-1993,30,21,-433,,,,,,
B25E1008,002,15-10-1993,42,33,-445,,,,,,
B25E1008,002,26-10-1993,49,40,-452,,,,,,
B25E1008,002,15-11-1993,28,19,-431,,,,,,
B25E1008,002,29-11-1993,55,46,-458,,,,,,
B25E1008,002,14-12-1993,42,33,-445,,,,,,
B25E1008,002,28-12-1993,41,32,-444,,,,,,
B25E1008,002,14-01-1994,40,31,-443,,,,,,
B25E1008,002,28-01-1994,36,27,-439,,,,,,
B25E1008,002,14-02-1994,54,45,-457,,,,,,
B25E1008,002,28-02-1994,40,31,-443,,,,,,
B25E1008,002,14-03-1994,45,36,-448,,,,,,
B25E1008,002,28-03-1994,38,29,-441,,,,,,
B25E1008,002,14-04-1994,45,36,-448,,,,,,
B25E1008,002,26-04-1994,57,48,-460,,,,,,
B25E1008,002,16-05-1994,79,70,-482,,,,,,
B25E1008,002,27-05-1994,81,72,-484,,,,,,
B25E1008,002,15-06-1994,89,80,-492,,,,,,
B25E1008,002,28-06-1994,105,96,-508,,,,,,
B25E1008,002,14-07-1994,143,134,-546,,,,,,
B25E1008,002,22-07-1994,169,160,-572,,,,,,
B25E1008,002,15-08-1994,180,171,-583,,,,,,
B25E1008,002,29-08-1994,173,164,-576,,,,,,
B25E1008,002,13-09-1994,133,124,-536,,,,,,
B25E1008,002,28-09-1994,72,63,-475,,,,,,
B25E1008,002,13-10-1994,70,61,-473,,,,,,
B25E1008,002,27-10-1994,48,39,-451,,,,,,
B25E1008,002,14-11-1994,48,39,-451,,,,,,
B25E1008,002,28-11-1994,63,54,-466,,,,,,
B25E1008,002,14-12-1994,46,37,-449,,,,,,
B25E1008,002,29-12-1994,37,28,-440,,,,,,
B25E1008,002,12-01-1995,41,32,-444,,,,,,
B25E1008,002,30-01-1995,41,32,-444,,,,,,
B25E1008,002,14-02-1995,46,37,-449,,,,,,
B25E1008,002,28-02-1995,42,33,-445,,,,,,
