Titel:,,,,,,,,,,,
Gebruikersnaam:,,,,,,,,,,,
Periode aangevraagd:,01-01-1800,tot:,10-06-2017,,,,,,,,
Gegevens beschikbaar:,01-12-1983,tot:,10-12-2015,,,,,,,,
Datum: ,10-06-2017,,,,,,,,,,
Referentie:,NAP,,,,,,,,,,

NAP:,Normaal Amsterdams Peil,,,,,,,,,,
MV:,Maaiveld,,,,,,,,,,
MP:,Meetpunt,,,,,,,,,,

Locatie,Filternummer,Externe aanduiding,X-coordinaat,Y-coordinaat,Maaiveld (cm t.o.v. NAP),Datum maaiveld gemeten,Startdatum,Einddatum,Meetpunt (cm t.o.v. NAP),Meetpunt (cm t.o.v. MV),Bovenkant filter (cm t.o.v. NAP),Onderkant filter (cm t.o.v. NAP)
B25E0349,001,25EP0349,122500,496130,-103,21-11-1983,28-11-1983,10-12-2015,-32,71,-824,-924


Locatie,Filternummer,Peildatum,Stand (cm t.o.v. MP),Stand (cm t.o.v. MV),Stand (cm t.o.v. NAP),Bijzonderheid,Opmerking,,,
B25E0349,001,01-12-1983,145,74,-177,,,,,,
B25E0349,001,14-12-1983,145,74,-177,,,,,,
B25E0349,001,28-12-1983,146,75,-178,,,,,,
B25E0349,001,14-01-1984,146,75,-178,,,,,,
B25E0349,001,28-01-1984,146,75,-178,,,,,,
B25E0349,001,14-02-1984,147,76,-179,,,,,,
B25E0349,001,28-02-1984,146,75,-178,,,,,,
B25E0349,001,14-03-1984,146,75,-178,,,,,,
B25E0349,001,28-03-1984,152,81,-184,,,,,,
B25E0349,001,14-04-1984,146,75,-178,,,,,,
B25E0349,001,28-04-1984,152,81,-184,,,,,,
B25E0349,001,14-05-1984,149,78,-181,,,,,,
B25E0349,001,28-05-1984,147,76,-179,,,,,,
B25E0349,001,14-06-1984,151,80,-183,,,,,,
B25E0349,001,28-06-1984,151,80,-183,,,,,,
B25E0349,001,14-07-1984,148,77,-180,,,,,,
B25E0349,001,28-07-1984,149,78,-181,,,,,,
B25E0349,001,14-08-1984,152,81,-184,,,,,,
B25E0349,001,28-08-1984,154,83,-186,,,,,,
B25E0349,001,14-09-1984,150,79,-182,,,,,,
B25E0349,001,28-09-1984,149,78,-181,,,,,,
B25E0349,001,14-10-1984,150,79,-182,,,,,,
B25E0349,001,28-10-1984,148,77,-180,,,,,,
B25E0349,001,15-11-1984,148,77,-180,,,,,,
B25E0349,001,28-11-1984,146,75,-178,,,,,,
B25E0349,001,14-12-1984,150,79,-182,,,,,,
B25E0349,001,28-12-1984,151,80,-183,,,,,,
B25E0349,001,14-01-1985,146,75,-178,,,,,,
B25E0349,001,28-01-1985,146,75,-178,,,,,,
B25E0349,001,15-02-1985,149,78,-181,,,,,,
B25E0349,001,28-02-1985,152,81,-184,,,,,,
B25E0349,001,14-03-1985,149,78,-181,,,,,,
B25E0349,001,29-03-1985,152,81,-184,,,,,,
B25E0349,001,14-04-1985,148,77,-180,,,,,,
B25E0349,001,28-04-1985,150,79,-182,,,,,,
B25E0349,001,14-05-1985,144,73,-176,,,,,,
B25E0349,001,28-05-1985,148,77,-180,,,,,,
B25E0349,001,14-06-1985,149,78,-181,,,,,,
B25E0349,001,28-06-1985,147,76,-179,,,,,,
B25E0349,001,14-07-1985,149,78,-181,,,,,,
B25E0349,001,28-07-1985,146,75,-178,,,,,,
B25E0349,001,14-08-1985,147,76,-179,,,,,,
B25E0349,001,28-08-1985,148,77,-180,,,,,,
B25E0349,001,14-09-1985,149,78,-181,,,,,,
B25E0349,001,29-09-1985,149,78,-181,,,,,,
B25E0349,001,14-10-1985,151,80,-183,,,,,,
B25E0349,001,29-10-1985,149,78,-181,,,,,,
B25E0349,001,15-11-1985,141,70,-173,,,,,,
B25E0349,001,29-11-1985,141,70,-173,,,,,,
B25E0349,001,14-12-1985,146,75,-178,,,,,,
B25E0349,001,29-12-1985,145,74,-177,,,,,,
B25E0349,001,14-01-1986,145,74,-177,,,,,,
B25E0349,001,29-01-1986,144,73,-176,,,,,,
B25E0349,001,15-02-1986,146,75,-178,,,,,,
B25E0349,001,28-02-1986,148,77,-180,,,,,,
B25E0349,001,14-03-1986,152,81,-184,,,,,,
B25E0349,001,29-03-1986,148,77,-180,,,,,,
B25E0349,001,14-04-1986,145,74,-177,,,,,,
B25E0349,001,23-04-1986,149,78,-181,,,,,,
B25E0349,001,15-05-1986,150,79,-182,,,,,,
B25E0349,001,29-05-1986,152,81,-184,,,,,,
B25E0349,001,15-06-1986,150,79,-182,,,,,,
B25E0349,001,28-06-1986,154,83,-186,,,,,,
B25E0349,001,14-07-1986,155,84,-187,,,,,,
B25E0349,001,28-07-1986,153,82,-185,,,,,,
B25E0349,001,14-08-1986,154,83,-186,,,,,,
B25E0349,001,28-08-1986,154,83,-186,,,,,,
B25E0349,001,15-09-1986,149,78,-181,,,,,,
B25E0349,001,28-09-1986,152,81,-184,,,,,,
B25E0349,001,15-10-1986,153,82,-185,,,,,,
B25E0349,001,29-10-1986,148,77,-180,,,,,,
B25E0349,001,15-11-1986,147,76,-179,,,,,,
B25E0349,001,29-11-1986,141,70,-173,,,,,,
B25E0349,001,14-12-1986,147,76,-179,,,,,,
B25E0349,001,28-12-1986,146,75,-178,,,,,,
B25E0349,001,14-01-1987,145,74,-177,,,,,,
B25E0349,001,29-01-1987,149,78,-181,,,,,,
B25E0349,001,14-02-1987,148,77,-180,,,,,,
B25E0349,001,28-02-1987,149,78,-181,,,,,,
B25E0349,001,15-03-1987,148,77,-180,,,,,,
B25E0349,001,29-03-1987,150,79,-182,,,,,,
B25E0349,001,14-04-1987,151,80,-183,,,,,,
B25E0349,001,29-04-1987,150,79,-182,,,,,,
B25E0349,001,14-05-1987,148,77,-180,,,,,,
B25E0349,001,28-05-1987,150,79,-182,,,,,,
B25E0349,001,15-06-1987,146,75,-178,,,,,,
B25E0349,001,29-06-1987,149,78,-181,,,,,,
B25E0349,001,14-07-1987,152,81,-184,,,,,,
B25E0349,001,29-07-1987,145,74,-177,,,,,,
B25E0349,001,15-08-1987,148,77,-180,,,,,,
B25E0349,001,29-08-1987,149,78,-181,,,,,,
B25E0349,001,14-09-1987,148,77,-180,,,,,,
B25E0349,001,28-09-1987,148,77,-180,,,,,,
B25E0349,001,17-10-1987,146,75,-178,,,,,,
B25E0349,001,29-10-1987,151,80,-183,,,,,,
B25E0349,001,15-11-1987,145,74,-177,,,,,,
B25E0349,001,29-11-1987,146,75,-178,,,,,,
B25E0349,001,15-12-1987,145,74,-177,,,,,,
B25E0349,001,28-12-1987,148,77,-180,,,,,,
B25E0349,001,14-01-1988,144,73,-176,,,,,,
B25E0349,001,29-01-1988,143,72,-175,,,,,,
B25E0349,001,15-02-1988,146,75,-178,,,,,,
B25E0349,001,28-02-1988,146,75,-178,,,,,,
B25E0349,001,15-03-1988,144,73,-176,,,,,,
B25E0349,001,30-03-1988,145,74,-177,,,,,,
B25E0349,001,15-04-1988,148,77,-180,,,,,,
B25E0349,001,29-04-1988,148,77,-180,,,,,,
B25E0349,001,14-05-1988,150,79,-182,,,,,,
B25E0349,001,29-05-1988,151,80,-183,,,,,,
B25E0349,001,15-06-1988,152,81,-184,,,,,,
B25E0349,001,28-06-1988,153,82,-185,,,,,,
B25E0349,001,14-07-1988,150,79,-182,,,,,,
B25E0349,001,30-07-1988,152,81,-184,,,,,,
B25E0349,001,14-08-1988,151,80,-183,,,,,,
B25E0349,001,28-08-1988,148,77,-180,,,,,,
B25E0349,001,16-09-1988,149,78,-181,,,,,,
B25E0349,001,29-09-1988,149,78,-181,,,,,,
B25E0349,001,15-10-1988,147,76,-179,,,,,,
B25E0349,001,28-10-1988,148,77,-180,,,,,,
B25E0349,001,15-11-1988,151,80,-183,,,,,,
B25E0349,001,29-11-1988,148,77,-180,,,,,,
B25E0349,001,15-12-1988,148,77,-180,,,,,,
B25E0349,001,30-12-1988,149,78,-181,,,,,,
B25E0349,001,14-01-1989,149,78,-181,,,,,,
B25E0349,001,29-01-1989,151,80,-183,,,,,,
B25E0349,001,16-02-1989,150,79,-182,,,,,,
B25E0349,001,28-02-1989,148,77,-180,,,,,,
B25E0349,001,14-03-1989,149,78,-181,,,,,,
B25E0349,001,28-03-1989,147,76,-179,,,,,,
B25E0349,001,15-04-1989,149,78,-181,,,,,,
B25E0349,001,30-04-1989,150,79,-182,,,,,,
B25E0349,001,15-05-1989,153,82,-185,,,,,,
B25E0349,001,28-05-1989,155,84,-187,,,,,,
B25E0349,001,14-06-1989,153,82,-185,,,,,,
B25E0349,001,28-06-1989,155,84,-187,,,,,,
B25E0349,001,15-07-1989,155,84,-187,,,,,,
B25E0349,001,30-07-1989,155,84,-187,,,,,,
B25E0349,001,14-08-1989,156,85,-188,,,,,,
B25E0349,001,28-08-1989,157,86,-189,,,,,,
B25E0349,001,16-09-1989,155,84,-187,,,,,,
B25E0349,001,28-09-1989,156,85,-188,,,,,,
B25E0349,001,15-10-1989,154,83,-186,,,,,,
B25E0349,001,29-10-1989,151,80,-183,,,,,,
B25E0349,001,14-11-1989,151,80,-183,,,,,,
B25E0349,001,28-11-1989,151,80,-183,,,,,,
B25E0349,001,15-12-1989,149,78,-181,,,,,,
B25E0349,001,31-12-1989,149,78,-181,,,,,,
B25E0349,001,14-01-1990,150,79,-182,,,,,,
B25E0349,001,28-01-1990,147,76,-179,,,,,,
B25E0349,001,14-02-1990,147,76,-179,,,,,,
B25E0349,001,28-02-1990,150,79,-182,,,,,,
B25E0349,001,16-03-1990,150,79,-182,,,,,,
B25E0349,001,29-03-1990,152,81,-184,,,,,,
B25E0349,001,14-04-1990,151,80,-183,,,,,,
B25E0349,001,30-04-1990,152,81,-184,,,,,,
B25E0349,001,15-05-1990,152,81,-184,,,,,,
B25E0349,001,29-05-1990,155,84,-187,,,,,,
B25E0349,001,16-06-1990,152,81,-184,,,,,,
B25E0349,001,29-06-1990,154,83,-186,,,,,,
B25E0349,001,14-07-1990,155,84,-187,,,,,,
B25E0349,001,28-07-1990,157,86,-189,,,,,,
B25E0349,001,14-08-1990,160,89,-192,,,,,,
B25E0349,001,29-08-1990,156,85,-188,,,,,,
B25E0349,001,16-09-1990,154,83,-186,,,,,,
B25E0349,001,29-09-1990,151,80,-183,,,,,,
B25E0349,001,14-10-1990,152,81,-184,,,,,,
B25E0349,001,30-10-1990,150,79,-182,,,,,,
B25E0349,001,16-11-1990,146,75,-178,,,,,,
B25E0349,001,28-11-1990,147,76,-179,,,,,,
B25E0349,001,15-12-1990,150,79,-182,,,,,,
B25E0349,001,28-12-1990,148,77,-180,,,,,,
B25E0349,001,16-01-1991,149,78,-181,,,,,,
B25E0349,001,30-01-1991,149,78,-181,,,,,,
B25E0349,001,15-02-1991,148,77,-180,,,,,,
B25E0349,001,28-02-1991,149,78,-181,,,,,,
B25E0349,001,15-03-1991,150,79,-182,,,,,,
B25E0349,001,29-03-1991,153,82,-185,,,,,,
B25E0349,001,14-04-1991,153,82,-185,,,,,,
B25E0349,001,28-04-1991,150,79,-182,,,,,,
B25E0349,001,16-05-1991,151,80,-183,,,,,,
B25E0349,001,28-05-1991,152,81,-184,,,,,,
B25E0349,001,16-06-1991,151,80,-183,,,,,,
B25E0349,001,30-06-1991,148,77,-180,,,,,,
B25E0349,001,14-07-1991,150,79,-182,,,,,,
B25E0349,001,28-07-1991,151,80,-183,,,,,,
B25E0349,001,15-08-1991,156,85,-188,,,,,,
B25E0349,001,29-08-1991,156,85,-188,,,,,,
B25E0349,001,15-09-1991,156,85,-188,,,,,,
B25E0349,001,29-09-1991,151,80,-183,,,,,,
B25E0349,001,14-10-1991,150,79,-182,,,,,,
B25E0349,001,28-10-1991,150,79,-182,,,,,,
B25E0349,001,15-11-1991,149,78,-181,,,,,,
B25E0349,001,30-11-1991,148,77,-180,,,,,,
B25E0349,001,15-12-1991,149,78,-181,,,,,,
B25E0349,001,31-12-1991,148,77,-180,,,,,,
B25E0349,001,16-01-1992,148,77,-180,,,,,,
B25E0349,001,31-01-1992,148,77,-180,,,,,,
B25E0349,001,15-02-1992,149,78,-181,,,,,,
B25E0349,001,28-02-1992,150,79,-182,,,,,,
B25E0349,001,14-03-1992,148,77,-180,,,,,,
B25E0349,001,29-03-1992,146,75,-178,,,,,,
B25E0349,001,15-04-1992,151,80,-183,,,,,,
B25E0349,001,30-04-1992,149,78,-181,,,,,,
B25E0349,001,15-05-1992,150,79,-182,,,,,,
B25E0349,001,28-05-1992,151,80,-183,,,,,,
B25E0349,001,15-06-1992,153,82,-185,,,,,,
B25E0349,001,28-06-1992,154,83,-186,,,,,,
B25E0349,001,15-07-1992,154,83,-186,,,,,,
