LOCATIE gegevens
NITG-nr	X-coord	Y-coord	Coordinaat systeem	Kaartblad	Bepaling locatie	Maaiveldhoogte (m tov NAP)	Bepaling maaiveldhoogte	OLGA-nr	RIVM-nr	Aantal analyses	Meetnet	Indeling	
B25A1122	104163	489400	Rijksdriehoeksmeting	25A		1.03	Landmeting	25AA4122	299	44			

KWALITEIT gegevens VLOEIBAAR
NITG-nr	Monster datum	Monster-nr	Monster apparatuur	Mengmonster	Bovenkant monster (cm tov MV)	Onderkant monster (cm tov MV)	Analyse datum	1,1,1-trichloorethaan (ug/l)	1,1,2-trichloorethaan (ug/l)	1,1-dichloorethaan (ug/l)	1,2-dichloorethaan (ug/l)	1,2-dichloorpropaan (ug/l)	111CL3EA (ug/l)	112CL3EA (ug/l)	11DCEa (ug/l)	12CL2PA (ug/l)	12DCEa (ug/l)	2,4-D (ug/l)	2,4-dinitrofenol (ug/l)	2,6-dichloorbenzamide BAM (ug/l)	24DNP (ug/l)	24DP (ug/l)	AMPA (ug/l)	Abamectine (ug/l)	Al (mg/m3)	Al (ug/l)	Aldicarb (ug/l)	Aldicarb-SO (ug/l)	Aldicarb-SO2 (ug/l)	As (mg/m3)	As (ug/l)	Atrazine (ug/l)	B (mg/m3)	B (ug/l)	BAM (2,6-dichloorbenzamide) (ug/l)	Ba (mg/m3)	Ba (ug/l)	Bentazon (ug/l)	Broompropylaat (ug/l)	Buffercapaciteit pH 4.3 (mmol/l)	Bupirimaat (ug/l)	Butocarboxim (ug/l)	Butocarboxim-SO (ug/l)	C12DCEe (ug/l)	CH4Cl2 (ug/l)	CL3MA (ug/l)	Ca (mg/l)	Ca (ug/l)	Ca++ (g/m3)	Carbaryl (ug/l)	Carbendazim (ug/l)	Carbetamide (ug/l)	Carbofuran (ug/l)	Cd (mg/m3)	Cd (ug/l)	Chloorprofam (ug/l)	Chloridazon (ug/l)	Cis 1,2-dichlooretheen (ug/l)	Cl- (g/m3)	Cl- (mg/l)	Co (mg/m3)	Cr (mg/m3)	Cr (ug/l)	Cu (mg/m3)	Cu (ug/l)	Cycloxidim (ug/l)	DCBN (ug/l)	DMST (ug/l)	DNOC (ug/l)	DOC_C (g/m3)	Diazinon (ug/l)	Dicamba (ug/l)	Dichlobenil (ug/l)	Dichloormethaan (ug/l)	Diethyl toluamide (ug/l)	Difenoconazool (ug/l)	Dikegulac-Natrium (ug/l)	Dimethoaat (ug/l)	Diuron (ug/l)	EC(5)_veld (mS/m)	EC-lab (uS/cm)	EC-veld (uS/cm)	EC25C (mS/m)	ECVELD (uS/cm)	EOCL (ugCl/l)	EOX (umol/m3)	Eg-lab (uS/cm)	Eg-veld (uS/cm)	Ehm_gecorrigeerd (mV)	Ethiofencarb (ug/l)	Ethofumesaat (ug/l)	Ethyl-tert-butylether (ETBE) (ug/l)	Etridiazool (ug/l)	Fe (g/m3)	Fe (mg/l)	Fe (ug/l)	Fenamifos (ug/l)	Fluazifop-p-butyl (ug/l)	Fluroxypyr (ug/l)	Flutolanil (ug/l)	Furalaxyl (ug/l)	Glyfosaat (ug/l)	H+ (-)	H+(5)_veld (-)	H3 (TU)	HCO3 (mg/l)	HCO3- (g/m3)	HCO3-_veld (g/m3)	HCO3-lab (mg/l)	HCO3-veld (mg/l)	HTI (4-hydroxy-2,5,6-trichloorisoftalonitril (ug/l)	HTI (ug/l)	Hexythiazox (ug/l)	Hg (ug/l)	Imazalil (ug/l)	Imidacloprid (ug/l)	K (mg/l)	K (ug/l)	K+ (g/m3)	KMnO4_O (g/m3)	Linuron (ug/l)	MCPA (ug/l)	MCPP (ug/l)	Metalaxyl (ug/l)	Metamitron (ug/l)	Metazachlor (ug/l)	Methabenzthiazuron (ug/l)	Methiocarb (ug/l)	Methiocarb-SO2 (ug/l)	Methomyl (ug/l)	Methyl tert-butylether (ug/l)	Metolachloor (R/S) (ug/l)	Metolachlor (ug/l)	Metoxuron (ug/l)	Mg (mg/l)	Mg (ug/l)	Mg++ (g/m3)	Mn (g/m3)	Mn (mg/l)	Mn (ug/l)	NH4 (mg/l)	NH4 (mgN/l)	NH4+_N (g/m3)	NO2 (mg/l)	NO3 (mg/l)	NO3 (mgN/l)	NO3-_N (g/m3)	Na (mg/l)	Na (ug/l)	Na+ (g/m3)	Ni (mg/m3)	Ni (ug/l)	O-PO4 (mg/l)	O2 (mg/l)	Oxamyl (ug/l)	P-tot_P (g/m3)	P-totaal (mgP/l)	PO4---_P (g/m3)	PO4-O (mg/l)	PO4-T (mg/l)	Pb (mg/m3)	Pb (ug/l)	Pencycuron (ug/l)	Pirimicarb (ug/l)	Pirimifos-methyl (ug/l)	Prochloraz (ug/l)	Procimidon (ug/l)	Propiconazool (ug/l)	Propoxur (ug/l)	Propyzamide (ug/l)	Prosulfocarb (ug/l)	Pyrimethanil (ug/l)	SIO2 (mg/l)	SO4 (mg/l)	SO4-- (g/m3)	SiO2_Si (g/m3)	Simazine (ug/l)	Sr (mg/m3)	Sr (ug/l)	T (C)	T(5)_veld (C)	T12CL2EE (ug/l)	T4CEe (ug/l)	T4CMa (ug/l)	TCEe (ug/l)	TOC (mg/l)	TOC_C (g/m3)	Tebuconazool (ug/l)	Temp (C)	Temp-lab (C)	Temp-veld (C)	Terbutylazine (ug/l)	Tetrachlooretheen per (ug/l)	Tetrachloormethaan (ug/l)	Tg (TU)	Tolclofos-methyl (ug/l)	Trans 1,2-dichlooretheen (ug/l)	Trichlooretheen tri (ug/l)	Trichloormethaan (ug/l)	V (mg/m3)	VOCL (ugCl/l)	VOX (umol/m3)	Vinclozolin (ug/l)	Vinczln (ug/l)	Zn (mg/m3)	Zn (ug/l)	aldicarb (ug/l)	aldicarbsulfon (ug/l)	aldicarbsulfoxide (ug/l)	aminomethylfosfonzuur (AMPA) (ug/l)	bifenox (ug/l)	bromacil (ug/l)	carbaryl (ug/l)	carbendazim (ug/l)	carbofuran (ug/l)	chloorprofam (ug/l)	chloortoluron (ug/l)	chloridazon (ug/l)	clopyralid (ug/l)	cycloxydim (ug/l)	desethylatrazine (ug/l)	dichlobenil (ug/l)	diethyltoluamide (DEET) (ug/l)	dimethoaat (ug/l)	diuron (ug/l)	ethiofencarb (ug/l)	ethofumesaat (ug/l)	ethoprofos (ug/l)	fenamifos (ug/l)	fluroxypyr (ug/l)	flutolanil (ug/l)	furalaxyl (ug/l)	glyfosaat (ug/l)	imidacloprid (ug/l)	isoproturon (ug/l)	linuron (ug/l)	metalaxyl (ug/l)	metamitron (ug/l)	metazachloor (ug/l)	methabenzthiazuron (ug/l)	methiocarb (ug/l)	methiocarbsulfon (ug/l)	methomyl (ug/l)	metolachloor (ug/l)	metoxuron (ug/l)	metribuzin (ug/l)	metsulfuron-methyl (ug/l)	monuron (ug/l)	nicosulfuron (ug/l)	oxamyl (ug/l)	pH-lab (-)	pH-veld (-)	pencycuron (ug/l)	pirimicarb (ug/l)	prochloraz (ug/l)	procymidon (ug/l)	propachloor (ug/l)	propoxur (ug/l)	propyzamide (ug/l)	prosulfocarb (ug/l)	pyrimethanil (ug/l)	rimsulfuron (ug/l)	simazine (ug/l)	tebuconazool (ug/l)	tolclofos-methyl (ug/l)	triadimenol (ug/l)	triclopyr (ug/l)	triflusulfuron-methyl (ug/l)	
B25A1122	15-11-2001	C2001-11-8150		nee	9030.0	11030.0	15-11-2001																		<53.96					8.541						23.346													133.106					0.034					74.906			<1.04		<1.271																107.9														3.574										7.57				432.28											16.813																		9.651	0.555					0.308				<0.028			80.718	4.725					0.889																			101.247			555.511			11.6																								<13.078																																																																
B25A1122	15-11-2001	L2001-11-7708		nee	9030.0	11030.0																				<54					8.5						23.3										133								.034					75			<1.04		<1.27																							955							3.57											432											16.8																		9.7				.555		.397				<.133			81				4.73								2.72														101					556										11.6																	<13																																														7.57																	
B25A1122	21-09-2000	L2000-09-7608		nee	903.0	1103.0																				<54					14.5						22										135								<.02					85.4			<1.04		<1.27																							118							2.28											458											17.6																		9.85				.53		21.9				<.133			89.8				3.61								2.66														89.2					570										11.7																	<13.1																																														7.31																	
B25A1122	21-09-2000	C2000-09-8151		nee	903.0	1103.0	21-09-2000																		<53.96					14.46						21.973													135.39					<0.02					85.399			<1.04		<1.271																118.1														2.279										7.31				458.455											17.556																		9.846	0.534					0.168				<0.028			89.776	3.609					0.87																			89.24			570.406			11.7																								<13.078																																																																
B25A1122	21-09-2000	C2000-09-8149		nee	2403.0	2603.0	21-09-2000																		<53.96					0.225						177.156													150.46					<0.02					120.955			<1.04		<1.271																123.7														2.094										7.36				416.23											8.055																		30.339	0.28					3.853				<0.028			54.486	<1.174					0.867																			107.203			863.057			11.7																								<13.078																																																																
B25A1122	21-09-2000	L2000-09-7609		nee	2403.0	2603.0																				<54					.23						177										150								<.02					121			<1.04		<1.27																							124							2.09											416											8.05																		30.3				.28		4.97				<.133			54.5				<1.17								2.66														107					863										11.7																	<13.1																																														7.36																	
B25A1122	14-07-1999	L1999-07-7092		nee	903.0	1103.0																				35					8						24										144								<.1					105			<.7		.7																							1093							3.32											474											17																		10				.6		.181				.354			105				3.1								1.53														93					601										11.7																	<6.5																																														7.38																	
B25A1122	14-07-1999	C1999-07-8123		nee	903.0	1103.0	14-07-1999																		35.074					8.99						24.582													144.985					<0.101					105.783			<0.702		0.75																123.5														3.323										7.38				474.115											17.321																		10.551	0.602					0.14				0.084			105.064	3.158					0.496																			93.755			601.949			11.7																								<6.539																																																																
B25A1122	22-10-1998	L1998-10-9261		nee	903.0	1103.0																				32					15						24.9										140								<.101					122			<.7		<.7																							1154							3.84											485											17.8																		10.2				.577		.235				<.133			125				3.14								3.73														99					591										12.1																	<6.54																																														7.4																	
B25A1122	22-10-1998	C1998-10-1074		nee	903.0	1103.0	22-10-1998																		32.376					15.059						24.857													140.272					<0.101					121.629			<0.702		<0.699																130.4														3.837										7.4				484.96											17.751																		10.235	0.577					0.182				<0.028			124.928	3.14					1.22																			98.75			591.435			12.1																								<6.539																																																																
B25A1122	04-12-1997	C1997-12-1058		nee	903.0	1103.0	04-12-1997																		40.47					34.238			204.309			25.131													140.288					<0.045					112.766			<0.728		<0.699																137.6														3.234										5.57				480.53											17.282																		10.599	0.49					0.14				0.448			116.582	2.934					1.36																			92.986			601.949			11.6																								<6.539																																																																
B25A1122	04-12-1997	L1997-12-7311		nee	903.0	1103.0																				41					34			204			25.1										140								<.045					113			<.7		<.7																							1218							3.23											481											17.3																		10.6				.49		.181				1.98			117				2.93								4.16														93					602										11.6																	<6.54																																														5.57																	
B25A1122	02-10-1996	L1996-10-7777		nee	903.0	1103.0																				16					30.3						27.5										155								<.056					141			<.7		.756																							1337							3.38											471											16.9																		12.2				.564		.144				<.133			124				1.74								3.06														110					685										11.7																	<6.54																																														7.4																	
B25A1122	02-10-1996	C1996-10-1038		nee	903.0	1103.0	02-10-1996																		16.188					30.268						27.466													155.651					<0.056					140.878			<0.702		0.756																133.7														3.379										7.4				471.45											16.93																		12.179	0.564					0.112				<0.028			124.445	1.743					1																			109.508			685.188			11.7																								<6.539																																																																
B25A1122	02-10-1996	C1996-10-1039		nee	2403.0	2603.0	02-10-1996																		<13.49					<0.15						126.481													144.665					<0.056					107.343			<0.702		<0.699																111.9														0.089										7.46				347.55											7.429																		28.224	0.046					0.42				3.769			45.359	<0.698					0.26																			99.902			815.742			11.8																								<6.539																																																																
B25A1122	02-10-1996	L1996-10-7778		nee	2403.0	2603.0																				<13					<.15						126										145								<.056					107			<.7		<.7																							1119							.089											348											7.4																		28.2				.046		.542				16.7			45				<.7								.796														100					816										11.8																	<6.54																																														7.46																	
B25A1122	12-10-1995	M1995-10-0068		nee	2403.0	2603.0																				19					<.15						163										146								<.045					114			.26		<.6																							1137	41						2.05											397											7.2																		27.2				.251		5.6				.15			46.7				1								2.46														102					832										12.3																	<6.5																																														7.44																	
B25A1122	12-10-1995	C1995-10-1091		nee	903.0	1103.0	12-10-1995																		32.376					26.821						25.543													144.769					<0.045					136.312			<0.26		<0.635																132														3.144										7.44			474.736												17.869																		10.915	0.557					0.168				0.029			124.169	2.348					1.115																			99.403			619.473			12.2																								<6.539																																																																
B25A1122	12-10-1995	C1995-10-1092		nee	2403.0	2603.0	12-10-1995																		18.886					<0.15						163.011													146.42					<0.045					113.911			0.26		<0.635																113.7														2.05										7.44			396.63												7.194																		27.203	0.251					4.343				0.034			46.716	0.998					0.805																			101.708			832.39			12.3																								<6.539																																																																
B25A1122	12-10-1995	M1995-10-0067		nee	903.0	1103.0																				32					26.8						26										145								<.045					136			<.26		<.6																							1320	24						3.14											475											17.9																		10.9				.557		.22				.13			124				2.35								3.41														99					619										12.2																	<6.5																																														7.44																	
B25A1122	26-10-1994	C1994-10-1259		nee	2403.0	2603.0	26-10-1994																		32.376											160.676													141.787					<0.045					108.512					<0.635						4.047										107.1														1.994										7.47															7.39																		26.401	0.227					4.427				0.055			47.038						0.805					<0.207														88.356			783.323			12.3																								<6.539																																																																
B25A1122	26-10-1994	C1994-10-1258		nee	903.0	1103.0	26-10-1994																		24.282											31.861													145.855					<0.045					172.333					<0.635						7.794										145.2														4.206										7.18															17.673																		10.988	0.528					0.168				<0.014			156.47						1.425					<0.207														102.823			614.216			11.9																								<6.539																																																																
B25A1122	26-10-1994	L1994-10-7754		nee	903.0	1103.0																				24											32										146								<.045					172					<.6																							1452							4.21																						17.7																		11				.528		.22				<.06			157												4.36		<.2												103					614										11.9																	<6.5																																														7.18																	
B25A1122	26-10-1994	L1994-10-7755		nee	2403.0	2603.0																				32											161										142								<.045					109					<.6																							1071							1.99																						7.4																		26.4				.227		5.71				.24			47												2.46		<.2												88					783										12.3																	<6.5																																														7.47																	
B25A1122	14-04-1993	C1993-04-1056		nee	903.0	1103.0	14-04-1993																		26.98					17.307						39.551													146.797										197.889											8.635										157.4														3.613										7.34															18.025																		10.891	0.531									0.277			175.437						1.022																			102.496			627.359			11.8																								<6.539																																																																
B25A1122	14-04-1993	C1993-04-1057		nee	2403.0	2603.0	14-04-1993																		<13.49					<0.15						150.514													138.256										93.666											3.675										103.2														1.938										7.4															7.077																		24.31	0.226									0.038			37.382						0.805																			88.587			773.685			11.9																								13.078																																																																
B25A1122	14-04-1993	L1993-04-0189		nee	2403.0	2603.0																				<13					<.15						151										138													94																												1032							1.94																						7.1																		24.3				.226						.17			37.4												2.46														89					774										11.9																	13.1																																														7.4																	
B25A1122	14-04-1993	L1993-04-0188		nee	903.0	1103.0																				27					17.3						40										147													198																												1574							3.61																						18																		10.9				.531						1.23			175												3.13														102					627										11.8																	<6.5																																														7.34																	
B25A1122	04-05-1992	L1992-05-0236		nee	2403.0	2603.0																				19					.12						299										137								<.02					90					<.6																						893								1.77											385											6.8																		22.7				.21		4.62				.35			36.7				<.59										.1												64					748																											<6.5																																													7.56																		
B25A1122	04-05-1992	L1992-05-0235		nee	903.0	1103.0																				27					30.9						28										163								<.02					230					<.6																						1470								2.54											485											18																		12.6				.52		.28				.13			167				2.7										.2												95					685																											7.6																																													7.6																		
B25A1122	04-05-1992	C1992-05-1006		nee	2403.0	2603.0	04-05-1992																		18.65					0.12						298.64													136.63					<0.02					90.26					<0.64						3.39													100.9											1.77									7.56				385.04												6.76																		22.72	0.21					3.58				0.08			36.65	<0.59										0.08														64.17			748.49																											<6.54																																																																
B25A1122	04-05-1992	C1992-05-1005		nee	903.0	1103.0	04-05-1992																		27.24					30.93						27.88													163.31					<0.02					230.14					<0.64						7.42													166.1											2.54									7.6				484.5												17.99																		12.6	0.52					0.22				0.03			167.18	2.7										0.19														95.1			685.28																											7.6																																																																
B25A1122	09-04-1991	C1991-04-1056		nee	903.0	1103.0	09-04-1991																		<18.83					33.68						37.35													180.31					<0.11					248.62			0.99		<0.63						6.22													170.62											4.31									7.34				495.93												18.7																		13.34	0.58					0.12				<0.03			161.1	<0.59					1.18					<2.07														93.96			749.44																											<6.54																																																																
B25A1122	09-04-1991	L1991-04-7045		nee	903.0	1103.0																				<19					33.7						37										180								<.11					249			.99		<.6																						1510								4.31											496											18.7																		13.3				.58		.15				<.13			161				<.59								3.61		<2.1												94					749																											<6.5																																													7.34																		
B25A1122	09-04-1991	C1991-04-1057		nee	2403.0	2603.0	09-04-1991																		<18.83					0.13						135.52													135.7					<0.11					94.42			<0.52		<0.63						3.84													101.69											1.66									7.46				385.52												6.7																		21.78	0.23					3.36				<0.03			39.71	<0.59					0.56					<2.07														63.79			756.72																											<6.54																																																																
B25A1122	09-04-1991	L1991-04-7046		nee	2403.0	2603.0																				<19					.13						136										136								<.11					94			<.52		<.6																						900								1.66											386											6.7																		21.8				.23		4.33				<.13			39.7				<.59								1.71		<2.1												64					757																											<6.5																																													7.46																		
B25A1122	28-02-1990	C1990-02-1110		nee	903.0	1103.0	28-02-1990																		<18.83					24.38						44.67													191.81					<0.11					276.05			0.62		1.4						7.92													187.57											5.39									7.26				542.9												20																		14.31	0.65					0.19				<0.28			180.23	3.35					1.11					<2.07														101.6			803.51																											<6.54																																																																
B25A1122	28-02-1990	L1990-02-7030		nee	2403.0	2603.0																				<19					.2						126										125								<.11					91			.68		<.6																						880								1.85											384											6.7																		20.4				.21		4.14				<1.24			45.1				1.53								2.26		<2.1												60					696																											<6.5																																													7.35																		
B25A1122	28-02-1990	C1990-02-1111		nee	2403.0	2603.0	28-02-1990																		<18.83					0.2						126.11													125.04					<0.11					91.48			0.68		<0.63						4.17													99.44											1.85									7.35				384.3												6.67																		20.41	0.21					3.21				<0.28			45.1	1.53					0.74					<2.07														60.24			696.29																											<6.54																																																																
B25A1122	28-02-1990	L1990-02-7029		nee	903.0	1103.0																				<19					24.4						45										192								<.11					276			.62		1.4																						1660								5.39											543											20																		14.3				.65		.25				<1.24			180				3.35								3.4		<2.1												102					804																											<6.5																																													7.26																		
B25A1122	30-03-1989	C1989-03-1208		nee	903.0	1103.0	30-03-1989																																										210										293																								197.18											6.46									7.95				562												20.4																		15.66						0.18				<0.28			188.3						1.05		1.1																	108																																																																																														
B25A1122	30-03-1989	L1989-03-7040		nee	2403.0	2603.0																																									124													95																											891								1.68											387											6.9																		20.1						4.01				<1.24			52.6											2.45	2.17														63																																																																													8.18																		
B25A1122	30-03-1989	C1989-03-1209		nee	2403.0	2603.0	30-03-1989																																										124										95.3																								100.68											1.68									8.18				387												6.9																		20.08						3.11				<0.28			52.6						0.71		0.8																	63																																																																																														
B25A1122	30-03-1989	L1989-03-7039		nee	903.0	1103.0																																									210													293																											1745								6.46											562											20.4																		15.7						.23				<1.24			188											3.37	3.21														108																																																																													7.95																		
B25A1122	18-03-1988	L1988-03-0025		nee	903.0	1103.0																																									220													332																											1870																			616											21																		16.3						.54				<1.24			214												2.39														95																																																																													7.48																		
B25A1122	18-03-1988	L1988-03-0026		nee	2403.0	2603.0																																									116													92																											880																			384											6.2																		19.1						3.61				<1.24			61.4												2.39														59																																																																													7.57																		
B25A1122	18-03-1988	C1988-03-1080		nee	903.0	1103.0	18-03-1988																																										220										332																								211.3																				7.48				616												20.96																		16.34						0.42				<0.28			213.7						0.78																			95.2																																																																																														
B25A1122	18-03-1988	C1988-03-1081		nee	2403.0	2603.0	18-03-1988																																										116										92.4																								99.44																				7.57				384												6.19																		19.13						2.8				<0.28			61.37						0.78																			58.7																																																																																														
B25A1122	09-04-1987	L1987-04-0019		nee	903.0	1103.0																				<20																					221													308																											1830																			642											22.5																		16.9						.54				<1.33			196												1.13														90																																																																													7.58																		
B25A1122	09-04-1987	L1987-04-0020		nee	2403.0	2603.0																				<20																					114													101																											905																			393											6.3																		18.4						3.55				<1.33			68.2												1.32														60																																																																													7.61																		
B25A1122	09-04-1987	C1987-04-1064		nee	903.0	1103.0	09-04-1987																																										221										308											7.18													206.78																				7.58				642												22.5																		16.9						0.42				<0.3			196						0.37																			90.2																																																																																														
B25A1122	09-04-1987	C1987-04-1065		nee	2403.0	2603.0	09-04-1987																																										114										101											3.36													102.26																				7.61				393												6.25																		18.4						2.75				<0.3			68.2						0.43																			59.7																																																																																														
B25A1122	16-04-1986	C1986-04-1126		nee	903.0	1103.0	16-04-1986																																										243										339											4.22													203.39																				7.41				604												24.6																		18.1						0.3				<0.3			174						0.71																			75.6																																																																																														
B25A1122	16-04-1986	L1986-04-0026		nee	2403.0	2603.0																																									116													110																											930																			390											6.2																		18.8						3.26				<1.33			77.1												2.26														59																																																																													7.53																		
B25A1122	16-04-1986	L1986-04-0025		nee	903.0	1103.0																																									243													339																											1800																			604											24.6																		18.1						.39				<1.33			174												2.17														76																																																																													7.41																		
B25A1122	16-04-1986	C1986-04-1127		nee	2403.0	2603.0	16-04-1986																																										116										110											3.31													105.08																				7.53				390												6.16																		18.8						2.53				<0.3			77.1						0.74																			58.6																																																																																														
B25A1122	19-04-1985	C1985-04-1075		nee	903.0	1103.0	19-04-1985																																										223										295											6													187.57																				7.47				541												23.4																		14.8						0.21				<0.3			146						0.78																			88.5																																																																																														
B25A1122	19-04-1985	L1985-04-0025		nee	903.0	1103.0																																									223													295																											1660																			541											23.4																		14.8						.27				<1.33			146												2.39														89																																																																													7.47																		
B25A1122	19-04-1985	L1985-04-0026		nee	2403.0	2603.0																																									125													126																											1020																			412											6.6																		19.8						3.17				<1.33			83.6												2.26														68																																																																													7.49																		
B25A1122	19-04-1985	C1985-04-1076		nee	2403.0	2603.0	19-04-1985																																										125										126											4													115.25																				7.49				412												6.61																		19.8						2.46				<0.3			83.6						0.74																			68.4																																																																																														
B25A1122	02-02-1984	L1984-02-0068		nee	2403.0	2603.0																									<.5																66								<.1					156			.5		3																						1100																			422											6.2																		29						3.22				<.44			97				1							.55	1.16		20											30.8	68												<.1																				10																																													7.57																		
B25A1122	02-02-1984	C1984-02-1010		nee	903.0	1103.0	02-02-1984																																										210										260																								167.23																				7.55				480												19	6																	18.6						0.25				0.1			110						0.34		<0.01																	97	6.6											<0.1																																																																																		
B25A1122	02-02-1984	L1984-02-0067		nee	903.0	1103.0																									17																210								<.1					260			<.5		2.5																						1480																			480											19																		18.6						.32				.44			110				3							<.03	1.04		.5											14.1	97												<.1																				<10																																													7.55																		
B25A1122	02-02-1984	C1984-02-1011		nee	2403.0	2603.0	02-02-1984																																										66										156																								124.29																				7.57				422												6.2	4.6																	29						2.5				<0.1			97						0.38		0.18																	68	14.4											<0.1																																																																																		
B25A1122	17-11-1982	L1982-11-0017		nee	903.0	1103.0																									13																195													210																									10		1280																		44	439											20																		16						1.55				<.44			94				7								2.02														120												6															<6					10																																													7.6																		
B25A1122	17-11-1982	L1982-11-0018		nee	2403.0	2603.0																									<2																140													180																									15		1140																		<5	433											9																		23						4.51				<.44			93				<5								2.26														49												3															<6					10																																													7.7																		
B25A1122	17-11-1982	C1982-11-1146		nee	903.0	1103.0	17-11-1982																																										195										210																								144.63			10																	7.6				439												20	4																	16						1.2				<0.1			94						0.66																			120												6								44							<6																																																																			
B25A1122	17-11-1982	C1982-11-1147		nee	2403.0	2603.0	17-11-1982																																										140										180																								128.81			15																	7.7				433												9	2.5																	23						3.5				<0.1			93						0.74																			49												3								<5							<6																																																																			
B25A1122	14-07-1981	C1981-07-1114		nee	903.0	1103.0	14-07-1981																																										145										145																								112.99			5																	7.49				342												13	5.2																	16.8						0.6				<0.1			69						0.7																			100	6.6											8															<3																																																																			
B25A1122	14-07-1981	C1981-07-1116		nee	2403.0	2603.0	14-07-1981																																										74										52																								76.84			5																	7.7				346												6.5	3																	24						2.8				<0.1			70						0.74																			59	15.6											3															<3																																																																			
B25A1122	14-07-1981	L1981-07-0031		nee	1703.0001	1903.0001																									1																76													45																									<5		680																			348											8.7																		30						4.13				<.44			49				3								2.2													38.9	78												4															<3					10																																													7.72																		
B25A1122	14-07-1981	L1981-07-0032		nee	2403.0	2603.0																									<.5																74													52																									5		680																			346											6.5																		24						3.61				<.44			70				6								2.26													33.4	59												3															<3					10																																													7.7																		
B25A1122	14-07-1981	C1981-07-1115		nee	1703.0001	1903.0001	14-07-1981																																										76										45																								76.84			<5																	7.72				348												8.7	4																	30						3.2				<0.1			49						0.72																			78	18.2											4															<3																																																																			
B25A1122	14-07-1981	L1981-07-0030		nee	903.0	1103.0																									15																145													145																									5		1000																			342											13																		16.8						.77				<.44			69				3								2.14													14.1	100												8															<3					100																																													7.49																		
